Surrogate,generation,0,mu,100,lambda,25
	2021.0,1991.0,3779.0,0.163078,0.197466,96.0,3.0,46.0,0.0,fitness,(-0.04305991941352162),fitnesses,(0.0,2.103858261262036,6409.850202614198,)
	3484.0,2603.0,282.0,0.089547,0.137355,190.0,199.0,75.0,1.0,fitness,(0.0033215977819850548),fitnesses,(0.0,0.9091151912975438,576.9554130990383,)
	1977.0,2758.0,638.0,0.225285,0.220988,29.0,124.0,191.0,2.0,fitness,(-0.007368723685588507),fitnesses,(0.0,0.09309803371352185,829.9704022723724,)
	2053.0,2814.0,3331.0,0.044157,0.226098,83.0,84.0,53.0,3.0,fitness,(-0.0006469393114928359),fitnesses,(0.0,0.05964063451206392,124.3345656613475,)
	3764.0,4021.0,1759.0,0.153176,0.152191,165.0,23.0,155.0,4.0,fitness,(0.0017339139135835045),fitnesses,(0.0,0.3332568401469881,159.86544878863762,)
	1447.0,52.0,1204.0,0.10974,0.178757,24.0,166.0,147.0,5.0,fitness,(0.0060878287089196305),fitnesses,(0.0,1.045455393646386,436.6725227544229,)
	3773.0,866.0,1574.0,0.019857,0.235188,158.0,53.0,91.0,6.0,fitness,(0.0068671453136767684),fitnesses,(0.0,0.7972515874078748,110.53705604019798,)
	4691.0,796.0,647.0,0.041722,0.198494,123.0,2.0,68.0,7.0,fitness,(0.0005327646485415796),fitnesses,(0.0,1.3597028558426634,1306.4263909885053,)
	1316.0,2928.0,456.0,0.180545,0.141725,182.0,46.0,139.0,8.0,fitness,(0.002701596827345776),fitnesses,(0.0,0.3110655180314712,40.90583529689358,)
	4346.0,3461.0,3811.0,0.015596,0.152773,127.0,161.0,138.0,9.0,fitness,(0.003725077835822271),fitnesses,(0.0,1.1026087544203376,730.1009708381104,)
	4552.0,2149.0,3041.0,0.006112,0.224468,153.0,199.0,52.0,10.0,fitness,(0.002672436931150624),fitnesses,(0.0,1.1194833290076764,852.2396358926139,)
	488.0,132.0,1376.0,0.184399,0.128296,169.0,46.0,4.0,11.0,fitness,(0.9806280585864943),fitnesses,(1.0,2.297239145198414,4234.4332865489905,)
	825.0,3997.0,747.0,0.125963,0.228444,122.0,67.0,180.0,12.0,fitness,(-0.0006946713636896206),fitnesses,(0.0,0.06905904360031984,138.52617996928188,)
	4773.0,2870.0,4098.0,0.192265,0.187231,83.0,38.0,142.0,13.0,fitness,(0.006624237568381482),fitnesses,(0.0,0.934531578034261,272.10782119611275,)
	1972.0,3087.0,590.0,0.084582,0.076788,198.0,120.0,181.0,14.0,fitness,(0.9965657007888326),fitnesses,(1.0,-0.15829903601025488,185.1308851064897,)
	1248.0,4991.0,4590.0,0.039355,0.070456,145.0,18.0,142.0,15.0,fitness,(-0.010294926430565152),fitnesses,(0.0,0.7070518452883888,1736.5444883449038,)
	4506.0,365.0,2956.0,0.182653,0.168243,193.0,115.0,186.0,16.0,fitness,(-0.003917731718109465),fitnesses,(0.0,0.9325796404688429,1324.3528122797893,)
	1145.0,3501.0,2235.0,0.064416,0.069537,43.0,156.0,55.0,17.0,fitness,(0.00010318019069591362),fitnesses,(0.0,0.08059284739058703,70.27482832099567,)
	4089.0,3862.0,1756.0,0.024243,0.04414,157.0,97.0,185.0,18.0,fitness,(0.005956693063911633),fitnesses,(0.0,0.9911154477656503,395.446141374487,)
	2604.0,1938.0,4561.0,0.150222,0.245258,86.0,192.0,156.0,19.0,fitness,(0.0032512058643339604),fitnesses,(0.0,1.1796049159133493,854.4843294799531,)
	2207.0,164.0,1725.0,0.006567,0.168116,177.0,7.0,112.0,20.0,fitness,(-0.005517337036429081),fitnesses,(0.0,1.2852782087369599,1837.011912379868,)
	3938.0,4252.0,4598.0,0.01787,0.028711,167.0,118.0,18.0,21.0,fitness,(0.005469468498941434),fitnesses,(0.0,0.02886172269027812,-518.0851272038652,)
	1348.0,1605.0,222.0,0.249637,0.192136,167.0,79.0,130.0,22.0,fitness,(0.0009833276121848744),fitnesses,(0.0,-0.011541152256609705,-109.87391347509714,)
	1761.0,2671.0,1193.0,0.124552,0.213523,88.0,42.0,57.0,23.0,fitness,(0.0012980163383987096),fitnesses,(0.0,0.3295655217928535,199.76388795298251,)
	1490.0,4026.0,896.0,0.014409,0.14539,155.0,128.0,110.0,24.0,fitness,(-0.0014468095068161369),fitnesses,(0.0,0.018194883760725783,162.87583444233945,)
	3142.0,954.0,1226.0,0.056632,0.133314,31.0,46.0,27.0,25.0,fitness,(0.008888138207575669),fitnesses,(0.0,1.1620191641095932,273.2053433520262,)
	668.0,3713.0,3086.0,0.235032,0.030717,4.0,113.0,116.0,26.0,fitness,(0.003829175204879514),fitnesses,(0.0,0.5935325044817874,210.61498399383598,)
	4234.0,1671.0,90.0,0.037774,0.215712,98.0,155.0,79.0,27.0,fitness,(0.0032107838962801482),fitnesses,(0.0,0.9578066035897571,636.7282139617422,)
	2230.0,2739.0,4149.0,0.066697,0.029595,58.0,152.0,105.0,28.0,fitness,(-0.005097119369947069),fitnesses,(0.0,0.006281357127403604,515.9932941221105,)
	1072.0,1208.0,4809.0,0.160558,0.066936,68.0,66.0,188.0,29.0,fitness,(0.011438544524897891),fitnesses,(0.0,1.311206462403535,167.3520099137459,)
	1089.0,4601.0,1352.0,0.137135,0.079142,64.0,101.0,41.0,30.0,fitness,(-0.0018593991359197402),fitnesses,(0.0,0.13476962568710962,320.70953927908363,)
	2562.0,2800.0,4576.0,0.091987,0.222489,133.0,184.0,174.0,31.0,fitness,(-0.003203166092879873),fitnesses,(0.0,0.26807740775158584,588.3940170395731,)
	2888.0,1639.0,255.0,0.011872,0.0961,115.0,189.0,76.0,32.0,fitness,(0.004505475423937035),fitnesses,(0.0,0.9215881525946348,471.0406102009312,)
	3562.0,2058.0,3778.0,0.214123,0.139438,75.0,75.0,40.0,33.0,fitness,(0.016699170338368263),fitnesses,(0.0,0.893108616679753,-776.8084171570731,)
	1525.0,4346.0,928.0,0.091808,0.226509,185.0,163.0,18.0,34.0,fitness,(-0.000774001708096274),fitnesses,(0.0,0.07106082419632812,148.4609950059555,)
	1303.0,3904.0,1199.0,0.212712,0.2095,84.0,122.0,82.0,35.0,fitness,(-0.0034818864961949463),fitnesses,(0.0,-0.06067174538636991,287.51690423312465,)
	2287.0,4065.0,4821.0,0.206938,0.031449,116.0,113.0,89.0,36.0,fitness,(-0.0007331584165598605),fitnesses,(0.0,0.08867810351380409,161.99394516979012,)
	4253.0,1849.0,2766.0,0.038484,0.247271,193.0,6.0,190.0,37.0,fitness,(0.007631725597105286),fitnesses,(0.0,1.4641270913418345,700.9545316313059,)
	2214.0,1713.0,824.0,0.139536,0.208775,100.0,142.0,81.0,38.0,fitness,(0.0054847697924503315),fitnesses,(0.0,0.9497849404278392,401.3079611828061,)
	3777.0,3175.0,1794.0,0.215896,0.116832,58.0,51.0,172.0,39.0,fitness,(0.0071921812653608875),fitnesses,(0.0,1.129581614021937,410.36348748584834,)
	1401.0,2799.0,201.0,0.11528,0.039255,150.0,69.0,44.0,40.0,fitness,(1.0118163511889795),fitnesses,(1.0,1.354513621533042,172.87850263510634,)
	1667.0,1335.0,4282.0,0.092931,0.17414,185.0,87.0,137.0,41.0,fitness,(0.0012324784641104362),fitnesses,(0.0,1.0318213687508972,908.5735223398536,)
	3538.0,3488.0,4835.0,0.105132,0.142829,135.0,106.0,27.0,42.0,fitness,(0.017072730027217084),fitnesses,(0.0,0.4107781876966253,-1296.4948150250832,)
	3351.0,3630.0,2890.0,0.140231,0.024356,180.0,111.0,133.0,43.0,fitness,(0.9958465913647643),fitnesses,(1.0,0.16741298048406733,582.7538440076377,)
	3050.0,1941.0,793.0,0.215978,0.248296,64.0,154.0,184.0,44.0,fitness,(-0.0008371442578862485),fitnesses,(0.0,0.9435229367826811,1027.2373625713058,)
	2512.0,4359.0,2002.0,0.182822,0.199475,175.0,140.0,162.0,45.0,fitness,(-0.0050363165922965684),fitnesses,(0.0,0.05374878522616303,557.3804444558198,)
	570.0,3237.0,792.0,0.157065,0.150599,88.0,185.0,120.0,46.0,fitness,(-0.0032365640643716932),fitnesses,(0.0,-0.02161109099121572,302.0453154459536,)
	2577.0,4517.0,55.0,0.067542,0.058169,8.0,134.0,55.0,47.0,fitness,(-0.003289043287058904),fitnesses,(0.0,-0.006937671677223006,321.9666570286674,)
	645.0,978.0,4926.0,0.241011,0.099022,155.0,150.0,52.0,48.0,fitness,(-0.027769332927789506),fitnesses,(0.0,1.1954481079893198,3972.38140076827,)
	2363.0,3795.0,4904.0,0.230717,0.103149,7.0,106.0,160.0,49.0,fitness,(-0.002944415880865426),fitnesses,(0.0,-0.030272425538027142,264.16916254851543,)
	4466.0,2006.0,2602.0,0.086891,0.235085,110.0,199.0,27.0,50.0,fitness,(0.0023446921212852134),fitnesses,(0.0,1.0237484055493966,789.2791934208752,)
	1180.0,663.0,4276.0,0.203836,0.249346,180.0,71.0,24.0,51.0,fitness,(0.0029294212203960397),fitnesses,(0.0,1.1787066168396392,885.7644948000352,)
	3703.0,3298.0,4543.0,0.18906,0.005937,61.0,70.0,174.0,52.0,fitness,(0.006144733168484109),fitnesses,(0.0,1.0570898087015175,442.6164918531066,)
	4507.0,1549.0,3634.0,0.182013,0.073875,108.0,14.0,118.0,53.0,fitness,(0.006386947249140248),fitnesses,(0.0,1.1589084082802572,520.2136833662323,)
	2849.0,3898.0,417.0,0.160291,0.121585,161.0,103.0,54.0,54.0,fitness,(-0.0042246507920757626),fitnesses,(0.0,-0.11205782116490601,310.4072580426702,)
	764.0,1036.0,3188.0,0.006933,0.062225,12.0,40.0,143.0,55.0,fitness,(1.012548182714721),fitnesses,(1.0,1.4578243821510812,203.00611067898114,)
	1205.0,3855.0,1508.0,0.133582,0.025244,158.0,119.0,7.0,56.0,fitness,(-0.012920382629142513),fitnesses,(0.0,0.7881393148038173,2080.1775777180683,)
	1991.0,4744.0,2121.0,0.128932,0.005165,27.0,54.0,174.0,57.0,fitness,(0.0007683784172880358),fitnesses,(0.0,0.3389474694292781,262.1096277004745,)
	1157.0,3833.0,3081.0,0.060013,0.029235,186.0,20.0,62.0,58.0,fitness,(0.9628928877762396),fitnesses,(1.0,1.1977909258274992,4908.502148203543,)
	2928.0,2511.0,1012.0,0.147048,0.050065,155.0,20.0,123.0,59.0,fitness,(1.0146810632006145),fitnesses,(1.0,1.642726849215717,174.62052915427455,)
	481.0,654.0,186.0,0.120587,0.204049,14.0,92.0,180.0,60.0,fitness,(-0.0001406553268477528),fitnesses,(0.0,0.3318893544833958,345.95488716817107,)
	4088.0,3162.0,324.0,0.042192,0.081283,95.0,127.0,79.0,61.0,fitness,(0.005617707831941197),fitnesses,(0.0,1.0529992880909982,491.2285048968785,)
	4400.0,4039.0,329.0,0.212406,0.074938,2.0,100.0,23.0,62.0,fitness,(0.003115738760051173),fitnesses,(0.0,0.9380488621455348,626.4749861404175,)
	2476.0,2487.0,4161.0,0.090377,0.249632,16.0,147.0,95.0,63.0,fitness,(0.002697108681930601),fitnesses,(0.0,0.47675381519160914,207.04294699854904,)
	4992.0,4959.0,3794.0,0.196851,0.203852,67.0,71.0,197.0,64.0,fitness,(0.0022823390062308045),fitnesses,(0.0,0.8805809797409707,652.3470791178902,)
	3974.0,3431.0,2167.0,0.183333,0.093385,103.0,129.0,9.0,65.0,fitness,(0.0013114880887914113),fitnesses,(0.0,0.9165896247032922,785.440815824151,)
	382.0,1031.0,3697.0,0.184533,0.217013,148.0,166.0,98.0,66.0,fitness,(-0.002486821720729189),fitnesses,(0.0,0.6477759906846935,896.4581627576123,)
	2859.0,3251.0,3581.0,0.169825,0.005153,42.0,129.0,85.0,67.0,fitness,(-0.005103649000819518),fitnesses,(0.0,0.08307231280686728,593.4372128888191,)
	2378.0,4901.0,2632.0,0.030682,0.22574,18.0,93.0,155.0,68.0,fitness,(-0.0006131671828410558),fitnesses,(0.0,0.09581754917360749,157.13426745771307,)
	1176.0,2608.0,2646.0,0.007393,0.231167,48.0,76.0,176.0,69.0,fitness,(0.0009111560729154098),fitnesses,(0.0,0.2736145108218274,182.49890353028644,)
	4166.0,3623.0,430.0,0.215259,0.086331,119.0,26.0,180.0,70.0,fitness,(0.007612636767936861),fitnesses,(0.0,1.1300247945710167,368.76111777733064,)
	19.0,1695.0,879.0,0.128624,0.160004,57.0,171.0,164.0,71.0,fitness,(0.005426428043240363),fitnesses,(0.0,0.8431514755149747,300.50867119093846,)
	4451.0,2922.0,4719.0,0.181477,0.244534,93.0,184.0,165.0,72.0,fitness,(0.0005462286827107345),fitnesses,(0.0,1.052866158602948,998.2432903318745,)
	453.0,1982.0,65.0,0.231279,0.007045,131.0,52.0,136.0,73.0,fitness,(1.015656274253628),fitnesses,(1.0,1.8423949878331247,276.76756247032864,)
	59.0,3763.0,932.0,0.181119,0.043905,71.0,135.0,108.0,74.0,fitness,(0.018603160669478556),fitnesses,(0.0,1.9320696685321042,71.7536015842485,)
	1289.0,2809.0,4708.0,0.234692,0.207277,95.0,177.0,152.0,75.0,fitness,(-0.006503800278445368),fitnesses,(0.0,0.10960928492689911,759.9893127714358,)
	2322.0,4810.0,1647.0,0.044282,0.114457,51.0,147.0,62.0,76.0,fitness,(-0.0038319911833480406),fitnesses,(0.0,0.1435269859810366,526.7261043158406,)
	4699.0,1295.0,1796.0,0.234075,0.093663,113.0,185.0,143.0,77.0,fitness,(-0.001407300470685699),fitnesses,(0.0,0.9938670362613665,1134.5970833299364,)
	3843.0,880.0,797.0,0.032985,0.141399,64.0,165.0,163.0,78.0,fitness,(0.002205604483200327),fitnesses,(0.0,1.0117650343468674,791.2045860268347,)
	1467.0,4469.0,2333.0,0.018384,0.238916,151.0,80.0,37.0,79.0,fitness,(0.014533817870298036),fitnesses,(0.0,0.11943777588003034,-1333.9440111497731,)
