Surrogate,generation,0,mu,100,lambda,25
	2348.0,3645.0,201.0,0.075215,0.223192,115.0,115.0,193.0,0.0,fitness,(-0.0021521089091696955),fitnesses,(0.0,-0.09404979844916048,121.16109246780906,)
	614.0,2745.0,3705.0,0.181017,0.172303,173.0,93.0,24.0,1.0,fitness,(-0.008879940318032535),fitnesses,(0.0,0.693313203603082,1581.3072354063354,)
	4200.0,2140.0,1358.0,0.083044,0.137615,80.0,101.0,7.0,2.0,fitness,(0.0031024626554900705),fitnesses,(0.0,0.9413756173106518,631.1293517616447,)
	704.0,7.0,4745.0,0.243411,0.019958,92.0,153.0,81.0,3.0,fitness,(-0.01921056577851),fitnesses,(0.0,2.110899861782514,4031.9564396335136,)
	3590.0,28.0,3870.0,0.225882,0.114424,167.0,175.0,142.0,4.0,fitness,(-0.009654013128420435),fitnesses,(0.0,1.1491733574732874,2114.574670315331,)
	4451.0,127.0,3366.0,0.036766,0.072249,69.0,57.0,192.0,5.0,fitness,(0.00803014786085154),fitnesses,(0.0,1.1576140290350998,354.5992429499457,)
	1498.0,1670.0,1435.0,0.248664,0.249248,35.0,40.0,121.0,6.0,fitness,(0.002062340462554395),fitnesses,(0.0,0.390925256004218,184.69120974877848,)
	4837.0,3906.0,1708.0,0.241291,0.142025,155.0,137.0,160.0,7.0,fitness,(0.002995159728446971),fitnesses,(0.0,1.0531476726158449,753.6316997711477,)
	3745.0,4957.0,685.0,0.076398,0.194695,62.0,38.0,9.0,8.0,fitness,(0.0037726747979063093),fitnesses,(0.0,0.024005578365658115,-353.2619014249728,)
	72.0,4495.0,2632.0,0.159819,0.194113,138.0,193.0,111.0,9.0,fitness,(-0.0009073981821063923),fitnesses,(0.0,0.11459325300866323,205.33307121930244,)
	4149.0,2364.0,1442.0,0.185404,0.002143,178.0,56.0,10.0,10.0,fitness,(0.9868626258920234),fitnesses,(1.0,0.9840702786007822,2297.8076893984503,)
	806.0,3679.0,717.0,0.079762,0.063801,50.0,113.0,93.0,11.0,fitness,(0.0021183496386497002),fitnesses,(0.0,0.24049202362583436,28.657059760864335,)
	1413.0,986.0,3076.0,0.19502,0.052345,135.0,143.0,79.0,12.0,fitness,(0.0005520369667625386),fitnesses,(0.0,1.2686846964639618,1213.4809997877078,)
	3640.0,993.0,3367.0,0.056371,0.103158,193.0,133.0,196.0,13.0,fitness,(1.004148992539782),fitnesses,(1.0,1.0772088752405806,662.3096212623961,)
	2047.0,2211.0,2583.0,0.107238,0.007223,10.0,146.0,83.0,14.0,fitness,(-0.001479922981745799),fitnesses,(0.0,0.2969860524270536,444.9783506016335,)
	3068.0,1581.0,4948.0,0.031835,0.205698,119.0,171.0,150.0,15.0,fitness,(0.0046925759446067574),fitnesses,(0.0,1.1948915553996178,725.633960938942,)
	4762.0,2351.0,335.0,0.249836,0.0839,173.0,145.0,109.0,16.0,fitness,(0.0015294787958831024),fitnesses,(0.0,0.8483742066676353,695.426327079325,)
	1257.0,1817.0,1173.0,0.164358,0.008194,146.0,0.0,32.0,17.0,fitness,(1.0440205376165288),fitnesses,(1.0,8.977348346210347,4575.2945845574795,)
	920.0,3097.0,3850.0,0.06773,0.100146,27.0,37.0,152.0,18.0,fitness,(0.006564365883739494),fitnesses,(0.0,0.9180642745790285,261.6276862050791,)
	144.0,2356.0,2482.0,0.047095,0.117308,145.0,129.0,119.0,19.0,fitness,(0.010540151437156703),fitnesses,(0.0,1.3178597948935877,263.8446511779175,)
	4939.0,4241.0,1225.0,0.002741,0.206579,109.0,161.0,173.0,20.0,fitness,(0.004459994883997329),fitnesses,(0.0,1.2723439144653892,826.3444260656563,)
	3287.0,3286.0,3998.0,0.226187,0.039144,164.0,180.0,69.0,21.0,fitness,(-0.011309511644508573),fitnesses,(0.0,0.6041542479111434,1735.1054123620006,)
	853.0,2394.0,500.0,0.184666,0.052957,172.0,64.0,17.0,22.0,fitness,(1.0154378028565594),fitnesses,(1.0,1.6187337138142261,74.95342815829338,)
	1672.0,4247.0,1349.0,0.243011,0.157451,134.0,66.0,176.0,23.0,fitness,(-0.0019635818604719375),fitnesses,(0.0,0.08679363067282078,283.1518167200145,)
	1913.0,1844.0,451.0,0.234102,0.121401,171.0,141.0,37.0,24.0,fitness,(0.0007468389982766169),fitnesses,(0.0,0.3003218063616526,225.63790653399093,)
	1617.0,2874.0,3129.0,0.081747,0.035775,97.0,28.0,188.0,25.0,fitness,(1.0142638700733748),fitnesses,(1.0,1.812849366523456,386.46235918596835,)
	4501.0,330.0,1423.0,0.104469,0.058154,172.0,176.0,105.0,26.0,fitness,(-0.0020258834131852213),fitnesses,(0.0,1.1003771261070185,1302.9654674255405,)
	1935.0,56.0,3990.0,0.233377,0.20186,45.0,125.0,149.0,27.0,fitness,(0.0016717667444645107),fitnesses,(0.0,0.9806872301547731,813.5105557083219,)
	1259.0,1776.0,163.0,0.01084,0.232987,151.0,193.0,145.0,28.0,fitness,(-4.919531022926451e-05),fitnesses,(0.0,0.14365033186703716,148.5698628899636,)
	4497.0,1522.0,250.0,0.234021,0.142428,127.0,107.0,47.0,29.0,fitness,(0.0023637285407626203),fitnesses,(0.0,0.8489230232675508,612.5501691912887,)
	2498.0,1428.0,1748.0,0.190371,0.21681,184.0,117.0,129.0,30.0,fitness,(0.0017289107356098857),fitnesses,(0.0,0.8320384048448547,659.1473312838662,)
	3932.0,525.0,1057.0,0.247446,0.19929,83.0,18.0,164.0,31.0,fitness,(0.009405040802297293),fitnesses,(0.0,0.9447746911175933,4.270610887864118,)
	4783.0,4812.0,1820.0,0.054895,0.141994,20.0,126.0,103.0,32.0,fitness,(-0.0012066190865663434),fitnesses,(0.0,0.5520826337301256,672.7445423867599,)
	2616.0,1779.0,964.0,0.003702,0.139144,52.0,100.0,118.0,33.0,fitness,(0.01023834275262369),fitnesses,(0.0,1.08849843775728,64.66416249491105,)
	981.0,2001.0,121.0,0.150715,0.045564,170.0,50.0,150.0,34.0,fitness,(1.015796007452464),fitnesses,(1.0,1.6871669132733174,107.56616802691968,)
	1660.0,3471.0,3245.0,0.156211,0.009675,107.0,172.0,2.0,35.0,fitness,(-0.026324091618180053),fitnesses,(0.0,0.03184698966202297,2664.256151480028,)
	4900.0,3739.0,1888.0,0.040522,0.204171,111.0,38.0,120.0,36.0,fitness,(0.009657052521518116),fitnesses,(0.0,1.0150215565922902,49.31630444047864,)
	2319.0,1720.0,1879.0,0.116058,0.116669,30.0,111.0,168.0,37.0,fitness,(0.006324107025574778),fitnesses,(0.0,1.0456237125818955,413.2130100244176,)
	886.0,2028.0,53.0,0.235981,0.002683,57.0,108.0,84.0,38.0,fitness,(0.0039942436536590095),fitnesses,(0.0,0.6857145785419254,286.29021317602445,)
	2268.0,3207.0,1351.0,0.058703,0.238983,119.0,19.0,120.0,39.0,fitness,(0.0029966865455049027),fitnesses,(0.0,0.4196389969489016,119.97034239841135,)
	3488.0,3942.0,3625.0,0.076718,0.136543,50.0,162.0,9.0,40.0,fitness,(-0.007857420567721382),fitnesses,(0.0,0.058867579137844996,844.6096359099831,)
	3862.0,3746.0,3530.0,0.133435,0.068184,70.0,176.0,65.0,41.0,fitness,(-0.0013022646557321587),fitnesses,(0.0,0.7489816115577096,879.2080771309254,)
	2701.0,3432.0,2594.0,0.146835,0.239577,157.0,90.0,77.0,42.0,fitness,(-0.0024465217527004806),fitnesses,(0.0,-0.018240974733785276,226.41120053626275,)
	1582.0,1504.0,3760.0,0.131877,0.23371,115.0,115.0,61.0,43.0,fitness,(-0.0003280096859091808),fitnesses,(0.0,0.4408802123624724,473.6811809533904,)
	874.0,2228.0,642.0,0.071704,0.236923,76.0,61.0,177.0,44.0,fitness,(0.002320636724048183),fitnesses,(0.0,0.43284002229619706,200.77634989137874,)
	628.0,2416.0,3078.0,0.223568,0.033745,10.0,71.0,142.0,45.0,fitness,(0.007173208508672134),fitnesses,(0.0,0.835653072984523,118.33222211730958,)
