Surrogate,generation,0,mu,100,lambda,25
	1515.0,4443.0,647.0,0.009387,0.239486,79.0,176.0,108.0,0.0,fitness,(-0.005915397643839161),fitnesses,(-3.088455640885401,0.13962797116421477,422.3221714595907,)
	2077.0,1235.0,4245.0,0.129748,0.025045,176.0,168.0,63.0,1.0,fitness,(0.0820363857835008),fitnesses,(91.79451200245963,1.2956778977990842,2271.4905196949667,)
	2093.0,3128.0,123.0,0.075232,0.028828,130.0,144.0,139.0,2.0,fitness,(0.039374911582957674),fitnesses,(45.4266531116613,-0.2575264503927568,347.64770247760623,)
	1662.0,1608.0,1910.0,0.198752,0.030559,57.0,132.0,166.0,3.0,fitness,(0.05797758240539087),fitnesses,(49.8547995920147,0.9447422976175632,132.46401627994533,)
	2691.0,4027.0,3275.0,0.157708,0.237224,69.0,126.0,11.0,4.0,fitness,(0.016975281015837316),fitnesses,(16.167419896987298,0.0659458003484666,-14.840311536535237,)
	2966.0,406.0,2274.0,0.131611,0.03411,109.0,47.0,74.0,5.0,fitness,(0.3383716956111964),fitnesses,(320.5566021921979,1.8997053758863816,118.19603398653122,)
	4254.0,4002.0,2758.0,0.088549,0.197229,41.0,18.0,150.0,6.0,fitness,(0.03031117395425888),fitnesses,(23.074985488801453,1.0472936251339926,323.67477858824986,)
	4781.0,1643.0,1431.0,0.084673,0.068698,71.0,27.0,134.0,7.0,fitness,(0.050134740515544195),fitnesses,(41.75330276223367,1.0329698704013095,194.82609507025694,)
	4371.0,683.0,3359.0,0.007224,0.020021,145.0,50.0,168.0,8.0,fitness,(0.2802495073877245),fitnesses,(269.5309109219392,1.3982796248861755,326.41997830764876,)
	532.0,4240.0,3670.0,0.198908,0.138162,93.0,3.0,70.0,9.0,fitness,(0.11062273722844104),fitnesses,(122.16179923191558,1.085492203633611,2239.3984039810657,)
	1145.0,1353.0,4107.0,0.038593,0.037674,170.0,126.0,63.0,10.0,fitness,(0.1843209906878691),fitnesses,(195.09242288727293,0.5760903756646603,1653.2335956050426,)
	2907.0,4339.0,2799.0,0.19695,0.197153,45.0,37.0,177.0,11.0,fitness,(0.019354932661228084),fitnesses,(17.014509717266094,0.3143021315010168,80.25983710481816,)
	3961.0,511.0,3490.0,0.180723,0.241102,42.0,4.0,78.0,12.0,fitness,(0.022048350348904226),fitnesses,(31.40914265544787,0.9049830632022389,1841.062293856603,)
	3204.0,3200.0,1106.0,0.171309,0.135208,66.0,159.0,48.0,13.0,fitness,(0.0159512379098775),fitnesses,(16.933141033457495,0.5141020854296324,612.2923977876321,)
	4741.0,3778.0,1344.0,0.173056,0.190128,49.0,25.0,116.0,14.0,fitness,(0.024968186058703126),fitnesses,(13.02093480597461,1.509267642020221,314.542516747369,)
	2714.0,2310.0,4962.0,0.153725,0.09708,9.0,196.0,147.0,15.0,fitness,(0.028291011459741392),fitnesses,(25.016428481060384,1.055290736298461,727.8324384303601,)
	2683.0,693.0,853.0,0.13203,0.005543,69.0,117.0,25.0,16.0,fitness,(0.3455961817985268),fitnesses,(348.95205408982173,1.017726694030399,1353.3139231598886,)
	4555.0,587.0,4571.0,0.166789,0.057451,151.0,76.0,43.0,17.0,fitness,(0.07293225788214944),fitnesses,(76.8640197463422,0.9483244007685621,1341.5005871878382,)
	3290.0,3511.0,4273.0,0.114272,0.178868,128.0,29.0,78.0,18.0,fitness,(0.009451590565197397),fitnesses,(17.526602608020205,0.3660774215798259,1173.5786258621067,)
	2257.0,2206.0,987.0,0.135421,0.195569,126.0,80.0,162.0,19.0,fitness,(0.02580125567185207),fitnesses,(24.055266135120036,0.3757608822900653,201.16192861686181,)
	504.0,2786.0,2627.0,0.240197,0.198838,90.0,76.0,149.0,20.0,fitness,(0.05698654225328732),fitnesses,(53.20492767819331,0.5899371505814441,211.77569307204226,)
	1459.0,1455.0,2426.0,0.218989,0.108748,120.0,183.0,194.0,21.0,fitness,(0.04469843429014263),fitnesses,(42.54571123219812,0.7114692703799126,496.19696458546247,)
	25.0,3693.0,1475.0,0.004283,0.133045,78.0,23.0,190.0,22.0,fitness,(0.038658796658331454),fitnesses,(40.87868097831989,0.3665793981664546,588.5678301652986,)
	4470.0,4317.0,2873.0,0.130924,0.141444,59.0,184.0,135.0,23.0,fitness,(0.010784596551340094),fitnesses,(14.930043161039913,0.703627041819665,1118.1717027896468,)
	1621.0,651.0,1547.0,0.170978,0.069181,15.0,24.0,10.0,24.0,fitness,(0.3796291683778568),fitnesses,(316.82449464232315,7.313099126562708,1032.6317530093443,)
	3062.0,1391.0,4588.0,0.134948,0.108971,59.0,77.0,192.0,25.0,fitness,(0.035855003900308956),fitnesses,(27.966598264003476,1.062837730614099,273.9971669835516,)
	307.0,3894.0,4662.0,0.056083,0.066047,126.0,144.0,120.0,26.0,fitness,(0.14943203712609637),fitnesses,(144.4218046587267,1.2369768440999775,735.9535973630104,)
	2567.0,4737.0,4695.0,0.234273,0.103921,95.0,165.0,61.0,27.0,fitness,(0.00828889128112939),fitnesses,(11.41935764714133,0.14697357954114393,460.0202161423378,)
	3219.0,1163.0,2068.0,0.141346,0.101054,115.0,151.0,133.0,28.0,fitness,(0.037107149149420635),fitnesses,(34.663266368964045,0.9201172743779555,675.7289963322966,)
	1770.0,3291.0,4268.0,0.015863,0.011358,128.0,62.0,56.0,29.0,fitness,(0.2686373639136615),fitnesses,(283.4936303651149,0.255388332688839,1741.0149778341765,)
	3391.0,1359.0,708.0,0.072806,0.12786,22.0,146.0,98.0,30.0,fitness,(0.027344411988278645),fitnesses,(23.857356524939583,0.9512125088000583,602.5069624661517,)
	1929.0,1177.0,2470.0,0.235045,0.06237,57.0,43.0,78.0,31.0,fitness,(0.07840740198163748),fitnesses,(63.039084044157214,1.1738810368626176,-362.9507568854089,)
	694.0,3058.0,822.0,0.133994,0.18795,148.0,123.0,168.0,32.0,fitness,(0.024016404689279295),fitnesses,(26.13360962484875,0.07406336486265923,285.7838584196045,)
	2584.0,2483.0,2677.0,0.164156,0.115454,182.0,159.0,87.0,33.0,fitness,(0.01730442048422796),fitnesses,(17.41334767325058,0.6526997160984076,663.5924350006694,)
	3302.0,1587.0,3268.0,0.166889,0.146094,101.0,79.0,105.0,34.0,fitness,(0.025018677073396375),fitnesses,(19.600437265941515,0.9704552911200411,428.63131037455554,)
	4095.0,4342.0,3940.0,0.110471,0.141148,174.0,174.0,180.0,35.0,fitness,(-0.003106831503807658),fitnesses,(0.11651649958931519,0.3167178517135066,639.0526520532038,)
	3517.0,826.0,4194.0,0.231969,0.104059,126.0,66.0,167.0,36.0,fitness,(0.04919194342218146),fitnesses,(43.50914345960937,1.154674895637299,586.3948993800902,)
	1502.0,1883.0,169.0,0.00916,0.184573,186.0,36.0,180.0,37.0,fitness,(0.04668736678574774),fitnesses,(44.877576803888154,0.549434698054331,368.4556998683723,)
	1418.0,4601.0,2494.0,0.149361,0.243542,46.0,149.0,197.0,38.0,fitness,(0.012799605669027186),fitnesses,(12.70955377118311,0.21069880952653985,201.69361974213226,)
	4362.0,644.0,2304.0,0.102211,0.153779,109.0,164.0,66.0,39.0,fitness,(0.03469324140615884),fitnesses,(34.13002074267607,0.8507734551630105,794.4513888147329,)
	4781.0,4890.0,2377.0,0.158869,0.090426,178.0,2.0,119.0,40.0,fitness,(0.05222352906194319),fitnesses,(49.30814447572326,0.8761489595893763,584.6105009673834,)
	1549.0,3821.0,1545.0,0.00328,0.060212,117.0,78.0,129.0,41.0,fitness,(0.030640446251755635),fitnesses,(32.90582665872862,-0.0070973076043941855,219.44073309290394,)
	2623.0,1693.0,4163.0,0.222007,0.172647,174.0,121.0,147.0,42.0,fitness,(0.018380416457642827),fitnesses,(17.416538704009923,0.923202610431756,826.8148350684654,)
	644.0,4382.0,158.0,0.028905,0.110854,74.0,108.0,75.0,43.0,fitness,(0.017858777042362686),fitnesses,(19.829126157410233,0.05087984242451889,247.91475392927353,)
	1924.0,1953.0,718.0,0.053138,0.038486,4.0,185.0,76.0,44.0,fitness,(0.03019058030401337),fitnesses,(32.30214071650728,0.398479769769855,609.6358110192464,)
	4074.0,342.0,2291.0,0.055342,0.198147,135.0,45.0,79.0,45.0,fitness,(0.035472527720591444),fitnesses,(31.839460484803745,1.0129747733054095,649.6680497266398,)
	274.0,1584.0,4935.0,0.085077,0.154031,38.0,63.0,27.0,46.0,fitness,(0.09377290759357074),fitnesses,(109.59082748557142,1.675269259686451,3257.06124888652,)
	4276.0,311.0,4565.0,0.081127,0.039794,166.0,178.0,44.0,47.0,fitness,(0.07133024911903127),fitnesses,(90.29485918383104,0.9197223934987524,2816.1833999787286,)
	890.0,4733.0,1744.0,0.149789,0.210215,58.0,73.0,25.0,48.0,fitness,(0.015715243303303972),fitnesses,(16.51009682380634,0.21863751756118044,298.1228696114171,)
	4744.0,3840.0,2513.0,0.117054,0.155969,129.0,80.0,63.0,49.0,fitness,(0.022003531538138058),fitnesses,(15.459662210574706,0.8942490411575585,239.86210840122345,)
	3897.0,3511.0,1407.0,0.094411,0.083692,45.0,155.0,158.0,50.0,fitness,(0.022757541185625098),fitnesses,(23.716232872756756,1.0053843592180451,1101.2535279312112,)
	2641.0,1494.0,3696.0,0.070585,0.054997,87.0,121.0,60.0,51.0,fitness,(0.05593387438763629),fitnesses,(51.63955256915826,0.9374254827074451,507.99330085964147,)
	1838.0,3609.0,4449.0,0.193864,0.08187,94.0,89.0,117.0,52.0,fitness,(0.03972109988813426),fitnesses,(43.55808638844417,-0.1130681638757541,270.6304861552361,)
	315.0,4599.0,4745.0,0.109808,0.074817,128.0,159.0,79.0,53.0,fitness,(0.12031467837617556),fitnesses,(117.6082145789195,0.9330622607916911,662.4158810660851,)
	3804.0,4302.0,1011.0,0.105445,0.080792,166.0,185.0,69.0,54.0,fitness,(0.0053607418050421705),fitnesses,(11.750278596836436,0.10532836065241942,744.2820398318459,)
	4062.0,3700.0,1113.0,0.193865,0.054115,69.0,28.0,0.0,55.0,fitness,(0.11386964644441878),fitnesses,(127.55227777607664,1.5102215175974472,2878.484650763231,)
	3607.0,4734.0,3526.0,0.182226,0.038991,150.0,3.0,56.0,56.0,fitness,(0.2657019219604473),fitnesses,(271.7641128905978,4.650401930805672,5256.621023820724,)
	2147.0,4559.0,2497.0,0.224659,0.104472,99.0,158.0,183.0,57.0,fitness,(0.010305769725406902),fitnesses,(15.414298254096293,0.0845982797513727,595.4511326203117,)
	2078.0,3452.0,2756.0,0.130051,0.082709,16.0,83.0,147.0,58.0,fitness,(0.022259158886952107),fitnesses,(24.521807717319383,-0.16390033810283397,62.3645449338936,)
	2003.0,1915.0,2078.0,0.19668,0.005685,12.0,47.0,11.0,59.0,fitness,(0.40998013537258354),fitnesses,(396.31376661751796,1.9751901481054899,608.5532725989254,)
	2550.0,1122.0,1807.0,0.130184,0.178747,101.0,172.0,45.0,60.0,fitness,(0.026200635778748798),fitnesses,(21.88941041253589,0.8759644972763911,444.84196065510054,)
	2471.0,2705.0,4870.0,0.005728,0.016586,95.0,32.0,96.0,61.0,fitness,(0.29477583602676233),fitnesses,(309.8730005765465,0.33709299288777117,1846.809447866188,)
	3196.0,3022.0,3932.0,0.096626,0.243689,5.0,159.0,32.0,62.0,fitness,(0.0134569480967357),fitnesses,(13.035393666369893,0.653938545722698,611.7831026861176,)
	4972.0,4550.0,3899.0,0.166333,0.013412,17.0,159.0,118.0,63.0,fitness,(0.02736310379564804),fitnesses,(25.867191326854638,1.062472044487386,912.8807976080461,)
	1790.0,574.0,803.0,0.14967,0.151029,148.0,176.0,71.0,64.0,fitness,(0.03661997218993603),fitnesses,(32.26690635736332,0.8272933639986345,391.98678074136285,)
	1073.0,1396.0,3413.0,0.063692,0.019026,190.0,114.0,48.0,65.0,fitness,(0.37588728009643346),fitnesses,(393.82681598245,0.7128217977541753,2506.7753863558332,)
	4278.0,175.0,3270.0,0.222741,0.063639,3.0,60.0,79.0,66.0,fitness,(0.05466556498589731),fitnesses,(47.84646936197545,1.0487499005438607,366.8403381516752,)
	3263.0,3922.0,435.0,0.030774,0.054461,109.0,34.0,94.0,67.0,fitness,(0.03114352836017718),fitnesses,(28.247206520369183,0.15421110453158443,-135.42107944921543,)
	495.0,2027.0,4797.0,0.137525,0.198464,132.0,197.0,13.0,68.0,fitness,(0.02035777825066239),fitnesses,(44.67834993681884,0.021986978308617802,2454.044146924263,)
	2927.0,1782.0,3136.0,0.20402,0.243074,31.0,158.0,167.0,69.0,fitness,(0.01844584138431781),fitnesses,(16.312802430455523,1.1046227569277676,891.3188615415389,)
	2631.0,4082.0,1281.0,0.191146,0.161748,64.0,26.0,107.0,70.0,fitness,(0.01911494039808765),fitnesses,(18.72283643918925,0.22141762737375678,182.20723148391696,)
	1235.0,4543.0,654.0,0.06439,0.194302,29.0,49.0,114.0,71.0,fitness,(0.017006092373601404),fitnesses,(18.26448172150697,0.2200755153405941,345.9144501311508,)
	191.0,4232.0,4314.0,0.19787,0.034686,107.0,157.0,35.0,72.0,fitness,(0.14826712367301348),fitnesses,(146.10734086422457,1.5455598968434443,1329.5816159645526,)
	3724.0,1024.0,2508.0,0.153852,0.174461,36.0,155.0,141.0,73.0,fitness,(0.0238239659458959),fitnesses,(22.286567295242214,1.0288633699423657,875.1235048769977,)
	1015.0,1468.0,3603.0,0.024206,0.108711,8.0,32.0,167.0,74.0,fitness,(0.05172430693278741),fitnesses,(48.83336767345975,0.4656906169850916,176.5966910523252,)
	1070.0,3716.0,1317.0,0.208921,0.079147,41.0,146.0,130.0,75.0,fitness,(0.018560141215801806),fitnesses,(20.68700447695437,0.03743080285120505,250.1171289664616,)
	3157.0,4499.0,985.0,0.113515,0.019059,156.0,37.0,159.0,76.0,fitness,(0.05556267526378071),fitnesses,(54.25739476287974,0.14698823049032,16.46018040022242,)
	682.0,4142.0,1542.0,0.202186,0.214274,4.0,58.0,120.0,77.0,fitness,(0.013390568636677397),fitnesses,(11.076669643056652,0.19961242593592043,-31.777473426153993,)
	2220.0,2888.0,3484.0,0.189241,0.094107,105.0,130.0,64.0,78.0,fitness,(0.012244747121970611),fitnesses,(19.842838016073532,-0.33866919102824083,421.13989838205123,)
