Surrogate,generation,0,mu,100,lambda,25
	1394.0,3024.0,4190.0,0.169549,0.209512,7.0,139.0,12.0,0.0,fitness,(0.0018767888022099078),fitnesses,(4.093008602569727,-0.03644365516738658,185.17832486859533,)
	1864.0,2794.0,2734.0,0.052129,0.150168,179.0,107.0,57.0,1.0,fitness,(0.022003445153089322),fitnesses,(23.945306079271347,-0.08060823684209993,113.57785577610278,)
	3718.0,4878.0,1058.0,0.113131,0.105081,134.0,135.0,96.0,2.0,fitness,(0.004773489855396245),fitnesses,(11.349531542403158,-0.022780152266304712,634.8240164343865,)
	2329.0,3682.0,736.0,0.100189,0.093412,72.0,122.0,47.0,3.0,fitness,(0.028115320800887727),fitnesses,(32.678716971018815,-0.15245990331957665,303.8797136935323,)
	2459.0,2913.0,4477.0,0.219461,0.099813,128.0,126.0,62.0,4.0,fitness,(0.019142348027234746),fitnesses,(19.51050907705367,0.015956127823635008,52.77223280552722,)
	4340.0,511.0,3731.0,0.232714,0.027777,134.0,1.0,85.0,5.0,fitness,(0.15207138435179543),fitnesses,(171.99498599102034,2.0241344142662867,4016.4945781887786,)
	4946.0,1410.0,2318.0,0.003747,0.186311,146.0,108.0,69.0,6.0,fitness,(0.03152430893004038),fitnesses,(26.187863357408375,0.9814852407279216,447.84068346472156,)
	2452.0,1710.0,2099.0,0.063949,0.232486,90.0,158.0,130.0,7.0,fitness,(0.01493908344885252),fitnesses,(11.924001354420009,0.8123704880313137,510.8622785880628,)
	3091.0,725.0,4241.0,0.167058,0.170901,48.0,22.0,75.0,8.0,fitness,(0.05086932074262117),fitnesses,(41.123999833347135,0.9376239446022718,-36.90814632513148,)
	2080.0,3173.0,3966.0,0.08061,0.048418,101.0,147.0,33.0,9.0,fitness,(0.06648355359464583),fitnesses,(73.20304333704325,-0.3329372121759572,339.0117620637851,)
	3121.0,3237.0,3329.0,0.101475,0.244015,94.0,10.0,121.0,10.0,fitness,(0.018487677208406113),fitnesses,(15.49703567632959,0.6042492350405132,305.18508183286076,)
	1535.0,2329.0,4515.0,0.184607,0.041287,141.0,0.0,68.0,11.0,fitness,(0.6020041578773483),fitnesses,(520.4692558395526,11.154130032358099,3000.639828578534,)
	4895.0,3016.0,290.0,0.019498,0.196598,177.0,20.0,168.0,12.0,fitness,(0.04198314545265725),fitnesses,(35.49238081755855,1.1663067357627686,517.2302722528975,)
	793.0,3712.0,425.0,0.097793,0.038649,96.0,12.0,35.0,13.0,fitness,(0.07889445216288336),fitnesses,(73.54274762507403,1.9116744999725006,1376.5040461915667,)
	1363.0,3658.0,4557.0,0.166841,0.182501,110.0,49.0,64.0,14.0,fitness,(0.005762027316713249),fitnesses,(24.400154271014003,0.3785824752172461,2242.3951706473213,)
	2101.0,2428.0,3948.0,0.241897,0.194486,92.0,160.0,152.0,15.0,fitness,(0.01677279083687804),fitnesses,(19.97165509750633,-0.012704035727248764,307.18239033558,)
	1176.0,2592.0,450.0,0.196761,0.205119,121.0,71.0,6.0,16.0,fitness,(0.001634035799496003),fitnesses,(9.419752931580861,0.1748131896874534,953.3849028959391,)
	4572.0,2795.0,856.0,0.167966,0.071167,94.0,86.0,36.0,17.0,fitness,(0.04307120012439103),fitnesses,(39.38290495332081,0.9079717852144843,539.1422681074627,)
	2687.0,991.0,497.0,0.048573,0.052716,16.0,169.0,161.0,18.0,fitness,(0.06076120651790067),fitnesses,(58.205927040308154,0.8981234209537968,642.595473194545,)
	2404.0,1483.0,3189.0,0.138023,0.169178,170.0,55.0,9.0,19.0,fitness,(0.034933459996582504),fitnesses,(55.63091541736867,1.3961290348018445,3465.874576880461,)
	1409.0,4928.0,1743.0,0.003904,0.150645,193.0,24.0,45.0,20.0,fitness,(-0.015057660896271918),fitnesses,(-3.3854428900318347,0.13468969391593966,1301.9114945399479,)
	3336.0,1887.0,3686.0,0.031708,0.12526,137.0,90.0,97.0,21.0,fitness,(0.030930756547028412),fitnesses,(25.104632099116586,0.957340931575289,374.7284867841065,)
	2572.0,3516.0,4344.0,0.191305,0.151803,34.0,79.0,101.0,22.0,fitness,(0.00537290680850843),fitnesses,(11.264144170537062,-0.2225407186536128,366.5830175492505,)
	2850.0,2148.0,4312.0,0.086239,0.139455,15.0,113.0,94.0,23.0,fitness,(0.012970538704906293),fitnesses,(8.363563024689215,0.9166560186370187,455.9584506153106,)
	3606.0,3101.0,2801.0,0.049384,0.213661,85.0,87.0,77.0,24.0,fitness,(0.016776210636174252),fitnesses,(10.92687029869562,0.8015780914603482,216.6440577124851,)
	3952.0,593.0,2526.0,0.12584,0.055052,113.0,169.0,31.0,25.0,fitness,(0.08344390943308168),fitnesses,(88.68201670760706,0.9154999121573959,1439.3106396099333,)
	3688.0,1772.0,3845.0,0.194923,0.231706,142.0,191.0,27.0,26.0,fitness,(0.020582988267028764),fitnesses,(24.56759992604003,0.9260886726999185,1324.5498386010454,)
	1012.0,2005.0,596.0,0.193734,0.013046,61.0,93.0,89.0,27.0,fitness,(0.1481965088297409),fitnesses,(138.82605110168686,1.5222269360068805,585.1811632014785,)
	3206.0,4289.0,4629.0,0.238261,0.186893,156.0,156.0,176.0,28.0,fitness,(0.0017472158070197244),fitnesses,(9.332213487526205,-0.1252771017653952,633.2226662852528,)
	4481.0,3345.0,2732.0,0.138504,0.238019,37.0,53.0,110.0,29.0,fitness,(0.026289313906362355),fitnesses,(17.583486891375102,1.128841624094539,258.25892259581366,)
	2798.0,381.0,4579.0,0.131815,0.132419,68.0,116.0,102.0,30.0,fitness,(0.04174919052536309),fitnesses,(37.1808311096309,1.0707154862329313,613.879544659712,)
	3660.0,1684.0,1488.0,0.031977,0.040059,70.0,67.0,107.0,31.0,fitness,(0.09284694475830364),fitnesses,(86.22383909233876,0.9646730117581165,302.3624451616292,)
