Surrogate,generation,0,mu,100,lambda,25
	3852.0,3866.0,1135.0,0.134686,0.249654,6.0,87.0,59.0,0.0,fitness,(0.013298246439304374),fitnesses,(12.842765634507137,0.43567722080900645,390.1291403292828,)
	3106.0,677.0,1199.0,0.200473,0.112862,62.0,196.0,132.0,1.0,fitness,(0.02823294971708176),fitnesses,(32.367841934019786,0.7658577333854286,1179.346955079231,)
	227.0,2069.0,2510.0,0.019987,0.128383,50.0,79.0,152.0,2.0,fitness,(0.09806618043286817),fitnesses,(87.9591048132987,1.1530163356554668,142.30877369851916,)
	3916.0,2920.0,2822.0,0.222108,0.249784,189.0,146.0,44.0,3.0,fitness,(0.03052937012464104),fitnesses,(25.538057319566647,1.1410795871504749,641.948306643036,)
	4430.0,3560.0,2426.0,0.12337,0.121032,159.0,20.0,109.0,4.0,fitness,(0.04165904616985512),fitnesses,(30.071943103245744,1.6425374365384766,483.82712987753894,)
	3992.0,2894.0,2475.0,0.249816,0.004099,21.0,26.0,198.0,5.0,fitness,(0.04041913568093074),fitnesses,(33.654707526623,1.1126749341131277,436.2321186823543,)
	2874.0,868.0,510.0,0.177392,0.123127,48.0,160.0,76.0,6.0,fitness,(0.019192623475514835),fitnesses,(14.485141907717617,0.9401627209907306,469.4145642110092,)
	1280.0,3072.0,93.0,0.105502,0.235336,30.0,64.0,6.0,7.0,fitness,(0.00900229759515538),fitnesses,(13.662748381873799,-0.14681606966352434,319.22900900831763,)
	3661.0,1226.0,1470.0,0.174266,0.105949,8.0,34.0,106.0,8.0,fitness,(0.03206942451390937),fitnesses,(26.68136144210162,0.861243563823706,322.43725664293123,)
	1578.0,852.0,2353.0,0.064581,0.054762,125.0,12.0,98.0,9.0,fitness,(0.2964969815866496),fitnesses,(285.03996597018323,2.745744562192776,1600.0430005461335,)
	3510.0,3391.0,604.0,0.201918,0.016153,183.0,61.0,112.0,10.0,fitness,(0.05669658817471533),fitnesses,(57.16114440660248,0.6032364219112939,649.6920451000085,)
	4474.0,801.0,4240.0,0.089525,0.13097,100.0,140.0,82.0,11.0,fitness,(0.03416477394980737),fitnesses,(34.18405267109236,1.0333846431519784,1035.3125152804782,)
	1972.0,3688.0,4550.0,0.222717,0.030275,27.0,179.0,124.0,12.0,fitness,(0.03204951625425521),fitnesses,(37.95088098727568,-0.07787385470265486,512.2626185993928,)
	4726.0,3183.0,3762.0,0.083785,0.131244,92.0,27.0,61.0,13.0,fitness,(0.04924388561020204),fitnesses,(40.8767980011595,1.5750906692407651,738.3819083365106,)
	510.0,2733.0,1664.0,0.050562,0.11381,1.0,189.0,177.0,14.0,fitness,(0.025627779591173933),fitnesses,(29.19991644115575,-0.12285147798916489,234.362207009017,)
	106.0,423.0,4544.0,0.135081,0.210685,179.0,96.0,112.0,15.0,fitness,(0.07832140265644011),fitnesses,(73.14899405521604,1.5584203879243574,1041.17952780195,)
	4291.0,3372.0,3539.0,0.102141,0.016156,173.0,2.0,93.0,16.0,fitness,(0.432277026999476),fitnesses,(441.51845107960867,4.321193858872589,5245.336266885857,)
	1800.0,3007.0,4839.0,0.104241,0.006683,90.0,105.0,180.0,17.0,fitness,(0.2051037197155317),fitnesses,(207.1873235601421,0.5178023049198213,726.1626893808598,)
	2497.0,2425.0,2103.0,0.215401,0.080982,66.0,76.0,196.0,18.0,fitness,(0.035105605854614155),fitnesses,(29.427378262892898,0.6328675826858784,65.04482351375229,)
	1029.0,1289.0,3095.0,0.110196,0.168178,128.0,11.0,103.0,19.0,fitness,(0.11958636600427922),fitnesses,(118.70233972467561,2.5867537549642408,2498.3511270038807,)
	3400.0,2646.0,4191.0,0.206509,0.164076,36.0,190.0,24.0,20.0,fitness,(0.022505203953088103),fitnesses,(18.39486524213399,1.097310714101497,686.2768430060859,)
	1856.0,4114.0,2557.0,0.148837,0.220747,82.0,121.0,31.0,21.0,fitness,(0.015112034624733673),fitnesses,(18.66728399348412,-0.11794391722917172,237.58101964587317,)
	785.0,3084.0,3609.0,0.132018,0.073485,106.0,12.0,123.0,22.0,fitness,(0.2979812103127585),fitnesses,(280.3627395585505,3.371686146156886,1609.8390707360884,)
	1518.0,3298.0,2875.0,0.192466,0.206357,164.0,102.0,42.0,23.0,fitness,(0.012671751758298745),fitnesses,(13.367566015779106,0.10126740447122956,170.84883021926564,)
	3985.0,4455.0,1353.0,0.086477,0.162093,158.0,46.0,156.0,24.0,fitness,(0.018850224004442303),fitnesses,(23.931716139180484,-0.21707974819957424,291.06946527424384,)
	4633.0,4125.0,3667.0,0.194694,0.22699,27.0,134.0,100.0,25.0,fitness,(0.026044361529233055),fitnesses,(24.93972219662578,1.0809381542400927,970.4742209793651,)
	4491.0,1795.0,1100.0,0.196795,0.008111,53.0,177.0,92.0,26.0,fitness,(0.05093343809184977),fitnesses,(56.08978045202061,0.9567198426914818,1472.3540787085658,)
	4653.0,3087.0,3646.0,0.154455,0.21745,119.0,25.0,41.0,27.0,fitness,(0.0016250964064538562),fitnesses,(19.642343728757453,1.5003489843797913,3302.0737166101508,)
	4293.0,4994.0,4573.0,0.244303,0.203659,101.0,34.0,64.0,28.0,fitness,(0.012540384527081675),fitnesses,(22.991185242008385,-0.010908191264712042,1034.1718802279588,)
	2549.0,4836.0,4253.0,0.0379,0.145601,54.0,132.0,113.0,29.0,fitness,(0.002670966574138339),fitnesses,(7.188775617407801,-0.1623077537774173,289.47315054952884,)
	1728.0,4583.0,3092.0,0.130083,0.075321,153.0,129.0,4.0,30.0,fitness,(-0.027541538612476796),fitnesses,(5.071851960130633,0.06615736823149214,3327.4964254922347,)
	2345.0,4060.0,4032.0,0.057764,0.130328,85.0,192.0,174.0,31.0,fitness,(0.0038540778872600363),fitnesses,(11.568912778247126,-0.0965281075417221,674.9553815569869,)
	2981.0,4787.0,2591.0,0.111291,0.236583,155.0,112.0,8.0,32.0,fitness,(0.01675836414097924),fitnesses,(17.52219331224626,-0.16142885895824782,-85.04594183154612,)
	4452.0,2943.0,3350.0,0.191423,0.006659,8.0,78.0,27.0,33.0,fitness,(0.07275213111232122),fitnesses,(65.65573574069364,1.0087009189364329,299.0613817736738,)
	96.0,3966.0,4141.0,0.074688,0.212088,141.0,168.0,96.0,34.0,fitness,(0.014580576648009337),fitnesses,(16.887965609863073,-0.08373538378118793,147.00351240418593,)
	1806.0,4541.0,2866.0,0.092482,0.095487,56.0,61.0,186.0,35.0,fitness,(0.03561292806491795),fitnesses,(39.36113889519385,-0.10893407601267296,265.88700701491723,)
	2809.0,1374.0,4920.0,0.014285,0.144254,61.0,196.0,172.0,36.0,fitness,(0.04222070067442617),fitnesses,(36.49665189147504,1.054800683596792,482.3958053016791,)
	318.0,1480.0,768.0,0.143222,0.231015,44.0,151.0,155.0,37.0,fitness,(0.028995212292340006),fitnesses,(31.744902919616493,-0.16789862349973284,107.0704392279161,)
	921.0,2870.0,1947.0,0.228258,0.148378,76.0,171.0,31.0,38.0,fitness,(0.025847459146055587),fitnesses,(31.44705391315996,-0.2499775256633977,309.9819510470396,)
	640.0,2701.0,930.0,0.219672,0.057178,76.0,167.0,178.0,39.0,fitness,(0.060994650063987854),fitnesses,(64.1132374443693,-0.0005107763644076474,311.3479616737371,)
	1611.0,4542.0,505.0,0.119958,0.195893,89.0,137.0,55.0,40.0,fitness,(0.014876336618727285),fitnesses,(17.780968188380555,-0.07875391052899981,211.70924643632713,)
	1395.0,3264.0,369.0,0.218381,0.222925,180.0,68.0,101.0,41.0,fitness,(0.002912788026166813),fitnesses,(5.865810497915101,-0.09394304086490433,201.35920630992442,)
	2638.0,3842.0,1718.0,0.020283,0.055703,166.0,81.0,179.0,42.0,fitness,(0.03903303538838658),fitnesses,(45.99366681887575,-0.3276167472434834,368.4463958054343,)
	3829.0,743.0,278.0,0.204124,0.119024,182.0,43.0,20.0,43.0,fitness,(0.07602506951248152),fitnesses,(63.583450496750956,1.0459597202163218,-198.20218135673431,)
	323.0,3001.0,3087.0,0.222116,0.056711,50.0,174.0,133.0,44.0,fitness,(0.08668685917365201),fitnesses,(82.78745978275246,0.6846372934308803,294.6973543409249,)
	756.0,4990.0,3347.0,0.188367,0.085245,5.0,31.0,37.0,45.0,fitness,(0.07231374413454959),fitnesses,(58.055966987761956,2.4074362466934747,981.658532014711,)
	155.0,136.0,1691.0,0.081292,0.169761,171.0,100.0,46.0,46.0,fitness,(0.14488551923583348),fitnesses,(137.71981241319898,2.6136925951992533,1897.1219129358035,)
	2232.0,3395.0,1734.0,0.137649,0.239519,145.0,48.0,14.0,47.0,fitness,(-0.005190262343992091),fitnesses,(14.558135711142883,0.0017669365366966353,1976.6067420501938,)
	3813.0,975.0,3016.0,0.148864,0.11284,83.0,199.0,79.0,48.0,fitness,(0.03088848977439822),fitnesses,(36.6888059609134,0.811849336955554,1391.8809556070717,)
	1113.0,2763.0,2470.0,0.222542,0.063254,109.0,121.0,61.0,49.0,fitness,(0.079703755131468),fitnesses,(79.6254165233495,0.18391409191510116,176.08023110325053,)
	1656.0,2798.0,4147.0,0.028763,0.147347,67.0,186.0,192.0,50.0,fitness,(0.02356354101572259),fitnesses,(29.84710838841886,-0.09368001777499595,534.6767194946312,)
	1279.0,3439.0,2079.0,0.115565,0.08657,69.0,20.0,147.0,51.0,fitness,(0.10021399764766706),fitnesses,(85.38019514774123,1.736560843396068,253.18059340348492,)
	3068.0,2715.0,1556.0,0.200838,0.118397,171.0,134.0,186.0,52.0,fitness,(0.026935612972737544),fitnesses,(22.134907386960364,0.777607379021612,297.53682044389404,)
	2312.0,3784.0,1818.0,0.093669,0.09382,150.0,65.0,34.0,53.0,fitness,(0.022252280219721397),fitnesses,(25.66037422514043,0.019116903439529043,359.9263039814324,)
	4823.0,207.0,4872.0,0.145996,0.124675,86.0,138.0,45.0,54.0,fitness,(0.024527557371799867),fitnesses,(36.02775380846971,1.0690033315009535,2219.0229751679376,)
	2969.0,399.0,1931.0,0.076486,0.239351,13.0,77.0,42.0,55.0,fitness,(0.015506986497226281),fitnesses,(11.772609359214387,0.8215905208214868,448.1528070202974,)
	3141.0,282.0,4976.0,0.158532,0.102909,53.0,153.0,159.0,56.0,fitness,(0.05290354590554332),fitnesses,(56.157587937067966,0.9888449535657049,1314.2491567181694,)
	2492.0,2790.0,2679.0,0.020156,0.127258,128.0,174.0,44.0,57.0,fitness,(0.03222460527827967),fitnesses,(36.30535026882784,-0.1260872594629056,281.9872395919113,)
	1774.0,3145.0,583.0,0.126388,0.029706,56.0,142.0,154.0,58.0,fitness,(0.038282773020841716),fitnesses,(44.22207247172947,-0.1990648029946432,394.8651420941321,)
	1779.0,3153.0,3013.0,0.195124,0.047972,162.0,28.0,199.0,59.0,fitness,(0.11356165555986854),fitnesses,(102.07939930986282,2.1215728634328155,973.3472384322442,)
	4861.0,4.0,1902.0,0.155475,0.112018,91.0,63.0,8.0,60.0,fitness,(0.06086003919088548),fitnesses,(64.9333411091007,1.1173113076230072,1524.641499444529,)
	1123.0,727.0,659.0,0.236149,0.009959,191.0,97.0,157.0,61.0,fitness,(0.08184865048682502),fitnesses,(85.00266023703793,0.9696838440292261,1285.084819050517,)
	4746.0,207.0,3245.0,0.01356,0.158603,74.0,39.0,55.0,62.0,fitness,(0.06903845633581364),fitnesses,(62.58197659665146,1.3224013906828054,676.7534167665868,)
	378.0,2947.0,1836.0,0.081143,0.196416,114.0,82.0,84.0,63.0,fitness,(0.043227660477764954),fitnesses,(43.770558268882155,0.018880505982759248,73.1702850944798,)
	4249.0,4025.0,1000.0,0.181744,0.223633,97.0,126.0,48.0,64.0,fitness,(0.02055050584411445),fitnesses,(20.24065812231531,0.8311701680842916,800.1853959043776,)
	1913.0,1258.0,4547.0,0.233158,0.045488,104.0,48.0,23.0,65.0,fitness,(0.16853710545354375),fitnesses,(172.51134165995703,1.687597615828364,2085.0212364696927,)
	3292.0,4816.0,829.0,0.15721,0.092917,47.0,165.0,68.0,66.0,fitness,(0.007125318621282044),fitnesses,(13.703237180198801,-0.016146520425478608,641.6453354661971,)
	3673.0,4746.0,4502.0,0.01855,0.13876,160.0,179.0,32.0,67.0,fitness,(0.03053787790799972),fitnesses,(28.566224358996948,-0.10080983045438698,-297.9751853546639,)
