Surrogate,generation,0,mu,100,lambda,25
	1677.0,3094.0,2021.0,0.121554,0.162646,193.0,1.0,22.0,0.0,fitness,(-0.07115303954740546),fitnesses,(54.339374929215694,1.674426532039992,14223.667979702106,)
	975.0,1856.0,3465.0,0.074591,0.115425,9.0,66.0,49.0,1.0,fitness,(0.11495916204485598),fitnesses,(107.13141781331029,1.0896052316666673,306.8308085120986,)
	4570.0,226.0,643.0,0.023124,0.060977,36.0,12.0,1.0,2.0,fitness,(0.08344189363803724),fitnesses,(118.4354565671388,1.9958641249637463,5495.220417873901,)
	4329.0,4782.0,1891.0,0.188182,0.204841,64.0,181.0,48.0,3.0,fitness,(0.010657553423046829),fitnesses,(21.30361825253965,-0.05818111560330668,1006.4253673459752,)
	3791.0,207.0,4245.0,0.102161,0.225079,131.0,178.0,91.0,4.0,fitness,(0.027748353294925365),fitnesses,(34.45681405525832,0.926036977491405,1596.8830535247002,)
	3056.0,426.0,333.0,0.030762,0.121507,186.0,55.0,196.0,5.0,fitness,(0.07836913029292493),fitnesses,(69.162888973221,1.1166916753494156,196.06754337902316,)
	3786.0,3447.0,1256.0,0.087705,0.02513,146.0,115.0,61.0,6.0,fitness,(0.04374901404972592),fitnesses,(41.9582042280049,0.8493372591830757,670.2562770109738,)
	4800.0,3290.0,3520.0,0.229731,0.195711,52.0,114.0,177.0,7.0,fitness,(0.01908708577451311),fitnesses,(18.159475053130578,0.7805219819465324,687.7609098082789,)
	3887.0,1115.0,975.0,0.014185,0.123549,60.0,127.0,186.0,8.0,fitness,(0.041571654406930114),fitnesses,(38.689033534575245,0.7776055483418054,489.3434611063181,)
	2451.0,2650.0,4650.0,0.097417,0.24061,71.0,156.0,172.0,9.0,fitness,(0.003089587399800215),fitnesses,(10.414242770869288,-0.08287877200553793,649.5867651013695,)
	168.0,2736.0,1506.0,0.215116,0.020549,197.0,73.0,161.0,10.0,fitness,(0.20974414887714335),fitnesses,(197.44039311866896,2.007634407401571,777.2588315541317,)
	3442.0,3265.0,4423.0,0.203775,0.101276,116.0,101.0,148.0,11.0,fitness,(0.02490385719395561),fitnesses,(21.149525096810443,0.843506687771412,468.07347805689534,)
	3304.0,1606.0,267.0,0.068006,0.033204,141.0,39.0,104.0,12.0,fitness,(0.14041465556774294),fitnesses,(124.70786292243974,1.664978549367709,94.29928483739145,)
	49.0,4215.0,1489.0,0.003954,0.127436,45.0,142.0,123.0,13.0,fitness,(0.04375258541632064),fitnesses,(44.87661716214075,0.03858180318117159,150.9849777631821,)
	2359.0,4890.0,413.0,0.192775,0.185516,160.0,27.0,84.0,14.0,fitness,(-0.0007952785179659725),fitnesses,(0.36129062828699565,-0.028186067573063203,87.47084705223361,)
	4021.0,2833.0,4074.0,0.13994,0.093284,150.0,103.0,153.0,15.0,fitness,(0.0203167126808151),fitnesses,(15.762198946193937,0.943426375657127,487.97500219501086,)
	1311.0,2774.0,1269.0,0.084903,0.191685,4.0,53.0,156.0,16.0,fitness,(0.028847593401021873),fitnesses,(32.31243821951809,-0.1359446578490333,210.53982400058837,)
	2139.0,3651.0,2381.0,0.059422,0.197216,109.0,51.0,136.0,17.0,fitness,(0.02891990481577265),fitnesses,(33.09972310400967,-0.15659646922133025,261.3853596023718,)
	440.0,2920.0,2773.0,0.067448,0.112501,64.0,198.0,2.0,18.0,fitness,(0.047331992568552445),fitnesses,(68.71527178595719,0.14609789601102785,2284.4258177515026,)
	4925.0,2457.0,2040.0,0.068652,0.227362,90.0,182.0,134.0,19.0,fitness,(0.016903705792368776),fitnesses,(16.601277398542308,0.8343226292769537,804.0797898943067,)
	190.0,3705.0,4976.0,0.03158,0.039106,83.0,23.0,112.0,20.0,fitness,(0.26051760887379866),fitnesses,(265.8901039480724,1.9042284410920995,2441.4779485194695,)
	25.0,2420.0,4040.0,0.207874,0.082727,111.0,3.0,106.0,21.0,fitness,(0.35315724150121447),fitnesses,(306.65467654176706,5.8503504745398835,1200.093978595145,)
	2999.0,2397.0,4858.0,0.062115,0.042977,114.0,144.0,20.0,22.0,fitness,(0.07137958535408923),fitnesses,(68.85332960301938,1.1312576223197435,878.6320472127594,)
	2347.0,1870.0,2157.0,0.243481,0.237629,139.0,25.0,107.0,23.0,fitness,(0.026370796243629268),fitnesses,(12.823598906391817,1.62521735365301,270.49761992926506,)
	1262.0,647.0,3793.0,0.123404,0.239368,185.0,176.0,138.0,24.0,fitness,(0.031756708393970476),fitnesses,(30.392858330032908,0.9165765440062033,780.1915376124463,)
	2783.0,971.0,4419.0,0.216188,0.154272,123.0,192.0,94.0,25.0,fitness,(0.028400675405157654),fitnesses,(39.28461889572307,0.7327844524732685,1821.1788015298105,)
	1999.0,3135.0,1563.0,0.007903,0.064272,113.0,108.0,128.0,26.0,fitness,(0.05570819576197183),fitnesses,(61.077814672372924,-0.30502979382179,231.93209721831943,)
	428.0,2121.0,2300.0,0.103415,0.236366,90.0,143.0,102.0,27.0,fitness,(0.036651587902095425),fitnesses,(36.339856517009466,0.37130805282376733,340.13491431517156,)
	994.0,3737.0,1360.0,0.089387,0.067506,93.0,83.0,40.0,28.0,fitness,(0.09487287775678711),fitnesses,(92.262719414001,0.3623175903249375,101.30175604632568,)
	3409.0,2511.0,1627.0,0.006951,0.132824,60.0,150.0,191.0,29.0,fitness,(0.031904389941159454),fitnesses,(29.228629385462426,0.8276746421292096,560.0985865595069,)
	2690.0,3615.0,4629.0,0.090902,0.01304,179.0,150.0,10.0,30.0,fitness,(0.11124839841324186),fitnesses,(151.38854661590037,0.10564066350524495,4119.6554837710955,)
	460.0,2949.0,2349.0,0.207142,0.229666,94.0,122.0,193.0,31.0,fitness,(0.03228843826517849),fitnesses,(33.08489870080702,0.059314972321993994,138.96101588484643,)
	2840.0,725.0,3111.0,0.13127,0.003961,70.0,69.0,195.0,32.0,fitness,(0.12318583967545854),fitnesses,(116.74880634084455,1.1046722249567542,460.9688914953555,)
	3047.0,1922.0,1971.0,0.118455,0.023486,181.0,64.0,124.0,33.0,fitness,(0.24947079629718535),fitnesses,(233.79087782450495,2.0497423374492802,481.7504901812399,)
	310.0,2626.0,94.0,0.202615,0.24284,132.0,168.0,185.0,34.0,fitness,(0.018635417566587886),fitnesses,(20.910277384206893,-0.06957585794279618,157.9101238191047,)
	3130.0,4445.0,3295.0,0.168316,0.095407,168.0,29.0,133.0,35.0,fitness,(0.032138105894933565),fitnesses,(30.868984580829064,0.778668985954633,651.756854544183,)
	1066.0,1323.0,2986.0,0.104165,0.216398,39.0,97.0,177.0,36.0,fitness,(0.02188405247200229),fitnesses,(23.061605818930104,0.1371032735179793,254.85860821076085,)
	3387.0,963.0,2412.0,0.028589,0.035442,29.0,19.0,53.0,37.0,fitness,(0.17423015151277016),fitnesses,(157.69580204930332,2.2178327014691313,564.3977551224489,)
	3802.0,95.0,3268.0,0.245827,0.038928,99.0,65.0,157.0,38.0,fitness,(0.02476349157965893),fitnesses,(38.77919836724597,0.8937543300251666,2295.32500878387,)
	284.0,3942.0,329.0,0.142822,0.1509,14.0,164.0,150.0,39.0,fitness,(0.02213004160065591),fitnesses,(25.034894772762193,-0.10711725957985858,183.3680576307696,)
	3360.0,643.0,2392.0,0.062535,0.095839,165.0,167.0,199.0,40.0,fitness,(0.043205835521080135),fitnesses,(41.69990191565804,0.8370094386357978,686.4160780935882,)
	4543.0,3633.0,2905.0,0.129258,0.016952,22.0,72.0,83.0,41.0,fitness,(0.03243560297076107),fitnesses,(29.022751786844438,1.0587969481058785,717.511829714216,)
	814.0,1621.0,253.0,0.204291,0.178156,91.0,104.0,155.0,42.0,fitness,(0.027971649272492325),fitnesses,(29.062960009858553,-0.05459754719523425,54.53352654138879,)
	2022.0,2497.0,2031.0,0.201284,0.185221,70.0,0.0,92.0,43.0,fitness,(0.02404429912479654),fitnesses,(18.365295528717603,1.5428207627908341,974.9204031829405,)
	2624.0,477.0,4015.0,0.06494,0.152443,141.0,49.0,160.0,44.0,fitness,(0.07077202088432388),fitnesses,(69.88160331934,1.2360185941011423,1146.9768376027532,)
	2107.0,3556.0,390.0,0.239623,0.169615,40.0,105.0,53.0,45.0,fitness,(-0.00298083615088558),fitnesses,(3.160809865793716,-0.06523874826893729,548.9258533989922,)
	3858.0,767.0,1832.0,0.140673,0.180154,38.0,139.0,124.0,46.0,fitness,(0.019893886776471602),fitnesses,(16.521310369323594,0.887797007214444,550.5393664996432,)
