Surrogate,generation,0,mu,100,lambda,25
	717.0,3843.0,2.0,0.180999,0.244234,171.0,124.0,175.0,0.0,fitness,(0.007216830988580376),fitnesses,(10.806088250842416,-0.1383841291747912,220.54159705141282,)
	3527.0,818.0,355.0,0.141893,0.215993,67.0,76.0,3.0,1.0,fitness,(0.023736760148241845),fitnesses,(20.94739487366796,0.911371864832488,632.4353373750998,)
	2023.0,3883.0,3337.0,0.01928,0.052656,123.0,0.0,184.0,2.0,fitness,(0.08728276946393636),fitnesses,(81.85280761523309,1.4744705832909015,931.474398420574,)
	2820.0,4218.0,3855.0,0.032589,0.148605,53.0,191.0,189.0,3.0,fitness,(0.005277820129934465),fitnesses,(13.421607490818838,-0.0591614683980392,755.217267690398,)
	1435.0,4758.0,4912.0,0.061248,0.080974,104.0,96.0,19.0,4.0,fitness,(-0.00902773731216766),fitnesses,(34.38518424436446,0.15870334778107187,4499.995503434283,)
	1776.0,2756.0,2314.0,0.076413,0.184403,106.0,56.0,69.0,5.0,fitness,(0.033669070436469786),fitnesses,(33.10321896037006,0.1436795702006186,87.09442259064566,)
	3741.0,2641.0,2169.0,0.066628,0.072863,32.0,131.0,79.0,6.0,fitness,(0.03269328990143338),fitnesses,(29.194880413943984,0.8961641932525275,546.323244503588,)
	1968.0,108.0,164.0,0.042163,0.218491,89.0,3.0,15.0,7.0,fitness,(0.019702061191992033),fitnesses,(58.41910276411069,2.181030585807343,6052.7347430192085,)
	1267.0,4311.0,4998.0,0.182612,0.126129,152.0,125.0,195.0,8.0,fitness,(0.02676751430469406),fitnesses,(32.13912890728789,0.1336887874987529,670.8502477581359,)
	4237.0,586.0,936.0,0.094876,0.036157,188.0,25.0,4.0,9.0,fitness,(0.3286646762205669),fitnesses,(365.402627601673,2.1875051078302024,5861.300245940809,)
	2180.0,4934.0,131.0,0.025154,0.122905,167.0,159.0,62.0,10.0,fitness,(2.933878354282704e-05),fitnesses,(3.2712444608469027,-0.1608572939694552,163.33327376095235,)
	4313.0,398.0,754.0,0.163408,0.106951,151.0,56.0,37.0,11.0,fitness,(0.071231838390327),fitnesses,(62.078441223930184,1.0880475150687687,172.70779842908846,)
	4811.0,3749.0,4292.0,0.070846,0.006916,148.0,24.0,131.0,12.0,fitness,(0.27018895032577395),fitnesses,(266.4461427710618,1.496657135284184,1122.3763798129698,)
	4442.0,3435.0,2470.0,0.24724,0.09873,175.0,18.0,47.0,13.0,fitness,(0.06662122830892292),fitnesses,(37.37965787786757,5.2808001425500475,2356.6430994445127,)
	488.0,4157.0,997.0,0.149481,0.11967,50.0,49.0,162.0,14.0,fitness,(0.044304873666773284),fitnesses,(41.47377812307421,0.38747347878888394,104.3639244189774,)
	3244.0,946.0,4912.0,0.203232,0.170469,70.0,82.0,184.0,15.0,fitness,(0.036517731540023475),fitnesses,(33.104393552688606,0.894573042712787,553.2392439792999,)
	4423.0,2112.0,4571.0,0.106149,0.177444,183.0,189.0,58.0,16.0,fitness,(0.02144389632897728),fitnesses,(24.470077413615883,0.9366873363333937,1239.3054447972543,)
	2709.0,2567.0,4509.0,0.067597,0.132924,199.0,11.0,65.0,17.0,fitness,(-0.0028708004877016774),fitnesses,(81.5182666587568,1.9703129890603392,10409.219703706187,)
	4152.0,4813.0,4909.0,0.026934,0.190742,193.0,69.0,175.0,18.0,fitness,(0.0023564186399287644),fitnesses,(7.15322410988759,-0.24709302766436386,232.58751933151873,)
	4905.0,3678.0,3870.0,0.116638,0.135632,9.0,13.0,73.0,19.0,fitness,(0.019244354788640384),fitnesses,(10.66109536955531,1.2896742081476824,431.34826623917485,)
	1364.0,321.0,3942.0,0.075908,0.038529,29.0,49.0,50.0,20.0,fitness,(0.4896464277981933),fitnesses,(468.12172183122374,2.5575289590149937,405.05836231804165,)
	4276.0,3162.0,4897.0,0.040618,0.131974,186.0,80.0,88.0,21.0,fitness,(0.028237317924335717),fitnesses,(18.545782261043527,1.1547561596665115,185.6025933372926,)
	1392.0,2348.0,253.0,0.010119,0.184427,19.0,109.0,71.0,22.0,fitness,(0.0269964372068246),fitnesses,(30.767829472510428,-0.27192091995332335,105.21830661525948,)
	1748.0,3087.0,2681.0,0.218951,0.142096,98.0,4.0,182.0,23.0,fitness,(0.0563018016953744),fitnesses,(44.68091719786335,1.540311461907671,378.2230121565659,)
