Surrogate,generation,0,mu,100,lambda,25
	3320.0,4926.0,4802.0,0.161211,0.214445,150.0,27.0,14.0,0.0,fitness,(-0.09907524848401535),fitnesses,(22.289214897180727,0.17529577783756467,12311.742115957171,)
	4808.0,97.0,3508.0,0.182737,0.141902,0.0,90.0,190.0,1.0,fitness,(0.053927508186033195),fitnesses,(54.56460190864958,0.7784246917198815,842.1340639815193,)
	2282.0,2302.0,2909.0,0.036804,0.216119,121.0,27.0,7.0,2.0,fitness,(-0.06676369818988817),fitnesses,(46.69696636193868,0.5617015830076314,11907.768038190316,)
	1717.0,938.0,4229.0,0.113301,0.215472,78.0,189.0,161.0,3.0,fitness,(0.037990428040845375),fitnesses,(32.67681027500781,1.0705470327248914,539.1852561411351,)
	3946.0,3258.0,4021.0,0.236111,0.127857,177.0,42.0,125.0,4.0,fitness,(0.026561117893536365),fitnesses,(16.491776724891526,1.2420299866757794,235.0958698112953,)
	3370.0,4300.0,4692.0,0.175991,0.072972,121.0,100.0,136.0,5.0,fitness,(0.009101037591581134),fitnesses,(16.51555282449717,-0.11118115803271716,630.2703652588865,)
	2815.0,3378.0,1664.0,0.146585,0.206254,85.0,117.0,154.0,6.0,fitness,(0.0022593833713755885),fitnesses,(8.300896681204039,-0.1148599125255476,489.2914184572974,)
	237.0,2373.0,2228.0,0.127987,0.153394,113.0,114.0,72.0,7.0,fitness,(0.07836886477755328),fitnesses,(70.7481914990557,1.3040853397963192,542.0180119465604,)
	3127.0,1773.0,1214.0,0.166746,0.155924,99.0,157.0,26.0,8.0,fitness,(0.02797617530591312),fitnesses,(22.785762693660004,0.9275813740854298,408.5401128601189,)
	950.0,1393.0,2661.0,0.176715,0.037726,155.0,3.0,133.0,9.0,fitness,(0.2532323027642712),fitnesses,(228.10305273815584,3.3780452302581283,865.1202276465891,)
	1623.0,4553.0,4295.0,0.07123,0.065301,17.0,136.0,108.0,10.0,fitness,(0.0034506438159090415),fitnesses,(10.209538011877202,-0.15238622932637336,523.5031902704426,)
	3314.0,1362.0,1749.0,0.180937,0.174005,162.0,106.0,96.0,11.0,fitness,(0.02456166915565202),fitnesses,(18.050310822067082,0.979443154444479,328.3073210859855,)
