100,surrogate_ga_cont_fitness_total_time,0:57:03.852119,start,2019-03-29 15:50:02.730404,finish,2019-03-29 16:47:06.582523
100,surrogate_ga_discrete_fitness_total_time,0:58:02.354607,start,2019-03-29 16:47:06.583242,finish,2019-03-29 17:45:08.937849
