Surrogate,generation,0,mu,100,lambda,25
	2305.0,3780.0,2419.0,0.108881,0.245393,81.0,55.0,175.0,0.0,fitness,(0.009901903095532806),fitnesses,(15.084726376061342,-0.25808069814093193,260.20162991192154,)
	3277.0,3117.0,2450.0,0.143852,0.235985,137.0,21.0,36.0,1.0,fitness,(-0.010527138362255665),fitnesses,(16.138635442580895,0.3310573538263667,2997.6347343100224,)
	759.0,2168.0,1975.0,0.165835,0.227038,0.0,183.0,17.0,2.0,fitness,(0.0213197211228119),fitnesses,(24.711257488072345,-0.05166245131475772,287.4911852112869,)
	2998.0,1857.0,3614.0,0.025619,0.148126,6.0,88.0,6.0,3.0,fitness,(0.004534685796291352),fitnesses,(4.620196035343368,0.7170219382009562,725.5729621061575,)
	1845.0,4054.0,1568.0,0.172781,0.178453,151.0,90.0,23.0,4.0,fitness,(-0.008509403381151501),fitnesses,(-6.778392589509257,-0.3272973104649056,-154.1962313006813,)
	2827.0,1446.0,2808.0,0.225084,0.09146,95.0,183.0,123.0,5.0,fitness,(0.02944878304661211),fitnesses,(31.495575468688738,0.8604160064032527,1065.0952486109159,)
	241.0,4362.0,3206.0,0.037764,0.163198,197.0,5.0,167.0,6.0,fitness,(0.003664389515216436),fitnesses,(14.27427524319216,0.651636457807257,1712.6250306048291,)
	3377.0,558.0,1941.0,0.035892,0.001055,57.0,177.0,125.0,7.0,fitness,(0.2916805533921498),fitnesses,(290.9016923161887,1.0070740897918091,929.1879821956994,)
	4627.0,2405.0,947.0,0.119631,0.249443,170.0,103.0,21.0,8.0,fitness,(0.015377252876660722),fitnesses,(9.83630371959886,0.8756809982887427,321.58608258255634,)
	1297.0,2805.0,1545.0,0.162495,0.052232,74.0,64.0,55.0,9.0,fitness,(0.21278047256962035),fitnesses,(192.67248701910415,2.05453703172759,43.7384766759713,)
	4441.0,1828.0,2288.0,0.197081,0.16424,129.0,196.0,20.0,10.0,fitness,(0.009503484266330629),fitnesses,(14.796736177502735,0.8328724593191025,1362.1976504363129,)
	4181.0,4563.0,3248.0,0.23924,0.232939,160.0,175.0,45.0,11.0,fitness,(0.005256985965690176),fitnesses,(14.448798023491957,-0.1446704386577681,774.5107671224099,)
	4784.0,3874.0,1206.0,0.240246,0.172192,114.0,160.0,90.0,12.0,fitness,(0.01482748411832437),fitnesses,(15.268911639220812,0.7261273184821905,770.2700705718348,)
	2661.0,2160.0,4509.0,0.108178,0.027137,158.0,97.0,67.0,13.0,fitness,(0.10517112028551305),fitnesses,(101.153402894724,0.8259675042962834,424.19576521737747,)
	1303.0,1979.0,844.0,0.184728,0.12358,62.0,97.0,137.0,14.0,fitness,(0.04087975663800903),fitnesses,(41.190249620155484,0.09895399500160705,130.0032932162528,)
	3690.0,358.0,3919.0,0.054566,0.096875,48.0,2.0,43.0,15.0,fitness,(0.2694505342571547),fitnesses,(287.77384551933767,2.121615910600673,3953.947036818964,)
	4498.0,3576.0,2889.0,0.171316,0.019782,116.0,181.0,167.0,16.0,fitness,(0.051557890183234714),fitnesses,(54.585795806714586,0.8093453917896228,1112.1359541376105,)
	745.0,4344.0,2986.0,0.237667,0.018819,125.0,170.0,117.0,17.0,fitness,(0.10290951455789549),fitnesses,(100.356039603835,0.7453922538857085,490.04475847966046,)
	1043.0,1840.0,4558.0,0.017005,0.02234,65.0,70.0,129.0,18.0,fitness,(0.5270732604399929),fitnesses,(518.4022786638312,1.5852920688236036,718.19389120744,)
	2922.0,1392.0,3846.0,0.06449,0.20699,79.0,155.0,1.0,19.0,fitness,(0.016475733170733357),fitnesses,(16.42877074067923,0.9643976257269522,959.7013827215396,)
	2455.0,4881.0,232.0,0.057073,0.100947,91.0,158.0,100.0,20.0,fitness,(0.00668775475485632),fitnesses,(15.859716622016041,-0.4972348063497294,419.96138036624274,)
	2004.0,2401.0,2575.0,0.158384,0.248877,56.0,131.0,55.0,21.0,fitness,(0.008204530425446957),fitnesses,(9.390747127584671,0.23010399144920407,348.7256616629754,)
	3862.0,1874.0,3876.0,0.126325,0.029288,152.0,2.0,114.0,22.0,fitness,(0.27518571192001706),fitnesses,(260.99085767691656,3.1656371897021076,1746.1517653920537,)
	3850.0,3573.0,1135.0,0.248244,0.080661,109.0,102.0,161.0,23.0,fitness,(0.020181163632015973),fitnesses,(20.631036898232868,0.4676838896944535,512.6712163161429,)
	4401.0,1179.0,1928.0,0.127191,0.161624,124.0,174.0,103.0,24.0,fitness,(0.016040533691066082),fitnesses,(18.06725678001804,0.7605561826738245,963.2284915690207,)
	2014.0,3013.0,2587.0,0.098033,0.200989,90.0,96.0,31.0,25.0,fitness,(0.01056739641083587),fitnesses,(10.319535254047178,-0.07709681204159477,-101.882927720464,)
	3256.0,1797.0,1110.0,0.17379,0.143947,114.0,199.0,183.0,26.0,fitness,(0.017205384587893686),fitnesses,(19.09806571529543,0.6665401357690861,855.8082485092606,)
	4575.0,4810.0,460.0,0.065375,0.175008,64.0,26.0,77.0,27.0,fitness,(0.009946838200628312),fitnesses,(12.29848886389963,-0.0546472597880194,180.51780653911243,)
	1582.0,2700.0,1000.0,0.119043,0.236248,154.0,42.0,153.0,28.0,fitness,(0.022036583032255745),fitnesses,(25.618139781527923,-0.14202860166903755,216.12707325818047,)
	4617.0,1200.0,2689.0,0.016976,0.18958,136.0,48.0,160.0,29.0,fitness,(0.036054778303984486),fitnesses,(28.001501809059114,1.1617625064798585,356.4348569873213,)
	4897.0,2010.0,1363.0,0.033241,0.001594,69.0,157.0,121.0,30.0,fitness,(0.10789824735992906),fitnesses,(106.67104528747117,0.9314500502802119,808.7298430344246,)
	3837.0,318.0,3567.0,0.008358,0.010583,22.0,93.0,90.0,31.0,fitness,(0.3741632706721905),fitnesses,(370.89351587930383,0.9884588032616185,661.4833239729498,)
	2723.0,364.0,1598.0,0.206545,0.154982,111.0,87.0,167.0,32.0,fitness,(0.03107968598273391),fitnesses,(26.52628035334408,1.0076970899528317,552.356527013849,)
	3342.0,3623.0,2706.0,0.17389,0.023971,148.0,107.0,12.0,33.0,fitness,(0.051294422194312635),fitnesses,(61.625323925218765,0.08082659479219553,1113.916767882809,)
	4005.0,3107.0,2851.0,0.071273,0.22809,42.0,92.0,89.0,34.0,fitness,(0.01785675685590891),fitnesses,(12.564206165078394,0.8604694368181927,331.21436773514114,)
	1618.0,3560.0,4881.0,0.167926,0.004742,56.0,82.0,131.0,35.0,fitness,(0.21346978868616484),fitnesses,(209.05118067699786,0.8612217145391804,419.3609136224821,)
	2496.0,3289.0,4148.0,0.017133,0.12813,130.0,124.0,101.0,36.0,fitness,(0.013340940746231824),fitnesses,(17.457015550435116,-0.27382646408467437,137.78101633565484,)
	1870.0,3401.0,4655.0,0.034046,0.157175,94.0,10.0,116.0,37.0,fitness,(0.028904259053979545),fitnesses,(39.50811733312226,0.9539887401977488,2014.3745681120204,)
	3156.0,3278.0,863.0,0.094878,0.098154,180.0,50.0,79.0,38.0,fitness,(0.02070002892296093),fitnesses,(17.285546502779304,0.29087385025047185,-50.574391767690706,)
	1062.0,4875.0,2323.0,0.053775,0.221918,172.0,1.0,158.0,39.0,fitness,(0.010271412686387482),fitnesses,(21.382795078072295,0.1090082703886251,1220.1465095571061,)
	2782.0,2196.0,4433.0,0.114081,0.232253,54.0,42.0,20.0,40.0,fitness,(-0.0016808731711822587),fitnesses,(14.44690012442923,0.4750642224671472,2087.841552028296,)
	1311.0,3868.0,964.0,0.06629,0.022001,175.0,50.0,89.0,41.0,fitness,(0.1830438898428558),fitnesses,(180.45429694399644,0.730306345197231,471.3470553112979,)
	1409.0,1373.0,4081.0,0.193384,0.011229,164.0,59.0,118.0,42.0,fitness,(0.21796691223020054),fitnesses,(204.1650726520509,1.938620819050086,558.4368612351217,)
	2324.0,1032.0,2260.0,0.038509,0.125598,63.0,183.0,188.0,43.0,fitness,(0.04575999496118121),fitnesses,(42.43732273229432,0.8177089458233774,485.4417229346885,)
	3320.0,2148.0,4639.0,0.181767,0.073516,198.0,108.0,95.0,44.0,fitness,(0.023622934862563037),fitnesses,(19.11842141369158,0.9397335195848171,489.2821746976711,)
	3872.0,3628.0,2661.0,0.107514,0.090896,69.0,106.0,53.0,45.0,fitness,(0.02100129265874565),fitnesses,(18.981926266989557,0.5539816948351496,352.0450556595407,)
	4492.0,961.0,2743.0,0.056808,0.0271,90.0,171.0,138.0,46.0,fitness,(0.12242117084470182),fitnesses,(124.21459528347856,0.8812953125243761,1060.6377564020515,)
	536.0,4778.0,619.0,0.208561,0.14726,48.0,38.0,107.0,47.0,fitness,(0.0006935510251149889),fitnesses,(0.6774427778155738,0.08680937823813376,85.19855350819226,)
	4429.0,366.0,4739.0,0.135831,0.06808,175.0,64.0,188.0,48.0,fitness,(0.05642342196079077),fitnesses,(57.096268525453546,0.9417542879589578,1009.0389444252359,)
	239.0,1808.0,1367.0,0.09038,0.234307,22.0,98.0,7.0,49.0,fitness,(0.0513079930178036),fitnesses,(55.825381947651294,0.25010031064867955,701.8392036334491,)
