Surrogate,generation,0,mu,100,lambda,25
	3481.0,1084.0,2958.0,0.111592,0.248242,178.0,130.0,178.0,0.0,fitness,(0.0092443199957516),fitnesses,(6.292816058685983,1.0166473060247114,721.4969123181496,)
	2353.0,3035.0,1401.0,0.098168,0.173704,60.0,98.0,141.0,1.0,fitness,(0.009796816772944958),fitnesses,(13.223571806824696,-0.22228069603570827,120.39480735226553,)
	4512.0,2121.0,646.0,0.028061,0.079491,182.0,184.0,83.0,2.0,fitness,(0.02831128345504263),fitnesses,(25.56869285877313,1.0046298799359294,730.370820308979,)
	2405.0,1833.0,4436.0,0.147957,0.058054,18.0,43.0,9.0,3.0,fitness,(0.239274671610394),fitnesses,(243.54642933112527,1.482422261010348,1909.5980330834766,)
	347.0,1553.0,2231.0,0.238272,0.212367,35.0,75.0,39.0,4.0,fitness,(0.11276216442318542),fitnesses,(79.78543025072179,3.166811801428916,-130.86161581744523,)
	380.0,269.0,2754.0,0.017652,0.084075,8.0,48.0,90.0,5.0,fitness,(0.22618521948672188),fitnesses,(222.01744225776267,0.9191712486311407,502.393525735219,)
	4842.0,682.0,1997.0,0.164006,0.128124,176.0,158.0,171.0,6.0,fitness,(0.020492142388822177),fitnesses,(24.700566114611288,0.8344862815715615,1255.3286541504722,)
	4648.0,3572.0,4729.0,0.03427,0.02285,61.0,95.0,21.0,7.0,fitness,(0.03307498447927963),fitnesses,(34.02511165214007,0.7413336480719637,836.3463653580072,)
	2886.0,844.0,650.0,0.042959,0.134879,150.0,91.0,81.0,8.0,fitness,(0.03721622832359911),fitnesses,(28.10476409154092,1.0278283870782712,116.68196387245158,)
	2254.0,1208.0,4853.0,0.026121,0.10412,43.0,159.0,187.0,9.0,fitness,(0.032739211968631325),fitnesses,(27.20324835691889,0.9069844847079386,353.3881235366958,)
	1839.0,3330.0,655.0,0.201122,0.208782,88.0,161.0,38.0,10.0,fitness,(0.00987723341598322),fitnesses,(14.118574168060677,-0.13447762721965176,289.65644798809393,)
	4962.0,3883.0,1111.0,0.029784,0.240963,85.0,154.0,138.0,11.0,fitness,(0.02257666391826367),fitnesses,(20.767027592654905,0.7751837212348225,594.2200886739461,)
