Surrogate,generation,0,mu,100,lambda,25
	784.0,4518.0,557.0,0.088566,0.143247,100.0,135.0,198.0,0.0,fitness,(0.012097432246086054),fitnesses,(16.419926579689154,-0.23547134105173084,196.77809230857918,)
	2665.0,153.0,4892.0,0.16087,0.234649,95.0,13.0,183.0,1.0,fitness,(0.034062741571297746),fitnesses,(24.794684340563773,1.4322072477987318,505.4015247253342,)
	1551.0,3102.0,168.0,0.008681,0.178321,134.0,169.0,35.0,2.0,fitness,(0.010405907587823563),fitnesses,(18.00317361998894,-0.5542705611323225,205.45604208421486,)
	853.0,4337.0,2366.0,0.008512,0.224253,79.0,135.0,171.0,3.0,fitness,(-0.0024317955007445093),fitnesses,(6.035171002511109,-0.3806955315015702,466.0011188239916,)
	2667.0,1813.0,283.0,0.167083,0.129488,7.0,81.0,96.0,4.0,fitness,(0.02517316289593769),fitnesses,(19.65034091221462,0.6982264144478718,145.94421607556498,)
	101.0,4290.0,2369.0,0.121871,0.009653,1.0,19.0,198.0,5.0,fitness,(0.09420227146928048),fitnesses,(82.88983168427188,1.3069797956597127,175.73581715885393,)
	90.0,4574.0,2555.0,0.080918,0.006451,161.0,47.0,23.0,6.0,fitness,(0.3648079097241867),fitnesses,(412.5775023699234,1.3573869955235822,6134.346260097251,)
	2727.0,4223.0,4461.0,0.106473,0.138822,84.0,166.0,83.0,7.0,fitness,(-0.00010274132746300544),fitnesses,(8.158450654539719,-0.3468985042316266,479.2206939686458,)
	1364.0,4981.0,1290.0,0.084818,0.247551,80.0,167.0,48.0,8.0,fitness,(0.0008549462974741504),fitnesses,(6.828147025725502,-0.2525282395356525,344.79183328948267,)
	3843.0,2740.0,3822.0,0.069479,0.102767,21.0,106.0,96.0,9.0,fitness,(0.017164942586559182),fitnesses,(13.294581804457767,0.7445150319518716,357.4789537417304,)
	1203.0,1104.0,1118.0,0.104421,0.074267,61.0,182.0,162.0,10.0,fitness,(0.051324450001518994),fitnesses,(48.44511135494252,0.7092942211872448,421.3603565295974,)
