Surrogate,generation,0,mu,100,lambda,25
	4816.0,3951.0,1612.0,0.140559,0.166729,132.0,28.0,7.0,0.0,fitness,(0.00856198416304882),fitnesses,(30.077768628141875,0.62912852081351,2780.7069673228157,)
	818.0,1084.0,4312.0,0.078975,0.229054,71.0,29.0,66.0,1.0,fitness,(0.06697696911561393),fitnesses,(70.94544826825117,1.6932127148113307,2090.0606300750533,)
	2497.0,3287.0,1730.0,0.244146,0.124845,76.0,183.0,107.0,2.0,fitness,(0.01365707504810161),fitnesses,(22.56796263350197,-0.236454927221439,654.6338313185969,)
	4388.0,2022.0,2418.0,0.077471,0.230588,111.0,29.0,50.0,3.0,fitness,(0.01739493854685566),fitnesses,(19.84660966202554,1.1140259289432874,1359.1930404602751,)
	3611.0,1581.0,787.0,0.117669,0.208433,154.0,160.0,44.0,4.0,fitness,(0.014422961626116018),fitnesses,(10.908242772582982,0.9894811012539738,638.00921590067,)
	1579.0,1949.0,1059.0,0.175591,0.030623,141.0,3.0,30.0,5.0,fitness,(0.5363678654515346),fitnesses,(509.46457291078985,6.566301215938551,3875.971961864082,)
	3635.0,2370.0,2862.0,0.109934,0.130465,55.0,71.0,169.0,6.0,fitness,(0.032109976908839356),fitnesses,(24.81952453221459,0.9100136198694545,180.9683822069779,)
	2550.0,4346.0,1954.0,0.174449,0.146486,36.0,53.0,11.0,7.0,fitness,(0.026411077860955447),fitnesses,(25.24242875876632,0.017657912591398983,-99.20699762751366,)
	3876.0,3132.0,3815.0,0.113222,0.194158,167.0,111.0,196.0,8.0,fitness,(0.010737181903521747),fitnesses,(7.019833440375396,0.8174626349188856,445.72778860425035,)
	3692.0,3974.0,4310.0,0.1141,0.215521,169.0,43.0,16.0,9.0,fitness,(-0.06846178004445187),fitnesses,(3.6916369214664426,-0.1232183876877508,7092.12330890408,)
	414.0,3398.0,2224.0,0.16032,0.046918,82.0,72.0,27.0,10.0,fitness,(0.37439958720661576),fitnesses,(364.1712411266637,1.8873906467097747,864.5560387145724,)
	24.0,3790.0,2636.0,0.0185,0.101173,11.0,91.0,45.0,11.0,fitness,(0.06721323151885747),fitnesses,(68.00714594131698,0.11650126766220328,195.89270990815342,)
	2756.0,3567.0,4981.0,0.099525,0.047493,142.0,80.0,54.0,12.0,fitness,(0.04807583416316011),fitnesses,(55.335469650684715,0.1369362472026206,862.8997959550815,)
	1439.0,3320.0,4130.0,0.173777,0.085044,187.0,138.0,157.0,13.0,fitness,(0.02460531217683998),fitnesses,(31.952084607952408,-0.1247073560205617,609.9698870906813,)
	2936.0,3151.0,4162.0,0.233287,0.211604,159.0,53.0,58.0,14.0,fitness,(0.01842793768914367),fitnesses,(18.074232327516174,0.18871700708697048,153.3464709242211,)
	4731.0,1679.0,3032.0,0.220875,0.222643,144.0,54.0,49.0,15.0,fitness,(0.023162093473006403),fitnesses,(14.163961289244037,1.0753296184779642,175.5164001017277,)
