Surrogate,generation,0,mu,100,lambda,25
	3842.0,3298.0,2771.0,0.20179,0.192927,104.0,135.0,127.0,0.0,fitness,(0.011257895930428682),fitnesses,(10.300737835537133,0.6025919225135057,506.8761130243508,)
	3177.0,2166.0,2108.0,0.122812,0.101123,85.0,35.0,87.0,1.0,fitness,(0.08421296650235775),fitnesses,(67.0525093283027,1.6693974791295976,-46.648238275908525,)
	645.0,1546.0,830.0,0.053271,0.188226,85.0,161.0,13.0,2.0,fitness,(0.038919526307226296),fitnesses,(44.71155614932253,-0.16552977412935369,413.67321008027017,)
	1605.0,277.0,3714.0,0.137204,0.075742,35.0,95.0,88.0,3.0,fitness,(0.048598341474978365),fitnesses,(39.7489910656681,1.255110439706787,370.17539877576036,)
	2238.0,3781.0,1399.0,0.119163,0.2005,61.0,154.0,70.0,4.0,fitness,(0.009600973642523894),fitnesses,(13.923495380888486,-0.12529469342576086,306.95748041069834,)
	3780.0,3933.0,1383.0,0.162593,0.0135,183.0,148.0,139.0,5.0,fitness,(0.024173107917860828),fitnesses,(29.582200935678816,0.1448007956099463,685.7100973917451,)
	1521.0,4518.0,3664.0,0.219092,0.201258,141.0,195.0,193.0,6.0,fitness,(-0.005021894127956456),fitnesses,(3.2237552793554682,-0.3217325736048401,502.8323671263523,)
	2241.0,2092.0,2088.0,0.244137,0.103466,62.0,58.0,15.0,7.0,fitness,(0.10898548021204303),fitnesses,(73.84364744320023,3.7186563971185707,204.47312023428947,)
	3204.0,4604.0,3008.0,0.152677,0.071501,9.0,11.0,74.0,8.0,fitness,(0.0397411003475898),fitnesses,(39.77194584352417,0.13381159906619594,136.8961486596328,)
	3033.0,33.0,2792.0,0.232057,0.010742,76.0,90.0,0.0,9.0,fitness,(0.1664295437293781),fitnesses,(187.82629862935642,1.535881700093765,3675.5571900915998,)
	4555.0,3130.0,586.0,0.047402,0.139306,27.0,8.0,148.0,10.0,fitness,(0.04126763062548434),fitnesses,(33.38562888769731,1.0341392648807788,245.93909110207653,)
	2231.0,320.0,4503.0,0.141278,0.0361,122.0,105.0,145.0,11.0,fitness,(0.07015042847584321),fitnesses,(68.57828018215939,1.2536814629155129,1096.4666335471293,)
