Surrogate,generation,0,mu,100,lambda,25
	3314.0,3736.0,2659.0,0.03281,0.15054,20.0,96.0,151.0,0.0,fitness,(0.002957936634568193),fitnesses,(7.748912877900337,-0.2130125061063899,266.08511822682453,)
	18.0,1499.0,2269.0,0.239868,0.162198,69.0,191.0,164.0,1.0,fitness,(0.05657456108459293),fitnesses,(59.52302189622295,0.08972633821159384,384.57241937459605,)
	4119.0,4709.0,3983.0,0.08862,0.199691,21.0,164.0,157.0,2.0,fitness,(0.006435602093612867),fitnesses,(14.944867231864835,-0.2233746917414828,627.551822083714,)
	4064.0,1163.0,3254.0,0.191553,0.14237,86.0,27.0,92.0,3.0,fitness,(0.05329470512351551),fitnesses,(42.36351117549149,1.1630249670700963,69.90557226769415,)
	2980.0,3673.0,4322.0,0.052661,0.231033,180.0,190.0,31.0,4.0,fitness,(-0.000619882340946956),fitnesses,(6.832893590522281,-0.22419064417410428,521.0869489728194,)
	3149.0,3613.0,4788.0,0.214425,0.004876,18.0,139.0,60.0,5.0,fitness,(0.05973271359105223),fitnesses,(72.86219274930974,0.15828505639889887,1471.2329722246511,)
	4475.0,4322.0,1590.0,0.143205,0.093879,54.0,75.0,177.0,6.0,fitness,(0.02892818849917597),fitnesses,(30.06546743836893,0.2954265063066677,409.1544002259636,)
	533.0,641.0,1374.0,0.055673,0.231114,70.0,164.0,160.0,7.0,fitness,(0.04322700887420741),fitnesses,(38.283064543791845,0.8141688972589796,319.7744642174226,)
	2269.0,3920.0,4142.0,0.066401,0.136559,12.0,147.0,76.0,8.0,fitness,(-0.000669627988861372),fitnesses,(5.531289535120446,-0.2721706761150604,347.92107628312135,)
	4461.0,2922.0,1464.0,0.217611,0.178876,109.0,4.0,5.0,9.0,fitness,(0.01163973293289984),fitnesses,(45.31561972195982,1.367388021629629,4734.976700535627,)
	2199.0,3193.0,4949.0,0.069637,0.191488,188.0,166.0,190.0,10.0,fitness,(-0.00995372240984944),fitnesses,(-2.5751767805585226,-0.26937916399166495,468.47539893742675,)
	1083.0,167.0,885.0,0.145298,0.033728,68.0,57.0,131.0,11.0,fitness,(0.10645602079249691),fitnesses,(100.52507498926919,0.9081169049555845,315.02232463281155,)
	2080.0,3024.0,3832.0,0.228771,0.180252,160.0,151.0,162.0,12.0,fitness,(0.0015279707276361952),fitnesses,(9.484980646893542,-0.3387542145862672,456.9467773394673,)
	1505.0,253.0,970.0,0.099272,0.152811,5.0,198.0,124.0,13.0,fitness,(0.03683058151252277),fitnesses,(32.93892527831342,0.915445783177455,526.2801597565201,)
	1279.0,3097.0,1652.0,0.093382,0.223197,155.0,25.0,134.0,14.0,fitness,(0.02693219702712972),fitnesses,(30.041995373049495,0.07105345243368519,382.03328702566273,)
	2716.0,867.0,1916.0,0.035564,0.235269,52.0,138.0,138.0,15.0,fitness,(0.019381239224495674),fitnesses,(15.374375422020531,0.8791837172717905,478.49733702427665,)
	4724.0,1963.0,706.0,0.122097,0.235438,189.0,146.0,43.0,16.0,fitness,(0.00969225732516564),fitnesses,(7.49622076921118,0.9769329849311253,757.3293293356791,)
	2804.0,695.0,4770.0,0.231034,0.218293,193.0,43.0,122.0,17.0,fitness,(0.037944553132688956),fitnesses,(30.23886423339143,1.153557675195287,382.9887852655345,)
	223.0,1368.0,3008.0,0.111815,0.243046,16.0,21.0,166.0,18.0,fitness,(0.06494658964001067),fitnesses,(57.535566271123365,1.1053747716924986,364.27243480376853,)
	3953.0,1300.0,493.0,0.029196,0.07676,133.0,35.0,180.0,19.0,fitness,(0.06697633063711723),fitnesses,(56.067017783331195,1.1878728434050467,96.94155802644313,)
	314.0,4780.0,3291.0,0.004113,0.039637,25.0,47.0,80.0,20.0,fitness,(0.08557398421922954),fitnesses,(89.00309754763495,0.24660530911724488,589.5166419577869,)
	2134.0,4034.0,3799.0,0.027494,0.069649,96.0,47.0,92.0,21.0,fitness,(0.03908582593151967),fitnesses,(44.655490384591616,0.046839561025623644,603.8060063328177,)
	1883.0,3266.0,303.0,0.005882,0.134283,173.0,89.0,34.0,22.0,fitness,(0.02571344872287046),fitnesses,(29.504131986186085,-0.37179317560582836,7.275150725734455,)
	242.0,3609.0,3208.0,0.224824,0.140419,17.0,68.0,157.0,23.0,fitness,(0.07142112416364195),fitnesses,(67.62189451427076,0.46511980487156457,85.1968399344474,)
	1016.0,1.0,1332.0,0.004878,0.199406,72.0,144.0,103.0,24.0,fitness,(0.06939920625371578),fitnesses,(55.19383309668943,1.744874210842543,324.33689513990794,)
	3125.0,2510.0,1798.0,0.127399,0.035852,155.0,62.0,85.0,25.0,fitness,(0.2135488172664291),fitnesses,(197.85462411568977,1.5832673067268366,13.847991652904302,)
	3584.0,726.0,3842.0,0.190912,0.047754,187.0,7.0,146.0,26.0,fitness,(0.09700703101203965),fitnesses,(93.94800371698588,1.1342919777254945,828.3892482201164,)
	1757.0,3996.0,4228.0,0.125369,0.123386,66.0,19.0,63.0,27.0,fitness,(0.06725552814131483),fitnesses,(67.08723540516175,1.496859113054348,1480.0298394390395,)
	2081.0,2993.0,2672.0,0.080881,0.005741,105.0,174.0,29.0,28.0,fitness,(0.18047742343357107),fitnesses,(189.12409705306214,-0.0022610052360721444,862.4063567130361,)
	4245.0,1742.0,224.0,0.0963,0.077066,190.0,31.0,113.0,29.0,fitness,(0.04384857926656141),fitnesses,(34.33438663713318,1.0250469370446926,73.62767410186963,)
	1169.0,3102.0,1505.0,0.130867,0.019912,147.0,8.0,164.0,30.0,fitness,(0.2230649394538378),fitnesses,(209.01513934353704,1.9769933262679253,572.0133152378523,)
	2750.0,4252.0,2816.0,0.18743,0.061316,124.0,54.0,8.0,31.0,fitness,(0.1019711823668472),fitnesses,(101.65321622201148,1.3080706341507171,1276.2740196671446,)
	2484.0,4991.0,1708.0,0.057315,0.095228,102.0,68.0,141.0,32.0,fitness,(0.030860481107141558),fitnesses,(36.47338672615983,-0.23894299735856797,322.3475645432588,)
	4349.0,4787.0,150.0,0.238622,0.119697,18.0,100.0,122.0,33.0,fitness,(0.009966854483030203),fitnesses,(17.796819154455104,-0.20523412486310602,577.7623422793839,)
	1620.0,3623.0,1325.0,0.149432,0.238518,124.0,0.0,2.0,34.0,fitness,(-0.036089141996586784),fitnesses,(41.113364605890816,0.502413820814357,8222.664481062116,)
	1371.0,4869.0,1134.0,0.034699,0.141173,22.0,11.0,8.0,35.0,fitness,(0.012714804551045754),fitnesses,(48.382230578510786,-0.13729158732237143,3429.451015424132,)
	4136.0,3023.0,4547.0,0.066032,0.147709,129.0,29.0,192.0,36.0,fitness,(0.027624770851899037),fitnesses,(20.490424918422526,1.1398159848735683,426.38139152591725,)
	3195.0,66.0,694.0,0.070228,0.053493,73.0,29.0,193.0,37.0,fitness,(0.09268788540465649),fitnesses,(76.30735420943262,1.7097284862714854,71.67536674909788,)
	2378.0,1375.0,2147.0,0.05892,0.125882,9.0,87.0,169.0,38.0,fitness,(0.03935881415004854),fitnesses,(32.34599137973623,0.8154282157117015,114.14593868047058,)
	3493.0,4471.0,1975.0,0.235952,0.225155,137.0,114.0,192.0,39.0,fitness,(-0.003992934284774747),fitnesses,(3.82336253684912,-0.3619387440191978,419.690938143189,)
	2992.0,2477.0,1150.0,0.156384,0.044247,162.0,90.0,180.0,40.0,fitness,(0.025080157172745636),fitnesses,(20.853569666218377,0.6954410890716768,272.782338418951,)
	158.0,2638.0,4480.0,0.072838,0.003368,123.0,59.0,15.0,41.0,fitness,(0.6180456312117584),fitnesses,(676.1606202097106,1.3413355448009783,7152.834444596203,)
	3221.0,1951.0,2562.0,0.209549,0.10976,41.0,113.0,146.0,42.0,fitness,(0.03343243520542117),fitnesses,(29.125694469172895,0.863315768111537,432.64169448670907,)
	1200.0,4844.0,4104.0,0.056386,0.248263,53.0,171.0,84.0,43.0,fitness,(0.002343701799029502),fitnesses,(8.026744997133564,-0.25081044013181386,317.49387967859224,)
	939.0,3687.0,4682.0,0.04213,0.05182,119.0,183.0,187.0,44.0,fitness,(0.06749346491761699),fitnesses,(72.13925322459124,-0.12463949692870753,339.93933376871837,)
	4792.0,961.0,4496.0,0.22635,0.182468,177.0,107.0,17.0,45.0,fitness,(0.020079547591731136),fitnesses,(26.85868908199931,0.9948445024867864,1672.7586515136036,)
	3473.0,3168.0,1045.0,0.137054,0.087425,170.0,38.0,134.0,46.0,fitness,(0.029382525584503823),fitnesses,(24.569157225408823,0.6680221541037858,186.68531819428608,)
	2681.0,2735.0,654.0,0.034602,0.050239,92.0,199.0,63.0,47.0,fitness,(0.015985575106489902),fitnesses,(23.372941753173684,-0.15860448308181854,580.1321815865593,)
	2127.0,1921.0,3478.0,0.055028,0.145484,78.0,39.0,0.0,48.0,fitness,(0.02117228876524678),fitnesses,(76.26539370329478,1.4692047311242022,6978.515224929001,)
	3991.0,4348.0,1381.0,0.052716,0.060825,88.0,21.0,154.0,49.0,fitness,(0.043556477363569414),fitnesses,(44.707613163713745,0.2154088470501462,330.5224270645796,)
	2399.0,2504.0,4670.0,0.190142,0.160881,103.0,182.0,0.0,50.0,fitness,(0.0005087156810659639),fitnesses,(15.138452249852834,0.09522573763282388,1558.199394511511,)
	4556.0,4932.0,1665.0,0.230255,0.105093,17.0,102.0,81.0,51.0,fitness,(0.014788626804538657),fitnesses,(21.226359959544194,-0.08846481910262413,555.3084963979294,)
	2900.0,750.0,1857.0,0.072536,0.176938,8.0,121.0,38.0,52.0,fitness,(0.01738809178486473),fitnesses,(13.034508811051737,0.8419687743178584,406.6104769365591,)
	3856.0,1163.0,994.0,0.156463,0.049677,194.0,59.0,159.0,53.0,fitness,(0.0308209954441016),fitnesses,(27.012724227844288,0.8297059628161567,448.8788411904252,)
	3959.0,382.0,1654.0,0.125877,0.129843,31.0,137.0,34.0,54.0,fitness,(0.021994990322549025),fitnesses,(20.154235137625037,1.0066921895744303,822.6166710820315,)
	3254.0,862.0,2376.0,0.16061,0.078756,149.0,27.0,74.0,55.0,fitness,(0.13549798012892567),fitnesses,(117.77340187245134,2.0926308413702768,320.1730157228443,)
	3958.0,1905.0,4701.0,0.167982,0.069516,198.0,169.0,110.0,56.0,fitness,(0.02359237920424502),fitnesses,(37.56101694767259,0.8881800164512332,2285.0437907939904,)
	214.0,155.0,3854.0,0.098847,0.230438,183.0,15.0,0.0,57.0,fitness,(0.014460241169224813),fitnesses,(165.4450985571384,2.285602732892637,17384.088471683997,)
	2383.0,2860.0,4067.0,0.17107,0.017161,153.0,75.0,100.0,58.0,fitness,(0.16650973501396157),fitnesses,(159.31658336046416,0.9623607724701588,243.04560712041692,)
	2206.0,1983.0,1657.0,0.039359,0.190418,155.0,90.0,138.0,59.0,fitness,(0.023714542714093557),fitnesses,(21.446824760702167,0.48078693507674064,254.01513973760183,)
	2837.0,1139.0,3623.0,0.241244,0.155461,58.0,163.0,77.0,60.0,fitness,(0.008581105378247904),fitnesses,(13.265896082773926,0.834143799603993,1302.6228700565953,)
	2144.0,422.0,803.0,0.070804,0.207301,19.0,17.0,192.0,61.0,fitness,(0.056902451268850684),fitnesses,(44.0910095206599,1.499336625685693,218.19245086661516,)
	1010.0,4993.0,4235.0,0.009675,0.232878,190.0,158.0,192.0,62.0,fitness,(-0.005974784290392367),fitnesses,(3.4529548242057695,-0.3852498965458826,557.524014913931,)
