Surrogate,generation,0,mu,100,lambda,25
	2774.0,3817.0,3638.0,0.08841,0.051028,82.0,144.0,85.0,0.0,fitness,(0.003812698848251912),fitnesses,(11.353094072056278,-0.30468976805552606,449.3497543249105,)
	1595.0,4739.0,3517.0,0.236253,0.099812,123.0,69.0,117.0,1.0,fitness,(0.055189163390696336),fitnesses,(52.29433938280124,0.6143203145499654,324.83791376045616,)
	4645.0,1915.0,3992.0,0.224071,0.097096,77.0,0.0,86.0,2.0,fitness,(0.07496233306587716),fitnesses,(71.16014294517254,1.300563401266643,920.3443891961801,)
	2669.0,436.0,2202.0,0.222293,0.233596,190.0,111.0,40.0,3.0,fitness,(0.018888940229776274),fitnesses,(10.010767573613942,1.0589106662063545,171.0934005901215,)
	1624.0,3587.0,3405.0,0.054059,0.159257,134.0,142.0,36.0,4.0,fitness,(0.02337301105367046),fitnesses,(26.14890861356532,-0.20820535901425002,69.38439697523617,)
	2887.0,2955.0,3604.0,0.169722,0.080004,182.0,97.0,100.0,5.0,fitness,(0.018104374652233957),fitnesses,(13.61110134694371,0.4800806088574534,30.753278328428724,)
	2397.0,3055.0,4982.0,0.022218,0.04556,91.0,167.0,144.0,6.0,fitness,(0.013745572186113272),fitnesses,(19.640110596686903,-0.15378091977247196,435.6729212848912,)
	3415.0,4611.0,4685.0,0.247336,0.160819,190.0,178.0,120.0,7.0,fitness,(0.00252069386005707),fitnesses,(15.623771012748106,-0.5093505169710189,800.9571982980847,)
	2942.0,3816.0,3.0,0.142858,0.024728,168.0,84.0,102.0,8.0,fitness,(0.019326815485881065),fitnesses,(26.108953571264273,-0.4450765567155528,233.13725182276764,)
	1868.0,1557.0,3656.0,0.136248,0.175818,50.0,1.0,62.0,9.0,fitness,(0.12137106861440873),fitnesses,(102.9006689558267,3.903732419973592,2056.6924541153894,)
	1981.0,3217.0,976.0,0.248702,0.223373,181.0,197.0,16.0,10.0,fitness,(0.0004475795520318482),fitnesses,(6.788233601181449,-0.11988065774105076,514.1847471739093,)
	123.0,568.0,4388.0,0.211876,0.094776,90.0,29.0,33.0,11.0,fitness,(0.22449531737059336),fitnesses,(189.99446602925795,6.661499834288696,3211.4147001551587,)
	374.0,3470.0,2859.0,0.031932,0.213577,22.0,145.0,189.0,12.0,fitness,(0.011507524322646475),fitnesses,(17.19473639548166,-0.3565557170738708,212.1654902096476,)
	4861.0,3928.0,2434.0,0.153192,0.221291,114.0,97.0,182.0,13.0,fitness,(0.020518703946537112),fitnesses,(16.40248414439839,0.8648894323608255,453.2674521469534,)
	439.0,793.0,3400.0,0.154932,0.169615,26.0,198.0,88.0,14.0,fitness,(0.05192531416327724),fitnesses,(53.83310415638225,0.30305985231125626,493.83885162175676,)
	4844.0,1313.0,583.0,0.205315,0.011987,30.0,122.0,34.0,15.0,fitness,(0.035413116664776104),fitnesses,(33.56817299372391,1.3140736729336888,1129.5793058284703,)
	2067.0,123.0,3650.0,0.036731,0.054853,3.0,145.0,195.0,16.0,fitness,(0.053251128746295805),fitnesses,(47.96562775664712,0.9174895671453295,388.93946818046123,)
	4191.0,2457.0,1873.0,0.222344,0.169372,22.0,159.0,193.0,17.0,fitness,(0.014113683141873987),fitnesses,(13.929897380774408,0.8211871666612094,802.8085905512515,)
	4620.0,2789.0,3914.0,0.107936,0.172896,197.0,14.0,60.0,18.0,fitness,(-0.028515742891780896),fitnesses,(20.011254941558235,1.1479027862394784,6000.6025695733915,)
	2628.0,853.0,1396.0,0.139424,0.237466,149.0,82.0,63.0,19.0,fitness,(0.02628883676123232),fitnesses,(17.951940135816052,0.8464230339416068,12.733371399980188,)
	3170.0,692.0,3243.0,0.196076,0.09709,93.0,82.0,105.0,20.0,fitness,(0.04097527574623809),fitnesses,(37.79186534980227,0.9059751839365153,587.634144292933,)
	203.0,2299.0,4038.0,0.211022,0.065829,129.0,39.0,74.0,21.0,fitness,(0.22380880330173414),fitnesses,(174.5271544084143,5.976400546258224,1048.2356569262454,)
	2039.0,4689.0,3982.0,0.048833,0.241631,184.0,111.0,130.0,22.0,fitness,(-0.0016635617677698267),fitnesses,(3.5862464702104395,-0.3484405612913105,176.5402625067161,)
	1421.0,3001.0,1358.0,0.230582,0.152581,2.0,155.0,131.0,23.0,fitness,(0.0136863449189938),fitnesses,(18.829240618290992,-0.10265153967479088,411.63803025492825,)
	1651.0,2669.0,4144.0,0.156906,0.183171,109.0,26.0,101.0,24.0,fitness,(0.06649067932453263),fitnesses,(63.317013112945965,1.2140859035447817,896.7192823861147,)
	3559.0,74.0,838.0,0.02768,0.166193,117.0,173.0,29.0,25.0,fitness,(0.035028338582841406),fitnesses,(32.84613894137176,0.9404446944549693,722.2247303080044,)
	1888.0,1523.0,4996.0,0.228976,0.076175,154.0,128.0,126.0,26.0,fitness,(0.028523948257728943),fitnesses,(30.825129326163363,0.8034806313319854,1033.5987381754273,)
	899.0,1549.0,414.0,0.086778,0.071609,157.0,107.0,90.0,27.0,fitness,(0.24455008545808188),fitnesses,(229.38837395308622,1.6417521440020801,125.58099350251551,)
	2520.0,2980.0,4431.0,0.007572,0.140897,114.0,18.0,63.0,28.0,fitness,(0.008055563033470596),fitnesses,(47.60008587008829,0.793887162206963,4748.339445868733,)
	4902.0,3856.0,1487.0,0.246162,0.056521,166.0,199.0,11.0,29.0,fitness,(0.026474404706126914),fitnesses,(30.440155882874503,0.9944449913416071,1391.020109016366,)
	539.0,4693.0,3476.0,0.137761,0.115594,11.0,167.0,134.0,30.0,fitness,(0.03045765449881123),fitnesses,(34.10507081369753,-0.09101159468108336,273.73003680754715,)
	4032.0,3736.0,3446.0,0.127141,0.040179,176.0,103.0,72.0,31.0,fitness,(0.027460691061335554),fitnesses,(26.752481211625305,0.4559990231090415,385.1780381380167,)
	3594.0,784.0,2480.0,0.113545,0.163317,134.0,143.0,35.0,32.0,fitness,(0.023031796477745652),fitnesses,(21.016304953279946,0.9191483122774095,717.5991598308391,)
	1157.0,3957.0,3936.0,0.003319,0.207212,53.0,161.0,184.0,33.0,fitness,(-0.0045951520475944405),fitnesses,(4.427155344153619,-0.5655770347202745,336.6537044545314,)
	1433.0,1218.0,2903.0,0.156968,0.028252,111.0,102.0,186.0,34.0,fitness,(0.07842439234634128),fitnesses,(70.97003142992838,1.2584325742247278,512.9964825834371,)
	3353.0,2.0,1851.0,0.071365,0.226092,130.0,161.0,157.0,35.0,fitness,(0.01490581667353023),fitnesses,(12.769539160146758,1.0257904496565735,812.162698318226,)
	3322.0,2375.0,1098.0,0.123629,0.227841,46.0,62.0,89.0,36.0,fitness,(0.01261086704185065),fitnesses,(6.530441687961765,0.7843444072894233,176.30187190053493,)
	3163.0,3709.0,3849.0,0.146401,0.069652,187.0,41.0,78.0,37.0,fitness,(0.052835147675887886),fitnesses,(52.38358043937445,1.1600405576470962,1114.883833995753,)
	3227.0,3475.0,4619.0,0.087804,0.104272,156.0,169.0,96.0,38.0,fitness,(0.002632058407580652),fitnesses,(9.923729753519519,-0.18725917679415324,541.9079577997333,)
	2990.0,4142.0,2900.0,0.057862,0.053444,16.0,131.0,91.0,39.0,fitness,(-0.0009640432662370389),fitnesses,(7.399068166567637,-0.433374032956335,402.9371103241326,)
	2918.0,2032.0,4838.0,0.204729,0.025984,61.0,13.0,145.0,40.0,fitness,(0.0996273669906782),fitnesses,(89.63756129748164,1.0815582110133892,82.57764169373296,)
	2139.0,3667.0,4086.0,0.120239,0.041094,98.0,140.0,27.0,41.0,fitness,(0.04074692989613367),fitnesses,(48.66804661933781,-0.21716895535058758,574.9427169698263,)
	941.0,2024.0,4924.0,0.096628,0.220026,61.0,110.0,143.0,42.0,fitness,(0.03386249377107224),fitnesses,(36.474818259832595,0.3185284885489571,579.7609374249934,)
	3989.0,4021.0,1895.0,0.051719,0.133764,148.0,124.0,123.0,43.0,fitness,(0.02089235601624919),fitnesses,(24.12816033726911,0.12295046437703874,446.53089647903056,)
	4504.0,4584.0,601.0,0.173371,0.029435,105.0,94.0,28.0,44.0,fitness,(0.03391976272856873),fitnesses,(39.02304484033766,0.10008906477515281,610.4172759520457,)
	4453.0,1626.0,696.0,0.155273,0.009477,120.0,152.0,103.0,45.0,fitness,(0.07525895099508786),fitnesses,(76.64635046214771,0.9281677092351548,1066.9076559411394,)
	1400.0,782.0,2553.0,0.141575,0.208367,175.0,17.0,59.0,46.0,fitness,(0.0895394234921711),fitnesses,(103.96187299348395,2.1558167587499,3598.061708881185,)
	3768.0,2325.0,859.0,0.02411,0.203966,91.0,116.0,70.0,47.0,fitness,(0.021442757677233363),fitnesses,(16.411895373429605,0.8000613612664489,296.97513088607315,)
	3309.0,4783.0,3654.0,0.247511,0.151644,108.0,129.0,3.0,48.0,fitness,(0.0006586615983788357),fitnesses,(7.991957231462106,-0.4080309121265794,325.2986511817476,)
	1300.0,1540.0,2864.0,0.041574,0.043556,35.0,25.0,136.0,49.0,fitness,(0.1416269268703966),fitnesses,(134.478313713598,0.9752022159769903,260.3409002971304,)
	4138.0,2159.0,329.0,0.140307,0.154681,49.0,93.0,192.0,50.0,fitness,(0.03214073903287278),fitnesses,(28.73662374458679,0.7894838715666141,449.0723427380151,)
	1289.0,4035.0,4201.0,0.037712,0.04648,46.0,8.0,196.0,51.0,fitness,(0.11366067240420552),fitnesses,(109.31669131661911,0.9149542491884951,480.5561404298535,)
	454.0,602.0,2267.0,0.134672,0.028537,98.0,45.0,160.0,52.0,fitness,(0.2126517600108777),fitnesses,(197.14916138723353,1.8292027046932662,278.94284232884866,)
	317.0,2821.0,4177.0,0.241275,0.185551,155.0,189.0,180.0,53.0,fitness,(0.018185613609398174),fitnesses,(23.622458807003614,-0.15180687361248354,391.8776461480606,)
	3845.0,544.0,2359.0,0.056406,0.174412,57.0,184.0,57.0,54.0,fitness,(0.02987638422494776),fitnesses,(29.748700525389605,0.8849803001334977,872.2119301776826,)
	2378.0,3402.0,4651.0,0.087504,0.173714,173.0,133.0,61.0,55.0,fitness,(0.010364609051380064),fitnesses,(13.285078487867809,-0.13250458459158979,159.54235905718463,)
	2896.0,3080.0,211.0,0.135355,0.038878,21.0,146.0,8.0,56.0,fitness,(3.8860287649945466e-05),fitnesses,(5.9147760980869855,-0.08404711370287807,503.5444673408259,)
	4622.0,4543.0,4380.0,0.05406,0.245431,89.0,76.0,66.0,57.0,fitness,(0.007411265381481448),fitnesses,(6.95913245988396,0.13122478781123947,86.01149565149068,)
	1240.0,227.0,3106.0,0.217881,0.11202,177.0,190.0,141.0,58.0,fitness,(0.04646528251310632),fitnesses,(53.46542258918091,0.9694350083820624,1669.4490159895217,)
	4803.0,412.0,79.0,0.04982,0.094985,97.0,54.0,29.0,59.0,fitness,(0.06838572870770676),fitnesses,(59.68048144210131,1.0253264331946907,154.8017066341455,)
	3605.0,3715.0,2785.0,0.156922,0.164956,124.0,142.0,105.0,60.0,fitness,(0.010943924984478725),fitnesses,(14.803130264369093,0.08794240197902997,473.86292996806657,)
	2711.0,838.0,53.0,0.088806,0.195533,141.0,13.0,132.0,61.0,fitness,(0.05812359826302305),fitnesses,(44.663306439433754,1.6739087884878594,327.8796061289291,)
	2121.0,1975.0,845.0,0.151562,0.055193,55.0,42.0,55.0,62.0,fitness,(0.0955463181218466),fitnesses,(75.86680604214507,1.8878904907795528,-80.06071719059901,)
	2631.0,4405.0,4253.0,0.19555,0.04747,62.0,1.0,80.0,63.0,fitness,(0.2537140042484371),fitnesses,(231.59214457912395,3.4391801287268278,1226.994161795512,)
	4105.0,51.0,2831.0,0.078053,0.200706,50.0,118.0,94.0,64.0,fitness,(0.019384562378118128),fitnesses,(18.25007428144025,0.9059346761163006,792.4858664485126,)
	603.0,4910.0,1322.0,0.178065,0.011292,103.0,186.0,90.0,65.0,fitness,(0.2812632304571406),fitnesses,(275.1216128643746,1.032327396166714,418.1656368901165,)
	3673.0,1606.0,1507.0,0.127102,0.223142,120.0,41.0,42.0,66.0,fitness,(0.02728747907105296),fitnesses,(21.31367894138835,0.7557252470342742,158.3452340678137,)
	3658.0,3789.0,431.0,0.245593,0.005047,165.0,161.0,176.0,67.0,fitness,(0.01518832716919672),fitnesses,(23.293176710863584,0.12265948003787605,933.1444342045625,)
	634.0,3783.0,2943.0,0.166157,0.193734,6.0,95.0,8.0,68.0,fitness,(0.009076577194516936),fitnesses,(13.648964394869115,-0.15248153937083145,304.7571806643864,)
	2896.0,262.0,2291.0,0.187348,0.088368,44.0,24.0,150.0,69.0,fitness,(0.046549189216527696),fitnesses,(39.89810483184567,0.871864951272399,206.7565128041967,)
	805.0,605.0,386.0,0.247909,0.018637,38.0,189.0,105.0,70.0,fitness,(0.06042292405829135),fitnesses,(60.33793260646999,0.9942339342874541,985.7347891053179,)
	960.0,33.0,2730.0,0.113456,0.015113,164.0,38.0,57.0,71.0,fitness,(0.713895420241858),fitnesses,(711.5499871550895,2.6166209034003494,2382.077594723496,)
