Surrogate,generation,0,mu,100,lambda,25
	1850.0,4988.0,4810.0,0.091652,0.226545,81.0,94.0,140.0,0.0,fitness,(-0.009757681155108182),fitnesses,(-3.3990019104848708,-0.37139151401988113,264.47641044244995,)
	2666.0,2993.0,440.0,0.163139,0.152226,4.0,83.0,14.0,1.0,fitness,(-2.3859042278144842e-05),fitnesses,(3.396486655465046,-0.24472998619574005,97.30458357857906,)
	3407.0,1518.0,277.0,0.118049,0.011282,178.0,88.0,44.0,2.0,fitness,(0.36311518719918384),fitnesses,(358.6798003688645,0.8793991290573953,435.8604460254622,)
	2147.0,3135.0,4368.0,0.02378,0.029666,152.0,118.0,112.0,3.0,fitness,(0.0965310972687919),fitnesses,(104.13931461272496,-0.05898372859959053,701.8380057937155,)
	1702.0,4795.0,1423.0,0.08229,0.156156,108.0,48.0,46.0,4.0,fitness,(0.01619712029532767),fitnesses,(21.842711974047592,-0.3703445144078017,194.2146534641905,)
	1469.0,3096.0,617.0,0.143596,0.102392,146.0,152.0,106.0,5.0,fitness,(0.0217491184765968),fitnesses,(26.573599618817312,-0.2315082160648864,250.93989815716478,)
	4003.0,23.0,964.0,0.146081,0.218685,42.0,161.0,45.0,6.0,fitness,(0.013089582864264366),fitnesses,(11.999127106409444,1.1133144559894996,1004.2688802040075,)
	4233.0,2747.0,4467.0,0.131906,0.134859,83.0,142.0,198.0,7.0,fitness,(0.01690125386453294),fitnesses,(13.498180731374271,0.9263060278582973,585.9987145424304,)
	3648.0,3950.0,2459.0,0.052039,0.174164,89.0,16.0,137.0,8.0,fitness,(0.031029687508345827),fitnesses,(27.917608471455974,0.5074758254506004,196.26792176161524,)
	2942.0,992.0,4741.0,0.122409,0.155587,51.0,126.0,142.0,9.0,fitness,(0.016394547808965234),fitnesses,(14.446078886612844,0.9554626010619822,760.6157088267432,)
	4642.0,38.0,3894.0,0.096649,0.206071,158.0,81.0,40.0,10.0,fitness,(0.03800608489190038),fitnesses,(31.352435266241734,0.9412924887605643,275.92752619469957,)
	88.0,3443.0,717.0,0.105429,0.012712,46.0,37.0,72.0,11.0,fitness,(0.20160571048206116),fitnesses,(188.21433281080544,1.512412379170206,173.27461204463583,)
	4617.0,3680.0,4530.0,0.019053,0.046268,179.0,175.0,145.0,12.0,fitness,(0.033864552017383094),fitnesses,(33.093715855775045,0.8777273363775548,800.6437202167493,)
	3190.0,3498.0,2743.0,0.096343,0.225602,6.0,102.0,174.0,13.0,fitness,(0.004843958683197572),fitnesses,(8.28509146577523,-0.09056184487165378,253.55143338611185,)
	3404.0,2298.0,2498.0,0.213877,0.196338,134.0,102.0,190.0,14.0,fitness,(0.019822788034760452),fitnesses,(15.86195675183694,0.8789120874067814,482.8289591144298,)
	3025.0,4028.0,4534.0,0.100568,0.248325,42.0,140.0,165.0,15.0,fitness,(0.0005315980486208134),fitnesses,(6.41336512597855,-0.1853393418481248,402.83736588764884,)
