50000,continuous_batch_sim_data_generation,8:47:51.185616,start,2019-03-27 10:22:01.299139,finish,2019-03-27 19:09:52.484755
50000,discrete_batch_sim_data_generation,9:00:55.564938,start,2019-03-27 19:09:52.484971,finish,2019-03-28 04:10:48.049909
