Surrogate,generation,0,mu,100,lambda,25
	937.0,2899.0,4982.0,0.027962,0.245892,110.0,73.0,143.0,0.0,fitness,(-0.0058128122063909465),fitnesses,(0.0,0.2927251964472968,874.0064170863914,)
	901.0,79.0,4656.0,0.080712,0.241919,113.0,101.0,81.0,1.0,fitness,(-0.000529694359360915),fitnesses,(0.0,1.519566162878239,1572.5355988143306,)
	1362.0,2923.0,3777.0,0.023634,0.074794,55.0,22.0,183.0,2.0,fitness,(1.0010680161055494),fitnesses,(1.0,0.6247940717756627,517.992461220739,)
	34.0,3278.0,3947.0,0.081017,0.188837,42.0,147.0,35.0,3.0,fitness,(-0.003539055523087985),fitnesses,(0.0,0.30603580105528133,659.9413533640798,)
	2292.0,4852.0,1399.0,0.031986,0.218646,132.0,180.0,127.0,4.0,fitness,(-0.008420316044121457),fitnesses,(0.0,-0.20530936764726154,636.7222367648842,)
	3680.0,1241.0,919.0,0.159319,0.000721,82.0,121.0,73.0,5.0,fitness,(0.0023743846143072954),fitnesses,(0.0,0.9877123007841416,750.2738393534121,)
	4042.0,3840.0,2082.0,0.188417,0.009226,91.0,10.0,188.0,6.0,fitness,(0.008515797129366114),fitnesses,(0.0,1.1667642591718617,315.18454623525025,)
	1682.0,177.0,4678.0,0.047436,0.016789,63.0,16.0,174.0,7.0,fitness,(1.0063420633496807),fitnesses,(1.0,1.194160033659315,559.9536986912317,)
	832.0,3496.0,2777.0,0.235188,0.127264,85.0,50.0,21.0,8.0,fitness,(0.008610997718604775),fitnesses,(0.0,2.637679692722178,1776.5799208617007,)
	536.0,960.0,3464.0,0.230261,0.234037,177.0,74.0,1.0,9.0,fitness,(-0.046586972044561706),fitnesses,(0.0,0.86060873181454,5519.30593627071,)
	2109.0,2586.0,2045.0,0.06257,0.127478,146.0,162.0,53.0,10.0,fitness,(-0.0034050903199703574),fitnesses,(0.0,-0.00025849748046823107,340.2505345165675,)
	70.0,4234.0,1738.0,0.22381,0.201767,84.0,145.0,169.0,11.0,fitness,(-0.0041452532688368345),fitnesses,(0.0,-0.11311843536617812,301.4068915175053,)
	3371.0,1062.0,4379.0,0.163582,0.130012,49.0,110.0,40.0,12.0,fitness,(0.001969551338731239),fitnesses,(0.0,0.928716997758122,731.7618638849981,)
	1325.0,2224.0,3696.0,0.19719,0.152917,12.0,1.0,144.0,13.0,fitness,(0.008878789327754114),fitnesses,(0.0,0.977041331053604,89.16239827819255,)
	4982.0,1821.0,2913.0,0.136326,0.104176,99.0,167.0,113.0,14.0,fitness,(-0.0035297058134570822),fitnesses,(0.0,0.8533258516826444,1206.2964330283526,)
	4770.0,1594.0,1504.0,0.188319,0.041143,123.0,49.0,24.0,15.0,fitness,(0.9981599051058238),fitnesses,(1.0,1.010933904686579,1194.9433941042093,)
	645.0,2418.0,3171.0,0.063435,0.058175,71.0,67.0,77.0,16.0,fitness,(1.0188935337684044),fitnesses,(1.0,2.671664524130374,782.3111472899192,)
