Surrogate,generation,0,mu,100,lambda,25
	2850.0,4852.0,4968.0,0.184456,0.017192,10.0,110.0,182.0,0.0,fitness,(-0.008281655730607955),fitnesses,(0.0,-0.3205490520506377,507.61652101015767,)
	1004.0,523.0,1432.0,0.22286,0.090943,18.0,34.0,192.0,1.0,fitness,(0.008805069541040302),fitnesses,(0.0,0.9823765278336359,101.86957372960566,)
	3509.0,4681.0,4814.0,0.009697,0.179594,82.0,6.0,181.0,2.0,fitness,(-0.005380057864838843),fitnesses,(0.0,0.2321605969305967,770.166383414481,)
	4611.0,4206.0,3289.0,0.197258,0.214949,157.0,80.0,20.0,3.0,fitness,(0.009202941095413423),fitnesses,(0.0,1.0303362401555072,110.04213061416483,)
	3778.0,3727.0,1421.0,0.133609,0.117638,101.0,112.0,199.0,4.0,fitness,(0.001762069647163089),fitnesses,(0.0,0.5437649653203417,367.55800060403277,)
	4519.0,1081.0,1452.0,0.232797,0.219004,19.0,7.0,11.0,5.0,fitness,(-0.013286424059000709),fitnesses,(0.0,0.8015059177688261,2130.148323668897,)
	11.0,4076.0,3406.0,0.249562,0.006653,150.0,59.0,76.0,6.0,fitness,(1.024378062154178),fitnesses,(1.0,3.040579793019101,602.7735776012926,)
	1658.0,3192.0,2859.0,0.115247,0.193136,151.0,24.0,81.0,7.0,fitness,(-0.00798673415039557),fitnesses,(0.0,0.8011223223740427,1599.7957374135995,)
	4289.0,3408.0,165.0,0.191546,0.038466,190.0,42.0,45.0,8.0,fitness,(1.0140007402229196),fitnesses,(1.0,1.6040025855520812,203.92856326012188,)
	3225.0,4552.0,2147.0,0.022184,0.016774,180.0,185.0,189.0,9.0,fitness,(-0.006869782736218908),fitnesses,(0.0,-0.08385564974486225,603.1226238770286,)
	2633.0,3804.0,4952.0,0.099092,0.171051,7.0,66.0,172.0,10.0,fitness,(-0.0025086632677895275),fitnesses,(0.0,0.05273243633115704,303.59876311010976,)
	4140.0,477.0,4167.0,0.221723,0.126037,24.0,133.0,91.0,11.0,fitness,(-0.00631794049733025),fitnesses,(0.0,0.7121250985529904,1343.9191482860153,)
	2119.0,1997.0,3252.0,0.135417,0.242884,113.0,162.0,77.0,12.0,fitness,(0.0008458471455750705),fitnesses,(0.0,0.6489986841282473,564.4139695707403,)
	2761.0,4559.0,4728.0,0.089526,0.021595,69.0,9.0,146.0,13.0,fitness,(0.004542674356645305),fitnesses,(0.0,1.171289979027198,717.0225433626674,)
	1918.0,926.0,2280.0,0.114584,0.011649,175.0,89.0,41.0,14.0,fitness,(0.9954864452980544),fitnesses,(1.0,0.9543697241791455,1405.7251943737122,)
	611.0,2091.0,1023.0,0.127997,0.076305,165.0,113.0,140.0,15.0,fitness,(1.0115528922256207),fitnesses,(1.0,1.3343599298602389,179.07070729816442,)
	2473.0,297.0,2211.0,0.179313,0.165795,107.0,148.0,14.0,16.0,fitness,(-0.008269036712960804),fitnesses,(0.0,0.9793798201763627,1806.283491472443,)
	571.0,2669.0,4875.0,0.015003,0.083823,34.0,115.0,13.0,17.0,fitness,(-0.026606278968713763),fitnesses,(0.0,0.23757502743464684,2898.202924306023,)
	3711.0,4492.0,2915.0,0.090043,0.226814,6.0,4.0,38.0,18.0,fitness,(-0.010142804669478101),fitnesses,(0.0,0.17078878051217933,1185.0692474599894,)
	3048.0,2487.0,138.0,0.040743,0.054305,14.0,98.0,78.0,19.0,fitness,(0.008550958564286084),fitnesses,(0.0,1.1032042915837337,248.10843515512528,)
