Surrogate,generation,0,mu,100,lambda,25
	652.0,4408.0,741.0,0.140561,0.199164,11.0,197.0,170.0,0.0,fitness,(-0.00744572268115809),fitnesses,(0.0,-0.2477924144621603,496.7798536536487,)
	4717.0,660.0,1981.0,0.062227,0.01569,131.0,104.0,164.0,1.0,fitness,(1.0039248791604793),fitnesses,(1.0,1.107916784631084,715.4288685831627,)
	710.0,3216.0,1718.0,0.114028,0.03668,191.0,159.0,76.0,2.0,fitness,(0.00436028091408697),fitnesses,(0.0,1.047604472135843,611.5763807271461,)
	4495.0,4012.0,2261.0,0.04409,0.159547,79.0,66.0,91.0,3.0,fitness,(0.008687672153314584),fitnesses,(0.0,0.8715689926102016,2.8017772787433137,)
	4273.0,3497.0,3761.0,0.093213,0.225749,70.0,145.0,144.0,4.0,fitness,(0.004026655614050876),fitnesses,(0.0,1.0974534615888125,694.7879001837248,)
	2616.0,1834.0,4834.0,0.024853,0.208088,132.0,94.0,196.0,5.0,fitness,(0.004045917462661594),fitnesses,(0.0,1.061599135183886,657.0073889177265,)
	3490.0,1850.0,3958.0,0.121585,0.079916,59.0,176.0,90.0,6.0,fitness,(0.00040980890628362215),fitnesses,(0.0,1.076637589933122,1035.6566993047597,)
	347.0,4803.0,862.0,0.179684,0.067413,127.0,164.0,181.0,7.0,fitness,(-0.004253993612098222),fitnesses,(0.0,-0.055743604949752536,369.65575626006967,)
	3012.0,1966.0,3872.0,0.009462,0.037992,147.0,93.0,37.0,8.0,fitness,(-0.0031523347313044715),fitnesses,(0.0,1.141993720476097,1457.227193606544,)
	1817.0,1401.0,1221.0,0.213764,0.227506,60.0,171.0,155.0,9.0,fitness,(0.0016317929306925005),fitnesses,(0.0,0.6563760489378875,493.1967558686374,)
	2512.0,1334.0,3140.0,0.082212,0.156992,26.0,47.0,194.0,10.0,fitness,(0.010095176080137349),fitnesses,(0.0,1.1499298936719642,140.41228565822945,)
	2473.0,3283.0,3864.0,0.241764,0.05679,108.0,4.0,152.0,11.0,fitness,(0.010083065233382352),fitnesses,(0.0,1.0603810058057659,52.07448246753068,)
	3887.0,3270.0,830.0,0.101542,0.240518,24.0,5.0,72.0,12.0,fitness,(0.009134520236602581),fitnesses,(0.0,1.2144766636512931,301.0246399910351,)
	3987.0,409.0,3154.0,0.012227,0.033102,144.0,12.0,177.0,13.0,fitness,(1.009197632074964),fitnesses,(1.0,1.6850569486189382,765.2937411225253,)
	4333.0,4714.0,3241.0,0.229293,0.091345,20.0,108.0,58.0,14.0,fitness,(-0.00688852584511938),fitnesses,(0.0,0.03234933521702703,721.201919728965,)
