Parameters,986,4226,2566,0.131268,0.242459,131,104,146,Fitnesses,10,0,177.951004,Iterations,1000
Parameters,1854,52,4192,0.220053,0.221853,96,39,22,Fitnesses,34,1,758.684021,Iterations,1000
Parameters,730,1795,3527,0.199920,0.161568,138,60,109,Fitnesses,121,2,729.106995,Iterations,1000
Parameters,3844,4862,1321,0.114155,0.122711,116,192,86,Fitnesses,13,0,843.020020,Iterations,1000
Parameters,811,4307,3977,0.173997,0.122165,65,189,23,Fitnesses,30,0,253.376999,Iterations,1000
Parameters,4649,4187,3037,0.182524,0.130297,72,147,15,Fitnesses,15,1,835.161011,Iterations,1000
Parameters,3138,4228,4683,0.222391,0.056842,61,126,9,Fitnesses,27,0,591.664978,Iterations,1000
Parameters,2480,3975,961,0.130953,0.131792,171,128,171,Fitnesses,17,0,403.548004,Iterations,1000
Parameters,1959,2808,1040,0.049918,0.014943,188,182,195,Fitnesses,56,0,432.618988,Iterations,1000
Parameters,1200,3164,3404,0.211781,0.070085,31,195,146,Fitnesses,31,0,407.324005,Iterations,1000
Parameters,3533,2200,2392,0.035752,0.197209,65,64,146,Fitnesses,18,1,256.708008,Iterations,1000
Parameters,404,3450,4243,0.096763,0.083218,160,145,37,Fitnesses,199,2,2337.547119,Iterations,1000
Parameters,2205,2346,1268,0.041135,0.116261,4,152,62,Fitnesses,29,0,372.384003,Iterations,1000
Parameters,4637,1436,1639,0.014326,0.052680,16,12,42,Fitnesses,96,2,48.882999,Iterations,1000
Parameters,2313,2003,1930,0.018761,0.065253,163,68,190,Fitnesses,157,2,177.330994,Iterations,1000
Parameters,1331,4561,577,0.215651,0.116505,125,149,44,Fitnesses,18,0,298.251007,Iterations,1000
Parameters,1586,1788,3401,0.198577,0.160464,92,174,54,Fitnesses,21,0,479.286987,Iterations,1000
Parameters,713,2915,4920,0.043044,0.201775,132,126,177,Fitnesses,18,0,139.809998,Iterations,1000
Parameters,2846,285,50,0.161176,0.198557,18,136,77,Fitnesses,25,1,501.552002,Iterations,1000
Parameters,101,3620,2711,0.074919,0.169711,66,147,172,Fitnesses,21,0,80.505997,Iterations,1000
Parameters,530,2512,1513,0.141699,0.175841,160,113,184,Fitnesses,77,1,530.551025,Iterations,1000
Parameters,4732,1686,571,0.235581,0.123587,102,26,134,Fitnesses,22,1,200.850998,Iterations,1000
Parameters,1270,4735,3182,0.040793,0.000807,110,70,180,Fitnesses,38,0,178.626999,Iterations,1000
Parameters,2149,2582,1513,0.070242,0.001868,160,166,145,Fitnesses,135,0,511.769989,Iterations,1000
Parameters,2711,2918,3334,0.241574,0.143331,87,158,128,Fitnesses,17,0,639.151978,Iterations,1000
Parameters,1517,1810,393,0.189316,0.212835,155,6,162,Fitnesses,32,1,101.126999,Iterations,1000
Parameters,3264,3371,426,0.185995,0.166484,30,13,163,Fitnesses,18,0,103.884003,Iterations,1000
Parameters,652,4378,436,0.220068,0.221089,15,23,53,Fitnesses,11,0,94.000000,Iterations,1000
Parameters,775,3496,2943,0.219361,0.103745,169,134,155,Fitnesses,30,0,207.690994,Iterations,1000
Parameters,2750,1075,4989,0.035836,0.249051,27,190,195,Fitnesses,17,1,558.745972,Iterations,1000
Parameters,1534,69,4605,0.025094,0.065414,200,126,86,Fitnesses,98,1,543.197998,Iterations,1000
Parameters,5000,1642,1294,0.246892,0.121636,185,136,200,Fitnesses,24,1,1184.797974,Iterations,1000
Parameters,3365,3915,4836,0.250000,0.129100,83,59,113,Fitnesses,15,0,313.421997,Iterations,1000
Parameters,3588,2633,4225,0.122024,0.250000,55,152,35,Fitnesses,15,1,642.203003,Iterations,1000
Parameters,3410,4552,1898,0.136720,0.093373,200,36,83,Fitnesses,23,0,209.473007,Iterations,1000
Parameters,2589,1245,5000,0.043749,0.250000,200,103,137,Fitnesses,16,1,296.378998,Iterations,1000
Parameters,2731,3418,2960,0.250000,0.005983,179,148,52,Fitnesses,82,0,882.950989,Iterations,1000
Parameters,730,1795,3527,0.199920,0.250000,138,60,200,Fitnesses,101,2,854.250000,Iterations,1000
Parameters,3654,1140,1712,0.250000,0.050001,21,174,101,Fitnesses,31,1,1108.176025,Iterations,1000
Parameters,5000,3490,1447,0.250000,0.076970,138,200,200,Fitnesses,24,1,1381.036987,Iterations,1000
Parameters,3083,1111,1575,0.250000,0.009719,9,200,17,Fitnesses,52,1,872.887024,Iterations,1000
Parameters,2313,2003,1930,0.018761,0.065253,163,145,190,Fitnesses,44,1,352.475006,Iterations,1000
Parameters,2288,2542,4070,0.028488,0.178716,74,24,120,Fitnesses,50,1,1623.291016,Iterations,1000
Parameters,106,3252,5000,0.201017,0.121192,85,41,81,Fitnesses,94,2,712.096008,Iterations,1000
Parameters,2521,2597,1067,0.202083,0.030167,160,91,60,Fitnesses,37,0,395.489014,Iterations,1000
Parameters,306,5000,5000,0.215689,0.069862,74,89,153,Fitnesses,26,0,121.473999,Iterations,1000
Parameters,5000,155,1708,0.025724,0.187458,50,44,155,Fitnesses,38,1,231.223999,Iterations,1000
Parameters,1816,2678,1089,0.089572,0.109360,35,68,113,Fitnesses,24,0,179.136002,Iterations,1000
Parameters,4169,371,4239,0.084755,0.091602,141,200,33,Fitnesses,48,1,1970.166992,Iterations,1000
Parameters,429,668,4000,0.038543,0.096110,124,143,27,Fitnesses,171,1,12378.022461,Iterations,1000
Parameters,303,5000,3165,0.181696,0.027798,121,49,200,Fitnesses,147,2,503.429993,Iterations,1000
Parameters,2457,5000,2553,0.054912,0.048844,80,29,118,Fitnesses,27,0,162.141006,Iterations,1000
Parameters,1683,444,5000,0.066142,0.113178,22,120,73,Fitnesses,43,1,356.063995,Iterations,1000
Parameters,849,5000,5000,0.105333,0.069944,200,166,200,Fitnesses,18,0,239.365005,Iterations,1000
Parameters,1932,4791,3132,0.250000,0.138458,171,4,81,Fitnesses,38,1,1620.100952,Iterations,1000
Parameters,5000,2230,2785,0.250000,0.009719,18,200,17,Fitnesses,61,1,1687.250977,Iterations,1000
Parameters,730,1795,3527,0.250000,0.161568,200,60,109,Fitnesses,117,2,1088.009033,Iterations,1000
Parameters,3098,2153,3264,0.250000,0.023791,197,4,149,Fitnesses,86,6,21.371000,Iterations,1000
Parameters,614,2678,5000,0.250000,0.244294,135,90,75,Fitnesses,18,0,119.401001,Iterations,1000
Parameters,11,5000,5000,0.250000,0.059310,200,200,102,Fitnesses,13,0,93.837997,Iterations,1000
Parameters,528,4760,663,0.041963,0.018085,141,146,200,Fitnesses,54,0,163.837006,Iterations,1000
Parameters,3621,4366,1540,0.017424,0.052019,60,40,99,Fitnesses,29,0,216.587006,Iterations,1000
Parameters,98,3892,1486,0.250000,0.057210,81,88,200,Fitnesses,126,2,343.701996,Iterations,1000
Parameters,1298,2112,638,0.250000,0.014300,79,163,16,Fitnesses,82,0,512.096008,Iterations,1000
Parameters,4511,4429,141,0.096810,0.013994,178,12,196,Fitnesses,37,1,132.214996,Iterations,1000
Parameters,4511,4755,141,0.096810,0.027664,100,12,196,Fitnesses,27,0,138.656998,Iterations,1000
Parameters,1683,950,5000,0.066142,0.113178,22,200,132,Fitnesses,35,1,479.570007,Iterations,1000
Parameters,1145,5000,5000,0.250000,0.027798,200,97,200,Fitnesses,159,2,1385.854980,Iterations,1000
Parameters,5000,2230,2785,0.250000,0.021560,18,200,17,Fitnesses,48,1,1656.464966,Iterations,1000
Parameters,4511,4429,296,0.096810,0.027823,178,12,196,Fitnesses,31,1,130.608002,Iterations,1000
Parameters,303,4828,3165,0.181696,0.027798,121,49,200,Fitnesses,137,2,510.673004,Iterations,1000
Parameters,5000,2230,5000,0.250000,0.009719,18,200,17,Fitnesses,72,1,2048.560059,Iterations,1000
Parameters,1890,4484,4724,0.205575,0.005678,146,21,177,Fitnesses,142,2,271.799988,Iterations,1000
Parameters,1334,4947,1899,0.023564,0.006235,104,37,117,Fitnesses,81,0,140.445007,Iterations,1000
Parameters,1110,2642,4545,0.161846,0.138405,200,53,71,Fitnesses,33,0,123.914001,Iterations,1000
Parameters,2567,3377,5000,0.250000,0.022769,115,102,195,Fitnesses,47,0,596.767029,Iterations,1000
Parameters,1890,4484,4724,0.205575,0.012185,146,21,200,Fitnesses,151,2,299.606995,Iterations,1000
Parameters,1270,4735,5000,0.137645,0.000807,200,139,180,Fitnesses,737,2,1604.034058,Iterations,1000
Parameters,715,3078,5000,0.212386,0.152661,76,38,200,Fitnesses,113,2,476.121002,Iterations,1000
Parameters,1376,2177,2296,0.020564,0.049156,144,49,169,Fitnesses,145,1,1260.770020,Iterations,1000
Parameters,1898,1599,3626,0.250000,0.061450,126,23,178,Fitnesses,45,1,154.382004,Iterations,1000
Parameters,5000,2230,2785,0.250000,0.009719,39,200,34,Fitnesses,48,1,1784.542969,Iterations,1000
Parameters,426,5000,4097,0.105333,0.018240,198,165,200,Fitnesses,301,2,2113.150879,Iterations,1000
Parameters,1898,2875,1948,0.235876,0.027738,61,13,178,Fitnesses,116,1,193.345993,Iterations,1000
Parameters,708,1254,1810,0.034721,0.125702,75,20,113,Fitnesses,68,1,730.966980,Iterations,1000
Parameters,3162,4010,4974,0.201285,0.059783,140,27,127,Fitnesses,42,0,177.240005,Iterations,1000
Parameters,5000,2230,2785,0.250000,0.009719,37,200,17,Fitnesses,81,1,2007.003052,Iterations,1000
Parameters,2464,4735,5000,0.089909,0.000807,110,70,180,Fitnesses,887,6,1693.681030,Iterations,1000
Parameters,2457,5000,4763,0.106785,0.048844,80,29,200,Fitnesses,91,1,900.166016,Iterations,1000
Parameters,303,4828,3165,0.181696,0.027798,121,163,200,Fitnesses,150,2,1196.427002,Iterations,1000
Parameters,3824,5000,4724,0.205575,0.011559,200,21,177,Fitnesses,37,0,191.334000,Iterations,1000
Parameters,3824,5000,5000,0.205575,0.011559,200,21,177,Fitnesses,473,6,1834.753052,Iterations,1000
Parameters,688,5000,3031,0.164678,0.008205,12,200,10,Fitnesses,512,2,2204.711914,Iterations,1000
Parameters,1270,5000,5000,0.072636,0.003177,200,142,200,Fitnesses,1000,4,1658.046997,Iterations,1000
Parameters,1022,178,5000,0.250000,0.000244,8,134,56,Fitnesses,38,1,134.727005,Iterations,1000
Parameters,1270,5000,5000,0.153905,0.003355,200,142,180,Fitnesses,389,0,1653.994995,Iterations,1000
Parameters,378,4239,2552,0.185100,0.014900,6,200,10,Fitnesses,46,0,172.699997,Iterations,1000
Parameters,303,5000,5000,0.181696,0.027798,121,49,200,Fitnesses,156,2,718.533997,Iterations,1000
Parameters,1270,5000,5000,0.085169,0.000807,200,151,180,Fitnesses,1000,8,1926.285034,Iterations,1000
Parameters,303,5000,3165,0.181696,0.027798,121,49,200,Fitnesses,155,2,497.881012,Iterations,1000
Parameters,9,1243,5000,0.128671,0.129406,39,29,13,Fitnesses,37,1,11963.623047,Iterations,1000
Parameters,426,5000,4097,0.105333,0.032044,198,200,200,Fitnesses,26,0,186.835999,Iterations,1000
Parameters,1890,4484,5000,0.250000,0.012185,146,21,200,Fitnesses,131,2,274.638000,Iterations,1000
Parameters,303,4828,3165,0.250000,0.027798,121,49,200,Fitnesses,118,2,591.414001,Iterations,1000
Parameters,1270,4735,3182,0.072636,0.000807,200,135,180,Fitnesses,1000,7,1450.704956,Iterations,1000
Parameters,2149,2582,1513,0.070242,0.003714,160,166,145,Fitnesses,113,0,506.062012,Iterations,1000
Parameters,1270,5000,3182,0.072636,0.001475,200,142,180,Fitnesses,1000,9,1475.313965,Iterations,1000
Parameters,9,1243,5000,0.250000,0.129406,74,29,29,Fitnesses,39,1,11089.981445,Iterations,1000
Parameters,1270,4735,5000,0.040793,0.000807,200,70,200,Fitnesses,1000,1,3726.100098,Iterations,1000
Parameters,1270,5000,5000,0.072636,0.001723,200,200,180,Fitnesses,226,0,412.572998,Iterations,1000
Parameters,1270,5000,5000,0.085169,0.000807,200,126,200,Fitnesses,1000,7,1573.556030,Iterations,1000
Parameters,4066,5000,5000,0.250000,0.011960,200,4,49,Fitnesses,1000,3,8675.990234,Iterations,1000
Parameters,378,4239,2864,0.083405,0.018458,6,200,10,Fitnesses,53,0,163.511002,Iterations,1000
Parameters,1270,5000,3182,0.072636,0.002808,200,200,200,Fitnesses,99,0,378.364014,Iterations,1000
