['undersample', 0.05, 44, 0.8231850117096019, [0.05, 0.8231850117096019]]
['undersample', 0.1, 89, 0.7589616810877626, [0.05, 0.8231850117096019]]
['undersample', 0.25, 224, 0.7804154302670623, [0.05, 0.8231850117096019]]
['undersample', 0.5, 449, 0.9131403118040089, [0.5, 0.9131403118040089]]
['undersample', 0.75, 673, 0.8755555555555555, [0.5, 0.9131403118040089]]
