['undersample', 0.05, 19, 0.8186666666666667, [0.05, 0.8186666666666667]]
['undersample', 0.1, 39, 0.8, [0.05, 0.8186666666666667]]
['undersample', 0.25, 98, 0.8581081081081081, [0.25, 0.8581081081081081]]
['undersample', 0.5, 197, 0.8426395939086294, [0.25, 0.8581081081081081]]
['undersample', 0.75, 295, 0.8080808080808081, [0.25, 0.8581081081081081]]
