['undersample', 0.05, 7, 0.460431654676259, [0.05, 0.460431654676259]]
['undersample', 0.1, 14, 0.5303030303030303, [0.1, 0.5303030303030303]]
['undersample', 0.25, 36, 0.7363636363636363, [0.25, 0.7363636363636363]]
['undersample', 0.5, 73, 0.726027397260274, [0.25, 0.7363636363636363]]
['undersample', 0.75, 109, 0.7297297297297297, [0.25, 0.7363636363636363]]
