['undersample', 0.05, 7, 0.7350993377483444, [0.05, 0.7350993377483444]]
['undersample', 0.1, 15, 0.6923076923076923, [0.05, 0.7350993377483444]]
['undersample', 0.25, 39, 0.6722689075630253, [0.05, 0.7350993377483444]]
['undersample', 0.5, 79, 0.8354430379746836, [0.5, 0.8354430379746836]]
['undersample', 0.75, 118, 0.825, [0.5, 0.8354430379746836]]
