10,simulation_ga_cont_fitness_total_time,17:14:26.943845,start,2019-03-25 18:24:11.489112,finish,2019-03-26 11:38:38.432957
10,simulation_ga_discrete_fitness_total_time,22:43:22.865347,start,2019-03-26 11:38:38.433392,finish,2019-03-27 10:22:01.298739
