Surrogate,generation,0,mu,100,lambda,25
	2687.0,3325.0,1637.0,0.185877,0.121017,118.0,166.0,49.0,0.0,fitness,(0.006890453835394143),fitnesses,(13.1492023713463,-0.053908749637033536,571.966103958182,)
	878.0,2788.0,2802.0,0.230824,0.22251,155.0,52.0,160.0,1.0,fitness,(0.046625033405346857),fitnesses,(41.70375493620338,0.7869364010668605,294.80855415251284,)
	1959.0,4895.0,551.0,0.026427,0.135705,109.0,38.0,172.0,2.0,fitness,(0.015519468603642547),fitnesses,(17.63369760623749,0.07789498209777129,289.31788235726566,)
	2115.0,3093.0,4365.0,0.038157,0.133069,63.0,134.0,15.0,3.0,fitness,(0.012458396588723752),fitnesses,(12.139230912599132,-0.029405365575768838,-61.32193318823086,)
	3254.0,269.0,1378.0,0.14815,0.116009,164.0,148.0,84.0,4.0,fitness,(0.044499347198733684),fitnesses,(47.185363429316574,0.9745475460028853,1243.1491690611742,)
	3114.0,2412.0,2290.0,0.17507,0.23756,99.0,103.0,37.0,5.0,fitness,(0.010316229663737724),fitnesses,(5.571812490101567,0.8958517938916793,421.41007652806366,)
	4865.0,4420.0,3067.0,0.177004,0.243084,103.0,66.0,122.0,6.0,fitness,(0.01775763802258765),fitnesses,(12.674594418411722,1.0280579901658333,519.7536297482404,)
	4092.0,2494.0,3066.0,0.065366,0.158046,144.0,189.0,130.0,7.0,fitness,(0.019943743011357068),fitnesses,(17.62521843992785,1.0674421736185251,835.5897164756032,)
	3290.0,1543.0,4099.0,0.040709,0.02677,136.0,84.0,14.0,8.0,fitness,(0.043298028913086505),fitnesses,(49.28762420505765,0.9151747768194918,1514.134306016606,)
	3695.0,3221.0,4651.0,0.179392,0.191479,192.0,92.0,26.0,9.0,fitness,(0.005348435414546142),fitnesses,(-10.912826853375986,0.9128779497859322,-713.2482770062807,)
	1996.0,962.0,2849.0,0.105551,0.126418,80.0,177.0,76.0,10.0,fitness,(0.029971167702512548),fitnesses,(28.181393756450127,1.007809293251291,828.8318986450485,)
	1155.0,1490.0,3995.0,0.056579,0.08306,117.0,198.0,41.0,11.0,fitness,(0.024257828840749902),fitnesses,(38.481637344283286,-0.19993986300050368,1222.4409873528352,)
	2904.0,2692.0,2488.0,0.09986,0.209566,69.0,94.0,172.0,12.0,fitness,(0.022140127546660802),fitnesses,(14.399744504054663,0.9095676113001233,135.52930703950926,)
	3629.0,3884.0,1468.0,0.00123,0.140585,20.0,159.0,151.0,13.0,fitness,(0.010992735350526932),fitnesses,(12.23918129028393,0.2585695244811468,383.2141184568467,)
	3387.0,1419.0,1613.0,0.016704,0.06207,59.0,151.0,131.0,14.0,fitness,(0.06522493029722091),fitnesses,(60.08418784133267,1.060200359371855,546.1261137830313,)
	635.0,3842.0,773.0,0.215441,0.147323,165.0,177.0,116.0,15.0,fitness,(0.041135178428662926),fitnesses,(41.03779321340825,0.08195433112498907,72.21580959952173,)
	1232.0,4351.0,150.0,0.231105,0.040279,74.0,48.0,101.0,16.0,fitness,(-0.007180166278309545),fitnesses,(-8.644728219863552,0.2012325664431509,54.776372287750114,)
	1300.0,4841.0,2544.0,0.028531,0.241724,177.0,47.0,75.0,17.0,fitness,(0.0157528013489596),fitnesses,(5.479921323866833,0.1238618992566177,-903.4261032526592,)
	3324.0,1249.0,4527.0,0.029733,0.23625,68.0,32.0,52.0,18.0,fitness,(0.02294032692123902),fitnesses,(28.82375840110887,1.3188188336837934,1907.161981670778,)
	692.0,2133.0,515.0,0.12236,0.186396,73.0,46.0,187.0,19.0,fitness,(0.0462725008995949),fitnesses,(41.904673161608144,0.6906780455162768,253.89527171760176,)
	2332.0,1158.0,386.0,0.116776,0.149234,6.0,122.0,168.0,20.0,fitness,(0.037062449736359686),fitnesses,(33.2132595469821,0.9724021114110496,587.483092473291,)
