Surrogate,generation,0,mu,100,lambda,25
	3068.0,2043.0,986.0,0.20805,0.175428,164.0,161.0,11.0,0.0,fitness,(0.008970449811972593),fitnesses,(6.038395899330711,0.943922017948429,650.7166266842407,)
	2790.0,4290.0,1264.0,0.057305,0.037275,179.0,11.0,179.0,1.0,fitness,(0.07855032113746553),fitnesses,(75.33398957175822,0.8807844813308574,559.151324760126,)
	2286.0,4753.0,3002.0,0.179782,0.108512,116.0,53.0,179.0,2.0,fitness,(0.009713773983784391),fitnesses,(10.107206313311202,0.29318947720786187,332.53271016054305,)
	2810.0,4301.0,4311.0,0.125214,0.093917,22.0,31.0,122.0,3.0,fitness,(0.010578737683068024),fitnesses,(14.366693242229367,0.14664998031844184,525.4455362345761,)
	1048.0,4357.0,2365.0,0.063353,0.119899,110.0,171.0,140.0,4.0,fitness,(0.016348348568929742),fitnesses,(17.14508504196199,0.0312930798161761,110.96672711940113,)
	3866.0,4618.0,3421.0,0.046375,0.068015,129.0,14.0,126.0,5.0,fitness,(0.07047671136946074),fitnesses,(72.96088110987566,0.664550157422923,912.9671314644144,)
	1009.0,4154.0,4860.0,0.065314,0.105219,73.0,27.0,23.0,6.0,fitness,(-0.08094330784096042),fitnesses,(27.442961510437833,0.7451943505047197,11583.821285644544,)
	3563.0,3621.0,4367.0,0.227486,0.15734,163.0,106.0,15.0,7.0,fitness,(0.012309215989670818),fitnesses,(1.0146738392596135,0.3031746433948799,-826.2795716462405,)
	118.0,4496.0,122.0,0.131702,0.003918,58.0,87.0,197.0,8.0,fitness,(0.11371840680045334),fitnesses,(115.17377622543327,0.29378999992853094,439.32694242652474,)
	3050.0,3588.0,3155.0,0.043171,0.058571,129.0,190.0,133.0,9.0,fitness,(0.036737521345277545),fitnesses,(42.7789761230138,-0.0012648162131138618,602.8806615605113,)
	2133.0,290.0,123.0,0.248299,0.164735,94.0,170.0,155.0,10.0,fitness,(0.042332729147482),fitnesses,(36.39667091701256,0.9547546351717893,361.1488121248448,)
	3245.0,93.0,1006.0,0.121157,0.16069,4.0,19.0,184.0,11.0,fitness,(0.053467373653685556),fitnesses,(45.64054826891015,1.0322337193915536,249.55118091401346,)
	2554.0,3310.0,417.0,0.241355,0.083226,98.0,50.0,154.0,12.0,fitness,(0.023648184798637315),fitnesses,(23.89828759137382,0.0754418119192268,100.4520911928769,)
	4933.0,3396.0,2433.0,0.114312,0.043916,191.0,149.0,90.0,13.0,fitness,(0.02078315435862543),fitnesses,(17.248086726587534,0.9294809328134158,575.9741696096266,)
	3918.0,4828.0,1940.0,0.068174,0.195423,65.0,77.0,81.0,14.0,fitness,(0.007077080541130066),fitnesses,(7.813621942636214,0.002137629663108903,75.79176981372377,)
