Surrogate,generation,0,mu,100,lambda,25
	1388.0,196.0,2365.0,0.246381,0.007259,123.0,190.0,6.0,0.0,fitness,(-0.03326300214961324),fitnesses,(0.0,1.2379055874798162,4564.20580244114,)
	1435.0,406.0,4800.0,0.065968,0.076472,142.0,7.0,69.0,1.0,fitness,(0.9624600632664437),fitnesses,(1.0,2.2750924321454438,6029.086105501084,)
	1228.0,316.0,156.0,0.101944,0.044287,29.0,177.0,27.0,2.0,fitness,(-0.003634704022021979),fitnesses,(0.0,0.08421120508165875,447.68160728385664,)
	4706.0,2749.0,2716.0,0.217194,0.175708,95.0,183.0,39.0,3.0,fitness,(-0.0031257786321892984),fitnesses,(0.0,0.7509743030715225,1063.5521662904523,)
	4929.0,631.0,4288.0,0.123058,0.130426,62.0,26.0,17.0,4.0,fitness,(0.9828476126657836),fitnesses,(1.0,1.322572697785186,3037.8114312068433,)
	4949.0,1228.0,793.0,0.013942,0.217722,170.0,27.0,115.0,5.0,fitness,(0.007474929973652677),fitnesses,(0.0,1.1608597165324137,413.36671916714613,)
	3828.0,3294.0,3182.0,0.231908,0.084404,48.0,69.0,68.0,6.0,fitness,(0.0028146158767094393),fitnesses,(0.0,0.6698761523835569,388.414564712613,)
	177.0,930.0,2860.0,0.164954,0.183872,18.0,5.0,168.0,7.0,fitness,(0.014060816649166086),fitnesses,(0.0,1.5172053794495404,111.12371453293187,)
	1017.0,4606.0,4433.0,0.13813,0.091818,172.0,25.0,127.0,8.0,fitness,(-0.001151633492504977),fitnesses,(0.0,1.6051802078134196,1720.3435570639174,)
	1662.0,4280.0,383.0,0.16377,0.146734,66.0,107.0,161.0,9.0,fitness,(-0.004478874801413417),fitnesses,(0.0,-0.252840197701623,195.04728243971863,)
	4328.0,494.0,4838.0,0.069778,0.111392,103.0,91.0,182.0,10.0,fitness,(-0.0014683984311468258),fitnesses,(0.0,0.9210857699765482,1067.9256130912308,)
	706.0,2016.0,3743.0,0.067011,0.243662,43.0,87.0,37.0,11.0,fitness,(-0.004335983549260737),fitnesses,(0.0,0.4427511510835764,876.34950600965,)
	1144.0,3663.0,4983.0,0.118557,0.247623,129.0,96.0,84.0,12.0,fitness,(-0.008224132707846865),fitnesses,(0.0,-0.28209242621973074,540.3208445649557,)
	1331.0,2688.0,670.0,0.057669,0.243268,69.0,67.0,134.0,13.0,fitness,(-0.004639584777192886),fitnesses,(0.0,-0.3557264891491191,108.23198857016952,)
	627.0,1652.0,310.0,0.06146,0.194245,178.0,80.0,71.0,14.0,fitness,(0.001829827577034687),fitnesses,(0.0,0.45383170411957774,270.8489464161091,)
	1230.0,1862.0,3690.0,0.084302,0.024292,123.0,3.0,95.0,15.0,fitness,(1.023146562675204),fitnesses,(1.0,4.708777824246671,2394.121556726269,)
	1006.0,1368.0,2815.0,0.002796,0.041513,146.0,91.0,60.0,16.0,fitness,(1.0039493268146094),fitnesses,(1.0,1.6605208790712678,1265.5881976103442,)
	3027.0,456.0,924.0,0.029073,0.030997,97.0,135.0,160.0,17.0,fitness,(1.0072332346682613),fitnesses,(1.0,1.1108694851525436,387.5460183264076,)
	4274.0,234.0,496.0,0.175631,0.041805,178.0,101.0,34.0,18.0,fitness,(0.9918782104104834),fitnesses,(1.0,1.0291361862414106,1841.3151451930653,)
	4104.0,1971.0,2209.0,0.04579,0.183083,52.0,81.0,119.0,19.0,fitness,(0.006168421101240498),fitnesses,(0.0,0.932298222406715,315.45611228266523,)
	3061.0,4703.0,2244.0,0.02994,0.139868,101.0,112.0,51.0,20.0,fitness,(-0.0029478412784438826),fitnesses,(0.0,-0.22779588905934176,66.98823878504648,)
	2852.0,2582.0,3880.0,0.223126,0.104251,102.0,110.0,129.0,21.0,fitness,(-0.0004434573060614136),fitnesses,(0.0,0.5970825675142589,641.4282981204002,)
	1878.0,4483.0,467.0,0.12831,0.227947,163.0,108.0,190.0,22.0,fitness,(-0.004840000115940785),fitnesses,(0.0,-0.2592445203373148,224.75549125676363,)
	1517.0,1363.0,2669.0,0.218287,0.053612,43.0,22.0,60.0,23.0,fitness,(1.0714475083859782),fitnesses,(1.0,7.173999768236235,29.248929638412914,)
	1211.0,757.0,355.0,0.090446,0.05378,75.0,92.0,148.0,24.0,fitness,(0.009216670353941534),fitnesses,(0.0,1.0306588989257992,108.99186353164572,)
	473.0,2734.0,1531.0,0.115466,0.234189,92.0,172.0,83.0,25.0,fitness,(-0.003997185123917229),fitnesses,(0.0,-0.24857406662841453,151.1444457633084,)
