Surrogate,generation,0,mu,100,lambda,25
	2637.0,1542.0,2673.0,0.098762,0.213096,176.0,35.0,29.0,0.0,fitness,(-0.0475679179320783),fitnesses,(0.0,0.7986881159441045,5555.4799091519335,)
	27.0,4709.0,2354.0,0.194468,0.095154,131.0,36.0,37.0,1.0,fitness,(1.007985407825937),fitnesses,(1.0,2.5302542821654455,1731.7134995717468,)
	1684.0,4502.0,979.0,0.114587,0.067528,165.0,136.0,45.0,2.0,fitness,(-0.0066463969850263874),fitnesses,(0.0,-0.43891701413227496,225.72268437036368,)
	3992.0,2554.0,1677.0,0.039296,0.066553,113.0,158.0,150.0,3.0,fitness,(0.004156508182156177),fitnesses,(0.0,0.9662505509790477,550.59973276343,)
	2637.0,1458.0,1661.0,0.176515,0.03711,190.0,129.0,8.0,4.0,fitness,(0.9892935631334844),fitnesses,(1.0,1.0242365662492434,2094.880252900803,)
	2415.0,4226.0,2656.0,0.089591,0.234091,44.0,18.0,152.0,5.0,fitness,(-0.0016252207935632276),fitnesses,(0.0,0.04540517042391737,207.92724978024012,)
	457.0,4807.0,4658.0,0.067738,0.076193,8.0,196.0,147.0,6.0,fitness,(-0.005218593206146875),fitnesses,(0.0,-0.1437179342542517,378.1413863604358,)
	3669.0,4597.0,1112.0,0.100891,0.194082,186.0,172.0,95.0,7.0,fitness,(-0.009458417741921075),fitnesses,(0.0,-0.39192309249508067,553.9186816970267,)
	2062.0,734.0,3636.0,0.140301,0.212244,122.0,86.0,123.0,8.0,fitness,(0.006559049430672327),fitnesses,(0.0,0.9612784258051027,305.37348273787,)
	248.0,3932.0,704.0,0.211139,0.064534,49.0,190.0,65.0,9.0,fitness,(-0.0001789029293992445),fitnesses,(0.0,0.3544205286433878,372.31082158331225,)
	234.0,2549.0,3397.0,0.106852,0.248514,151.0,129.0,86.0,10.0,fitness,(-0.0014805186858858925),fitnesses,(0.0,0.40562462240670605,553.6764909952952,)
	610.0,2139.0,1107.0,0.181823,0.067416,149.0,60.0,152.0,11.0,fitness,(1.0055168712841291),fitnesses,(1.0,0.8469503322425787,295.2632038296586,)
	2971.0,3844.0,4169.0,0.169535,0.120079,101.0,150.0,134.0,12.0,fitness,(-0.008207797778272068),fitnesses,(0.0,-0.32329799241059987,497.48178541660684,)
	730.0,1886.0,787.0,0.103591,0.069013,42.0,43.0,168.0,13.0,fitness,(0.011159550793897539),fitnesses,(0.0,1.1592789588559216,43.32387946616771,)
	3995.0,3636.0,1572.0,0.00544,0.16279,160.0,19.0,176.0,14.0,fitness,(0.003982140731266374),fitnesses,(0.0,0.7058988547040232,307.6847815773859,)
	1922.0,2990.0,1360.0,0.039361,0.227492,170.0,76.0,101.0,15.0,fitness,(-0.0024645464950036216),fitnesses,(0.0,-0.15539632543311163,91.05832406725054,)
	3060.0,2464.0,1411.0,0.12612,0.19095,188.0,82.0,94.0,16.0,fitness,(0.009075041278188947),fitnesses,(0.0,0.9413926344215232,33.88850660262858,)
	1468.0,3695.0,1167.0,0.227085,0.025948,17.0,56.0,187.0,17.0,fitness,(0.0006720795531867893),fitnesses,(0.0,0.22638572913162283,159.17777381294388,)
	1257.0,1916.0,2343.0,0.152679,0.127804,83.0,78.0,99.0,18.0,fitness,(0.008509242709330598),fitnesses,(0.0,0.9970115519955093,146.08728106244953,)
	517.0,3263.0,4543.0,0.203022,0.163346,51.0,194.0,142.0,19.0,fitness,(-0.003444199713239435),fitnesses,(0.0,0.03725163451255942,381.6716058365029,)
	1399.0,2549.0,2993.0,0.160375,0.128825,199.0,35.0,61.0,20.0,fitness,(0.9945981690006128),fitnesses,(1.0,1.5819224277493045,2122.1055276880247,)
	946.0,4161.0,862.0,0.23419,0.120188,155.0,34.0,16.0,21.0,fitness,(0.985800594496068),fitnesses,(1.0,0.3347140286332177,1754.654579026403,)
	2396.0,4110.0,2538.0,0.126704,0.01699,9.0,47.0,57.0,22.0,fitness,(0.000336993411195944),fitnesses,(0.0,0.0703882316118313,36.6888904922369,)
	1587.0,630.0,151.0,0.130953,0.206249,47.0,13.0,61.0,23.0,fitness,(0.011564225701730173),fitnesses,(0.0,1.4417564935888452,285.3339234158279,)
	2081.0,4563.0,282.0,0.213732,0.043333,86.0,5.0,31.0,24.0,fitness,(0.9998322946898843),fitnesses,(1.0,0.7152025203378872,731.9730513494419,)
	4487.0,3494.0,3478.0,0.128072,0.144586,23.0,79.0,142.0,25.0,fitness,(0.00651467346065804),fitnesses,(0.0,1.00193625549351,350.468909427706,)
	2212.0,1901.0,3189.0,0.044749,0.063746,162.0,135.0,83.0,26.0,fitness,(0.0046594472179543435),fitnesses,(0.0,0.6997832212814541,233.8384994860197,)
	4731.0,4333.0,4941.0,0.051241,0.084326,81.0,136.0,172.0,27.0,fitness,(-0.0014733584888012331),fitnesses,(0.0,0.4894726854596573,636.8085343397805,)
	2271.0,4774.0,1446.0,0.120699,0.12732,12.0,55.0,87.0,28.0,fitness,(-0.003287635243736961),fitnesses,(0.0,-0.19172561788876205,137.037906484934,)
	1017.0,3339.0,716.0,0.239613,0.221953,176.0,29.0,161.0,29.0,fitness,(-0.0024857974292787554),fitnesses,(0.0,-0.07493312940818472,173.6466135196908,)
