Surrogate,generation,0,mu,100,lambda,25
	4429.0,4856.0,3155.0,0.025215,0.091669,164.0,187.0,106.0,0.0,fitness,(-0.010479829166121392),fitnesses,(0.0,-0.28000168927655966,767.9812273355795,)
	3242.0,1677.0,561.0,0.151708,0.160269,191.0,168.0,144.0,1.0,fitness,(0.0038039958108839027),fitnesses,(0.0,0.913483369627187,533.0837885387967,)
	4352.0,957.0,1907.0,0.206386,0.061873,110.0,131.0,79.0,2.0,fitness,(-0.0027703609445812703),fitnesses,(0.0,0.99444354224848,1271.479636706607,)
	690.0,1621.0,2237.0,0.224331,0.193065,132.0,83.0,60.0,3.0,fitness,(0.008351786656695311),fitnesses,(0.0,0.9085106382523881,73.33197258285709,)
	2766.0,2358.0,2943.0,0.046648,0.021717,156.0,65.0,138.0,4.0,fitness,(1.0108263536545432),fitnesses,(1.0,1.5831657182021546,500.53035274783446,)
	4576.0,3164.0,2949.0,0.075769,0.15867,131.0,33.0,53.0,5.0,fitness,(-0.0020882186323498784),fitnesses,(0.0,1.039559445586592,1248.3813088215798,)
	2133.0,2327.0,3045.0,0.112439,0.199019,175.0,171.0,185.0,6.0,fitness,(-0.0037871972893975727),fitnesses,(0.0,0.039556772292873105,418.2765012326303,)
	393.0,4820.0,4545.0,0.106273,0.215754,60.0,141.0,189.0,7.0,fitness,(-0.005442448639764325),fitnesses,(0.0,-0.18052719771026896,363.71766626616346,)
	2578.0,1453.0,4326.0,0.073874,0.24886,137.0,170.0,174.0,8.0,fitness,(0.0016575885850374757),fitnesses,(0.0,0.8676126763090248,701.8538178052772,)
	2231.0,3810.0,3298.0,0.103179,0.237141,178.0,50.0,109.0,9.0,fitness,(-0.006690092786394022),fitnesses,(0.0,-0.24263656087134586,426.3727177680563,)
	3228.0,2972.0,629.0,0.182653,0.085215,154.0,100.0,81.0,10.0,fitness,(0.0028880913240622603),fitnesses,(0.0,0.5773478888657086,288.5387564594826,)
	568.0,1838.0,4946.0,0.001989,0.144197,80.0,61.0,104.0,11.0,fitness,(-0.002745490643796835),fitnesses,(0.0,1.210071991216444,1484.6210555961272,)
	1104.0,4350.0,2879.0,0.194056,0.048414,169.0,103.0,38.0,12.0,fitness,(-0.0028851448907963304),fitnesses,(0.0,0.3183053614843391,606.8198505639721,)
	4171.0,1043.0,4402.0,0.090332,0.24239,130.0,131.0,15.0,13.0,fitness,(0.0036874510145321953),fitnesses,(0.0,0.9171597173532698,548.4146159000503,)
	3510.0,754.0,3649.0,0.116232,0.168005,80.0,40.0,177.0,14.0,fitness,(0.005158208709966452),fitnesses,(0.0,0.9868922572852771,471.07138628863186,)
	2192.0,3336.0,2348.0,0.091967,0.197975,75.0,51.0,134.0,15.0,fitness,(-0.0014085148523885962),fitnesses,(0.0,-0.014536312564723819,126.31517267413578,)
	4433.0,2115.0,445.0,0.059385,0.052092,112.0,40.0,121.0,16.0,fitness,(0.009112358308278735),fitnesses,(0.0,1.1179836374816716,206.74780665379808,)
