Surrogate,generation,0,mu,100,lambda,25
	1225.0,4490.0,618.0,0.129706,0.218631,5.0,141.0,80.0,0.0,fitness,(-0.004668151159468888),fitnesses,(0.0,-0.28521394619570284,181.60116975118598,)
	2685.0,1269.0,2926.0,0.067172,0.125084,89.0,139.0,93.0,1.0,fitness,(0.0055601393189017275),fitnesses,(0.0,0.9304497728285155,374.43584093834266,)
	1679.0,3850.0,4974.0,0.194883,0.047883,134.0,91.0,100.0,2.0,fitness,(0.0028587277414075583),fitnesses,(0.0,0.5712558544975843,285.3830803568285,)
	4193.0,728.0,884.0,0.191816,0.050794,135.0,47.0,133.0,3.0,fitness,(0.00429385622627333),fitnesses,(0.0,1.0432284693972846,613.8428467699515,)
	741.0,2784.0,1298.0,0.24738,0.10741,34.0,178.0,22.0,4.0,fitness,(-0.004954588273976006),fitnesses,(0.0,-0.11146806619607744,383.9907612015231,)
	4601.0,565.0,2508.0,0.184475,0.189859,117.0,62.0,11.0,5.0,fitness,(0.005383454718295856),fitnesses,(0.0,1.1152533515672112,576.9078797376255,)
	3993.0,2109.0,1421.0,0.123175,0.100342,49.0,100.0,135.0,6.0,fitness,(0.005728884721548453),fitnesses,(0.0,0.9512681214784151,378.37964932356977,)
	2287.0,4702.0,666.0,0.213122,0.069338,91.0,134.0,31.0,7.0,fitness,(-0.007556664226999734),fitnesses,(0.0,-0.37023673573791904,385.42968696205435,)
	3991.0,2204.0,4230.0,0.032509,0.112203,123.0,87.0,21.0,8.0,fitness,(-0.002323838495035915),fitnesses,(0.0,0.8274321816540519,1059.8160311576432,)
	2790.0,3839.0,1873.0,0.005313,0.120449,121.0,54.0,40.0,9.0,fitness,(-0.0039932105186046875),fitnesses,(0.0,-0.21834795147135755,180.9731003891112,)
	2765.0,2258.0,3986.0,0.247178,0.209884,18.0,91.0,118.0,10.0,fitness,(0.0020452060397715558),fitnesses,(0.0,0.7755911034174678,571.0704994403122,)
	905.0,1353.0,1460.0,0.15858,0.030563,50.0,177.0,183.0,11.0,fitness,(0.0016999396279558081),fitnesses,(0.0,0.6854368326472366,515.4428698516558,)
	87.0,2668.0,4761.0,0.038949,0.016987,46.0,146.0,32.0,12.0,fitness,(0.000864871508091454),fitnesses,(0.0,1.790753989384811,1704.2668385756656,)
	3068.0,3176.0,3061.0,0.064909,0.15144,6.0,142.0,108.0,13.0,fitness,(-0.0021310952708186335),fitnesses,(0.0,0.1528052300670152,365.91475714887855,)
	2651.0,2817.0,4372.0,0.007857,0.180962,141.0,162.0,121.0,14.0,fitness,(-0.004471974920964409),fitnesses,(0.0,0.0004617382859652963,447.6592303824062,)
	2026.0,4852.0,2577.0,0.077448,0.16567,72.0,123.0,120.0,15.0,fitness,(-0.005928448871954499),fitnesses,(0.0,-0.2724754175180478,320.3694696774021,)
	4993.0,1655.0,2306.0,0.097109,0.030605,23.0,112.0,22.0,16.0,fitness,(0.0028986784574824374),fitnesses,(0.0,1.1705589903566322,880.6911446083885,)
	868.0,465.0,81.0,0.204676,0.040589,118.0,93.0,33.0,17.0,fitness,(0.010711096653479482),fitnesses,(0.0,1.528318553618671,457.2088882707229,)
	838.0,1626.0,1381.0,0.197714,0.019884,50.0,160.0,9.0,18.0,fitness,(-0.002016095062675022),fitnesses,(0.0,1.3137641664632487,1515.3736727307507,)
	1823.0,332.0,1861.0,0.146542,0.042794,183.0,92.0,30.0,19.0,fitness,(0.9948417926865069),fitnesses,(1.0,0.9772849369041212,1493.105668253437,)
