Surrogate,generation,0,mu,100,lambda,25
	2519.0,4542.0,4606.0,0.037785,0.106949,144.0,6.0,147.0,0.0,fitness,(-0.016052922530857702),fitnesses,(0.0,0.2596959054745348,1864.988158560305,)
	422.0,1263.0,1759.0,0.235863,0.196278,18.0,122.0,2.0,1.0,fitness,(0.000486586802497635),fitnesses,(0.0,0.6188746749957591,570.2159947459955,)
	3960.0,4432.0,3970.0,0.200534,0.103382,77.0,190.0,15.0,2.0,fitness,(-0.012573956796097394),fitnesses,(0.0,-0.2088853716521432,1048.510307957596,)
	1131.0,2920.0,2135.0,0.182331,0.194008,199.0,98.0,136.0,3.0,fitness,(-0.000673982516995718),fitnesses,(0.0,0.22806935440841708,295.46760610798884,)
	3500.0,3622.0,4392.0,0.180164,0.031429,106.0,108.0,99.0,4.0,fitness,(-0.0053807413489063),fitnesses,(0.0,0.2415221684941019,779.5963033847319,)
	4011.0,1445.0,4695.0,0.025868,0.139413,94.0,98.0,90.0,5.0,fitness,(0.0084490937144583),fitnesses,(0.0,0.9680827984245228,123.1734269786929,)
	1586.0,3118.0,69.0,0.022214,0.022698,21.0,12.0,195.0,6.0,fitness,(0.001815202492598239),fitnesses,(0.0,0.2630453193540079,81.52507009418399,)
	3083.0,183.0,868.0,0.078564,0.011344,53.0,22.0,50.0,7.0,fitness,(1.0165433532022752),fitnesses,(1.0,1.7832726872273323,128.93736699980994,)
	2991.0,478.0,1747.0,0.11892,0.111639,25.0,198.0,85.0,8.0,fitness,(-0.001624270793901617),fitnesses,(0.0,0.7925941112950696,955.0211906852312,)
	2369.0,851.0,1845.0,0.181169,0.043459,72.0,65.0,25.0,9.0,fitness,(0.02427416211971508),fitnesses,(0.0,3.01953434941137,592.1181374398615,)
	1081.0,4806.0,2205.0,0.105116,0.071566,113.0,23.0,116.0,10.0,fitness,(0.006660348757139971),fitnesses,(0.0,1.0749169731978199,408.8820974838228,)
	704.0,2064.0,2133.0,0.142999,0.124981,154.0,35.0,51.0,11.0,fitness,(1.0183956927559572),fitnesses,(1.0,3.4008516874390153,1561.2824118432932,)
	1047.0,3035.0,4686.0,0.069873,0.180586,19.0,93.0,68.0,12.0,fitness,(-0.0031700806733357756),fitnesses,(0.0,-0.06706488189570689,249.94318543787062,)
	2687.0,1563.0,3724.0,0.035412,0.017992,20.0,176.0,47.0,13.0,fitness,(-0.0011200453651336543),fitnesses,(0.0,0.6931895413069209,805.1940778202863,)
	1354.0,983.0,3452.0,0.095486,0.017959,89.0,104.0,127.0,14.0,fitness,(1.0151883152641719),fitnesses,(1.0,2.0512107112878715,532.3791848706898,)
	4561.0,3918.0,3809.0,0.007509,0.227578,168.0,54.0,9.0,15.0,fitness,(-0.0596416951424937),fitnesses,(0.0,0.6363340391617117,6600.503553411081,)
	4696.0,4486.0,4643.0,0.152095,0.080308,160.0,135.0,129.0,16.0,fitness,(-0.004281892955273098),fitnesses,(0.0,0.2971683202261951,725.3576157535049,)
	1013.0,4102.0,1462.0,0.047469,0.113158,195.0,12.0,44.0,17.0,fitness,(-0.0613060742238609),fitnesses,(0.0,0.49398052520837565,6624.587947594465,)
	55.0,1986.0,579.0,0.012264,0.011078,97.0,172.0,113.0,18.0,fitness,(1.0151799284016858),fitnesses,(1.0,1.689820904724605,171.8280645560205,)
	3529.0,4513.0,1667.0,0.132194,0.185224,9.0,171.0,194.0,19.0,fitness,(-0.01031001963409733),fitnesses,(0.0,-0.31991442248966784,711.0875409200652,)
	4447.0,3091.0,3403.0,0.013307,0.168538,161.0,27.0,135.0,20.0,fitness,(0.005257295463563173),fitnesses,(0.0,1.080953245683321,555.2236993270037,)
	1882.0,775.0,1338.0,0.037594,0.025656,44.0,164.0,57.0,21.0,fitness,(0.004823275821856486),fitnesses,(0.0,0.7875787053735431,305.25112318789456,)
	1483.0,642.0,622.0,0.178906,0.209402,105.0,146.0,70.0,22.0,fitness,(0.0035581084678884206),fitnesses,(0.0,0.7752538237690485,419.4429769802064,)
	742.0,4050.0,4752.0,0.162723,0.116024,182.0,148.0,73.0,23.0,fitness,(-0.0029229659020236407),fitnesses,(0.0,0.2206527304951466,512.9493206975106,)
	1171.0,2110.0,2225.0,0.162827,0.085108,22.0,93.0,135.0,24.0,fitness,(0.0003066465268480945),fitnesses,(0.0,0.15021235449728038,119.54770181247092,)
	1302.0,4133.0,1904.0,0.044215,0.154072,71.0,67.0,28.0,25.0,fitness,(-0.004911623171028827),fitnesses,(0.0,-0.2206478270873859,270.51449001549673,)
	4296.0,1060.0,2682.0,0.221678,0.123585,140.0,192.0,123.0,26.0,fitness,(-0.007138444295955367),fitnesses,(0.0,0.8805482878452126,1594.392717440749,)
	3942.0,42.0,607.0,0.200281,0.063307,14.0,89.0,2.0,27.0,fitness,(-0.004242041227789284),fitnesses,(0.0,1.3174257610708664,1741.6298838497946,)
	4896.0,277.0,2722.0,0.118637,0.096483,118.0,199.0,123.0,28.0,fitness,(-0.008735784091114883),fitnesses,(0.0,0.8100841446243567,1683.662553735845,)
	4385.0,2518.0,605.0,0.096696,0.110506,132.0,53.0,164.0,29.0,fitness,(0.006362626363955807),fitnesses,(0.0,0.8450503294825524,208.78769308697179,)
	3217.0,1784.0,4349.0,0.210673,0.089876,130.0,4.0,33.0,30.0,fitness,(0.9888774410205378),fitnesses,(1.0,4.694874283195801,5807.130181142021,)
