Iteration,0,Predator,1778,Prey,1047,Grass,3038
Iteration,1,Predator,1722,Prey,693,Grass,2192
Iteration,2,Predator,1709,Prey,745,Grass,2099
Iteration,3,Predator,1695,Prey,782,Grass,1997
Iteration,4,Predator,1680,Prey,835,Grass,1918
Iteration,5,Predator,1665,Prey,874,Grass,1830
Iteration,6,Predator,1647,Prey,909,Grass,1743
Iteration,7,Predator,1638,Prey,959,Grass,1658
Iteration,8,Predator,1616,Prey,1020,Grass,1557
Iteration,9,Predator,1588,Prey,1066,Grass,1470
Iteration,10,Predator,1559,Prey,1118,Grass,1395
Iteration,11,Predator,1550,Prey,1150,Grass,1316
Iteration,12,Predator,1523,Prey,1182,Grass,1228
Iteration,13,Predator,1497,Prey,1201,Grass,1138
Iteration,14,Predator,1477,Prey,1232,Grass,1070
Iteration,15,Predator,1452,Prey,1291,Grass,1011
Iteration,16,Predator,1441,Prey,1309,Grass,953
Iteration,17,Predator,1425,Prey,1384,Grass,892
Iteration,18,Predator,1407,Prey,1437,Grass,838
Iteration,19,Predator,1394,Prey,1483,Grass,784
Iteration,20,Predator,1381,Prey,1511,Grass,715
Iteration,21,Predator,1361,Prey,1581,Grass,667
Iteration,22,Predator,1349,Prey,1628,Grass,628
Iteration,23,Predator,1333,Prey,1674,Grass,578
Iteration,24,Predator,1314,Prey,1693,Grass,528
Iteration,25,Predator,1303,Prey,1686,Grass,488
Iteration,26,Predator,1293,Prey,1747,Grass,453
Iteration,27,Predator,1277,Prey,1728,Grass,401
Iteration,28,Predator,1273,Prey,1750,Grass,355
Iteration,29,Predator,1258,Prey,1731,Grass,316
Iteration,30,Predator,1252,Prey,1721,Grass,288
Iteration,31,Predator,1249,Prey,1699,Grass,266
Iteration,32,Predator,1245,Prey,1723,Grass,244
Iteration,33,Predator,1242,Prey,1724,Grass,219
Iteration,34,Predator,1233,Prey,1666,Grass,201
Iteration,35,Predator,1225,Prey,1661,Grass,188
Iteration,36,Predator,1218,Prey,1642,Grass,170
Iteration,37,Predator,1212,Prey,1555,Grass,149
Iteration,38,Predator,1205,Prey,1518,Grass,140
Iteration,39,Predator,1196,Prey,1450,Grass,131
Iteration,40,Predator,1188,Prey,1416,Grass,120
Iteration,41,Predator,1186,Prey,1371,Grass,109
Iteration,42,Predator,1186,Prey,1275,Grass,103
Iteration,43,Predator,1179,Prey,1230,Grass,99
Iteration,44,Predator,1174,Prey,1167,Grass,94
Iteration,45,Predator,1173,Prey,1122,Grass,91
Iteration,46,Predator,1177,Prey,1082,Grass,89
Iteration,47,Predator,1165,Prey,1047,Grass,85
Iteration,48,Predator,1156,Prey,1006,Grass,80
Iteration,49,Predator,1147,Prey,929,Grass,76
Iteration,50,Predator,1138,Prey,853,Grass,74
Iteration,51,Predator,1125,Prey,776,Grass,70
Iteration,52,Predator,1121,Prey,724,Grass,65
Iteration,53,Predator,1107,Prey,677,Grass,63
Iteration,54,Predator,1096,Prey,572,Grass,63
Iteration,55,Predator,1086,Prey,542,Grass,61
Iteration,56,Predator,1080,Prey,496,Grass,907
Iteration,57,Predator,1068,Prey,480,Grass,877
Iteration,58,Predator,1060,Prey,462,Grass,937
Iteration,59,Predator,1052,Prey,448,Grass,987
Iteration,60,Predator,1041,Prey,433,Grass,1031
Iteration,61,Predator,1034,Prey,440,Grass,1090
Iteration,62,Predator,1021,Prey,422,Grass,1154
Iteration,63,Predator,1006,Prey,443,Grass,1231
Iteration,64,Predator,990,Prey,464,Grass,1287
Iteration,65,Predator,982,Prey,485,Grass,1328
Iteration,66,Predator,965,Prey,515,Grass,1370
Iteration,67,Predator,953,Prey,553,Grass,1413
Iteration,68,Predator,941,Prey,592,Grass,1449
Iteration,69,Predator,920,Prey,648,Grass,1472
Iteration,70,Predator,903,Prey,687,Grass,1476
Iteration,71,Predator,889,Prey,742,Grass,1475
Iteration,72,Predator,876,Prey,762,Grass,1450
Iteration,73,Predator,853,Prey,807,Grass,1436
Iteration,74,Predator,835,Prey,870,Grass,1416
Iteration,75,Predator,820,Prey,951,Grass,1417
Iteration,76,Predator,813,Prey,1042,Grass,1372
Iteration,77,Predator,800,Prey,1155,Grass,1322
Iteration,78,Predator,787,Prey,1244,Grass,1280
Iteration,79,Predator,769,Prey,1380,Grass,1237
Iteration,80,Predator,764,Prey,1479,Grass,1187
Iteration,81,Predator,748,Prey,1617,Grass,1142
Iteration,82,Predator,748,Prey,1706,Grass,1082
Iteration,83,Predator,739,Prey,1886,Grass,1009
Iteration,84,Predator,730,Prey,2035,Grass,938
Iteration,85,Predator,724,Prey,2153,Grass,862
Iteration,86,Predator,716,Prey,2317,Grass,786
