Surrogate,generation,0,mu,100,lambda,25
	2775.0,2779.0,4954.0,0.226319,0.064282,177.0,151.0,18.0,0.0,fitness,(-0.017679784298711212),fitnesses,(10.199505229604188,-0.05958262754943393,2728.346325282106,)
	4700.0,3080.0,397.0,0.022749,0.222573,109.0,99.0,70.0,1.0,fitness,(0.011641776424462878),fitnesses,(3.360026008115314,1.0456257919951784,217.45075036042203,)
	1504.0,858.0,4336.0,0.170478,0.190687,23.0,112.0,47.0,2.0,fitness,(0.02468261639281626),fitnesses,(21.89347385558072,0.5848625689871138,305.94831526355955,)
	1253.0,4518.0,2898.0,0.127115,0.173777,5.0,142.0,172.0,3.0,fitness,(0.008436893771947548),fitnesses,(13.237636664637142,-0.14427767920668727,335.7966100622721,)
	1464.0,829.0,1483.0,0.134419,0.031867,117.0,30.0,101.0,4.0,fitness,(0.33497846536814024),fitnesses,(300.83711306199746,3.644031084101753,229.8958534874703,)
	4207.0,2803.0,2144.0,0.15668,0.056494,117.0,62.0,76.0,5.0,fitness,(0.03346251386990783),fitnesses,(22.994161935106032,1.2458605855495863,199.0253920694066,)
	1494.0,693.0,134.0,0.249747,0.15702,13.0,141.0,24.0,6.0,fitness,(0.019801062949276128),fitnesses,(11.974644374613584,1.1963278265837425,413.68596911748847,)
	628.0,3755.0,3524.0,0.241276,0.244692,103.0,126.0,140.0,7.0,fitness,(0.010149981690719482),fitnesses,(12.47547860489148,0.1610166354787217,393.56632689592146,)
	1512.0,3483.0,204.0,0.051553,0.131381,63.0,90.0,29.0,8.0,fitness,(0.019623079913466273),fitnesses,(21.192871266786774,-0.15152466425089012,5.454471081160117,)
	566.0,983.0,914.0,0.052295,0.032396,98.0,144.0,89.0,9.0,fitness,(0.4335711086220639),fitnesses,(412.9455732198582,2.2195442597246666,156.99071950409564,)
	4027.0,1549.0,4273.0,0.128046,0.194976,53.0,85.0,27.0,10.0,fitness,(0.015538128628376785),fitnesses,(6.834129603070195,0.7736609287148423,-96.73897381581668,)
	300.0,1548.0,849.0,0.011679,0.018232,178.0,146.0,108.0,11.0,fitness,(0.46116900870812805),fitnesses,(451.3483169429115,1.2740002388998188,291.9310623781669,)
	3841.0,2688.0,2447.0,0.174075,0.041389,158.0,65.0,45.0,12.0,fitness,(0.050834497882227596),fitnesses,(30.879616253283277,1.9833121078495886,-12.176055044842505,)
	1933.0,2969.0,2872.0,0.173305,0.057,46.0,100.0,126.0,13.0,fitness,(0.012426167428050958),fitnesses,(19.04349719627339,-0.41345757090887736,248.2754059133659,)
	2071.0,2711.0,3685.0,0.165149,0.039074,110.0,15.0,102.0,14.0,fitness,(0.4401957153770922),fitnesses,(400.8150722658586,4.504982391913346,566.9180807899895,)
