Surrogate,generation,0,mu,100,lambda,25
	2270.0,4851.0,2402.0,0.19965,0.218258,153.0,0.0,76.0,0.0,fitness,(0.011171151074665344),fitnesses,(26.957835748657338,0.20576701814039614,1784.4354855395954,)
	3327.0,4143.0,819.0,0.196786,0.08465,41.0,82.0,57.0,1.0,fitness,(-0.01574416959262207),fitnesses,(-9.041883698544362,-0.31933712133936565,350.89146806840483,)
	4408.0,3155.0,3563.0,0.125361,0.088801,14.0,134.0,122.0,2.0,fitness,(0.02322235626264952),fitnesses,(19.037430989075187,0.9959331371164917,577.4406097590584,)
	1263.0,4189.0,4603.0,0.154397,0.110176,80.0,100.0,53.0,3.0,fitness,(0.031198879474931804),fitnesses,(33.44188032786878,-0.023221850130449515,201.07823516324783,)
	2138.0,2724.0,4735.0,0.211142,0.193407,8.0,145.0,199.0,4.0,fitness,(0.006142882818690505),fitnesses,(13.96141158159527,-0.2605448352530508,521.3080410374257,)
	4018.0,4795.0,2192.0,0.048638,0.005237,36.0,69.0,8.0,5.0,fitness,(0.05997560404457893),fitnesses,(63.039721156807694,-0.09888544619425076,207.52626502862577,)
	3617.0,3399.0,1923.0,0.021424,0.187848,146.0,35.0,155.0,6.0,fitness,(0.024235150245080616),fitnesses,(18.604335870778367,0.7474043203900373,184.3228829598126,)
	3693.0,488.0,3049.0,0.169107,0.152494,22.0,26.0,100.0,7.0,fitness,(0.04335854463012135),fitnesses,(35.45352231116298,0.8789468239106948,88.44459201485697,)
	3126.0,3638.0,1073.0,0.186997,0.044118,107.0,180.0,75.0,8.0,fitness,(0.015097924631056804),fitnesses,(24.505544850214125,-0.16194342029632075,778.8186016194112,)
	4976.0,339.0,3331.0,0.137345,0.191053,92.0,3.0,166.0,9.0,fitness,(0.04154814224079157),fitnesses,(39.38299954579235,1.0241218999161366,807.6076304162148,)
	637.0,3819.0,497.0,0.000484,0.08168,63.0,154.0,125.0,10.0,fitness,(0.02205176096282838),fitnesses,(26.97193858505261,-0.1762325968046447,315.78516541777805,)
	1805.0,2463.0,251.0,0.069578,0.094289,86.0,38.0,7.0,11.0,fitness,(0.05300752865373851),fitnesses,(62.83205519365864,0.921728747768585,1904.1814017605982,)
	2424.0,4185.0,4700.0,0.242933,0.175634,64.0,106.0,125.0,12.0,fitness,(-0.007622070842373329),fitnesses,(-1.9054491534191598,-0.12121307539892201,450.44909349649487,)
	1442.0,3059.0,4622.0,0.052905,0.221384,75.0,19.0,140.0,13.0,fitness,(0.01942901499956312),fitnesses,(21.478571463806336,0.7533536412471847,958.3092876715064,)
