Surrogate,generation,0,mu,100,lambda,25
	607.0,4215.0,4718.0,0.192682,0.120573,63.0,177.0,52.0,0.0,fitness,(-0.00046790469438567385),fitnesses,(5.634834291684335,0.03755469550083752,647.8285941078384,)
	578.0,1661.0,2898.0,0.010847,0.179045,132.0,137.0,23.0,1.0,fitness,(0.04471758582352348),fitnesses,(60.76696370866939,0.6491867140582835,2254.124502572873,)
	998.0,4971.0,1857.0,0.109153,0.007459,116.0,67.0,133.0,2.0,fitness,(0.2526116018253737),fitnesses,(229.34675815129341,2.825962840476104,499.47847306807665,)
	3740.0,2636.0,4041.0,0.013544,0.115494,169.0,106.0,100.0,3.0,fitness,(0.022109890546796053),fitnesses,(12.699761839193448,1.025506749929812,84.49387916955189,)
	2784.0,668.0,2652.0,0.041607,0.123846,67.0,12.0,137.0,4.0,fitness,(0.07788732344188437),fitnesses,(63.93759306295701,1.766023272360998,371.0502344682622,)
	2632.0,797.0,4825.0,0.014686,0.159324,3.0,187.0,170.0,5.0,fitness,(0.032474544960867206),fitnesses,(25.104301354775885,1.2095695746126074,472.54521400347505,)
	4353.0,2952.0,4215.0,0.083694,0.236856,10.0,57.0,80.0,6.0,fitness,(0.0011423606571529974),fitnesses,(-7.217697902477749,0.9430882026697621,107.08234670668747,)
	1203.0,4406.0,4082.0,0.102185,0.229043,180.0,131.0,148.0,7.0,fitness,(-0.004104905902691493),fitnesses,(2.7608009600571632,-0.12350790740727044,563.0627788675952,)
	356.0,2130.0,120.0,0.121862,0.000912,174.0,100.0,95.0,8.0,fitness,(0.5606163442200383),fitnesses,(533.9128586561757,3.039932884014366,369.5843276280977,)
	2741.0,1043.0,3179.0,0.190644,0.117549,113.0,76.0,79.0,9.0,fitness,(0.04331455486896926),fitnesses,(32.82295307938065,1.0679395606426234,18.779381683763322,)
	866.0,3085.0,2889.0,0.172414,0.108532,157.0,193.0,30.0,10.0,fitness,(0.02941502644359785),fitnesses,(38.2582953203769,0.1433405308891535,1027.667418567059,)
	808.0,2977.0,3281.0,0.02041,0.175036,63.0,154.0,90.0,11.0,fitness,(0.005820091745038803),fitnesses,(12.02127720995159,-0.27003129955941696,350.08724693186167,)
	778.0,25.0,576.0,0.134287,0.105485,137.0,125.0,58.0,12.0,fitness,(0.09606735244370997),fitnesses,(85.52622030835784,1.673562743472266,619.4495299370532,)
	4295.0,3368.0,4165.0,0.116473,0.243081,5.0,59.0,130.0,13.0,fitness,(0.0010043618257355065),fitnesses,(-6.717320524498993,1.1495619941301471,377.3937591066972,)
	4057.0,11.0,4440.0,0.24646,0.177244,182.0,195.0,183.0,14.0,fitness,(0.012889775014665535),fitnesses,(22.15836547716996,1.0853475928173422,2012.2066390677846,)
