Surrogate,generation,0,mu,100,lambda,25
	2609.0,2878.0,449.0,0.072706,0.174175,134.0,76.0,102.0,0.0,fitness,(0.004501726361742961),fitnesses,(7.819591405497145,-0.11942934372074475,212.3571606546737,)
	2800.0,2052.0,1136.0,0.247279,0.18375,57.0,138.0,123.0,1.0,fitness,(0.010022198463663107),fitnesses,(6.8241507148830935,0.7700975733473368,450.29279846933537,)
	4032.0,4867.0,3622.0,0.026084,0.158691,173.0,145.0,111.0,2.0,fitness,(0.01916968057117151),fitnesses,(24.202584377714764,-0.200221694406832,303.0686862474933,)
	2548.0,3869.0,1845.0,0.175389,0.160047,63.0,11.0,151.0,3.0,fitness,(0.033307685801515656),fitnesses,(35.52427327932039,-0.014565450399212435,207.09329738126021,)
	3799.0,2446.0,1540.0,0.005519,0.161256,151.0,65.0,81.0,4.0,fitness,(0.03022457496010708),fitnesses,(18.879455683808864,0.9934304683577087,-141.0814592721131,)
	1991.0,2895.0,2310.0,0.199664,0.226233,194.0,128.0,7.0,5.0,fitness,(0.0016978495921661351),fitnesses,(16.78195148034443,-0.14340920696071968,1365.0009818571095,)
	1720.0,3790.0,3646.0,0.188736,0.040347,78.0,168.0,182.0,6.0,fitness,(0.04072260451781772),fitnesses,(45.932732703113615,0.06255012884335802,583.5629473729476,)
	3911.0,1672.0,3763.0,0.155946,0.193873,37.0,186.0,34.0,7.0,fitness,(0.013259218656170316),fitnesses,(15.555328047157019,0.9041565104014597,1133.7674495001302,)
	2139.0,2227.0,2493.0,0.02008,0.105547,84.0,123.0,139.0,8.0,fitness,(0.0328436254530998),fitnesses,(32.940093675922,0.2101247920679319,219.77161435015157,)
	2631.0,722.0,1363.0,0.149252,0.169297,88.0,163.0,148.0,9.0,fitness,(0.019267208560633357),fitnesses,(15.237082545279053,0.9750924827794688,572.0798812440386,)
	3976.0,3171.0,981.0,0.092366,0.109839,164.0,138.0,195.0,10.0,fitness,(0.017276782458839807),fitnesses,(13.177037008898651,0.8329637856496229,422.9892406555072,)
	2356.0,893.0,2529.0,0.087974,0.154991,132.0,4.0,16.0,11.0,fitness,(0.08478441505132744),fitnesses,(135.5183101895618,3.2715813053563774,8344.97081917981,)
	961.0,1372.0,4812.0,0.222344,0.235455,162.0,78.0,88.0,12.0,fitness,(0.04111140272805791),fitnesses,(40.32379618823992,0.7892803834237212,710.5197294419219,)
	3332.0,696.0,787.0,0.212146,0.143059,194.0,50.0,189.0,13.0,fitness,(0.02993754366112376),fitnesses,(23.462153150655173,1.0628472618688616,415.3082108220029,)
	3477.0,4669.0,1581.0,0.229709,0.218181,77.0,181.0,162.0,14.0,fitness,(0.0001776369190773057),fitnesses,(8.066504194847488,-0.23554985893250754,553.3368686445106,)
	2332.0,1335.0,1783.0,0.164857,0.039638,41.0,62.0,150.0,15.0,fitness,(0.034919051673567895),fitnesses,(27.340757118584232,0.9110039539434265,153.1744984450599,)
	1466.0,2274.0,2213.0,0.122661,0.053522,87.0,183.0,82.0,16.0,fitness,(0.05608003261353469),fitnesses,(62.6800299489038,-0.18496006612722232,475.0396674096887,)
	8.0,850.0,20.0,0.013823,0.074894,144.0,164.0,162.0,17.0,fitness,(0.23392428195885168),fitnesses,(220.77618871590565,1.5969602364535838,282.1509121589811,)
	3361.0,2393.0,2363.0,0.060803,0.137277,166.0,122.0,134.0,18.0,fitness,(0.014003499320889947),fitnesses,(7.837766186704944,1.018555234742144,401.98192132364375,)
	2254.0,2256.0,1552.0,0.237114,0.224065,111.0,191.0,51.0,19.0,fitness,(4.022611491884438e-05),fitnesses,(5.218407525337434,0.14268922962818126,660.5073706700401,)
	75.0,4893.0,4788.0,0.103538,0.134489,63.0,19.0,135.0,20.0,fitness,(-0.002362595571168481),fitnesses,(2.401761758228562,0.5614584015665213,1037.8941345062256,)
	577.0,749.0,2861.0,0.147591,0.036261,190.0,142.0,186.0,21.0,fitness,(0.1391358220727144),fitnesses,(131.69053251910321,1.4780820305051052,733.5530751439846,)
	1205.0,4600.0,2659.0,0.136644,0.120653,147.0,196.0,109.0,22.0,fitness,(0.00135641350807378),fitnesses,(6.988975606217381,-0.06592834740561752,497.3278624087426,)
	3360.0,1099.0,3273.0,0.084445,0.183185,144.0,47.0,60.0,23.0,fitness,(0.024497229561731913),fitnesses,(22.655010144969257,1.632653257422061,1448.4313157457955,)
