Surrogate,generation,0,mu,100,lambda,25
	1751.0,2855.0,2195.0,0.115374,0.234694,136.0,112.0,145.0,0.0,fitness,(-0.000979551545816107),fitnesses,(1.782378116655622,0.07709411196596201,353.2870782131349,)
	1414.0,2181.0,4140.0,0.205709,0.024349,64.0,90.0,177.0,1.0,fitness,(0.05669408211394598),fitnesses,(57.0500217989466,0.3576576100968825,393.25157859694474,)
	2797.0,1157.0,3408.0,0.044133,0.168565,106.0,114.0,198.0,2.0,fitness,(0.039027912530212316),fitnesses,(29.36934264195742,1.268798683454311,302.9416946288217,)
	2250.0,1989.0,2611.0,0.016031,0.21819,18.0,53.0,30.0,3.0,fitness,(0.034760863445629446),fitnesses,(25.598379645935267,0.9829793761244453,66.73099615502746,)
	2736.0,408.0,1084.0,0.200321,0.247046,146.0,69.0,177.0,4.0,fitness,(0.020693057175086235),fitnesses,(13.752319729764269,1.047666035627893,353.5922910956963,)
	4644.0,3878.0,4113.0,0.156303,0.234826,145.0,176.0,104.0,5.0,fitness,(-0.005887672773561753),fitnesses,(-4.71617098428384,0.8496995981521738,966.8497770799648,)
	1876.0,3654.0,452.0,0.069746,0.185562,75.0,112.0,59.0,6.0,fitness,(0.0087108703719845),fitnesses,(12.433052574736832,-0.11184530312589784,260.3729171493355,)
	135.0,995.0,1954.0,0.043763,0.143326,18.0,67.0,132.0,7.0,fitness,(0.11251524414135129),fitnesses,(100.39102099504963,1.371348071632234,158.92575700206783,)
	1714.0,3171.0,795.0,0.24695,0.078199,151.0,58.0,118.0,8.0,fitness,(0.026468586268813196),fitnesses,(23.256475880510166,0.46319045783109736,141.97941900079454,)
	1163.0,4854.0,4428.0,0.220227,0.130771,123.0,93.0,46.0,9.0,fitness,(-0.008369761155342543),fitnesses,(-7.179221450848719,0.06907525283750582,188.12922328688802,)
	2452.0,958.0,864.0,0.164554,0.243863,38.0,1.0,44.0,10.0,fitness,(0.023768258222252953),fitnesses,(19.658798341302465,1.4402852636625636,1029.3392755675145,)
	343.0,2130.0,2078.0,0.026794,0.065239,142.0,77.0,165.0,11.0,fitness,(0.22501282447837181),fitnesses,(209.06837884125912,2.018675400775905,424.23083706463547,)
	2712.0,4837.0,3122.0,0.091469,0.136245,4.0,6.0,160.0,12.0,fitness,(0.03351097715363969),fitnesses,(37.162917574059016,-0.08487581423493983,280.3182278069927,)
	2854.0,3237.0,2288.0,0.075418,0.001496,56.0,13.0,45.0,13.0,fitness,(0.34841658529791547),fitnesses,(336.08337899861203,2.4598054296677625,1226.484799737416,)
	742.0,11.0,3555.0,0.061684,0.046816,156.0,168.0,95.0,14.0,fitness,(0.1869382191603415),fitnesses,(191.25786661292545,1.230022617823809,1661.987363082204,)
	3349.0,3340.0,2695.0,0.216598,0.015479,161.0,80.0,88.0,15.0,fitness,(0.05572175685120114),fitnesses,(52.97189327947677,0.6040453770147203,329.0590198422829,)
	3076.0,4115.0,4236.0,0.007819,0.075796,153.0,75.0,80.0,16.0,fitness,(0.009161894426291707),fitnesses,(14.262901216909963,-0.1445882785141595,365.51240054766623,)
	3675.0,3011.0,4998.0,0.216138,0.03539,112.0,116.0,179.0,17.0,fitness,(0.03756011251909819),fitnesses,(38.077301556561935,0.9667670811895347,1018.4859849359095,)
	408.0,3906.0,532.0,0.10187,0.195362,131.0,23.0,29.0,18.0,fitness,(0.006454278010220263),fitnesses,(24.946999856299342,0.3317755574598488,2181.0477420677566,)
	2474.0,1959.0,1210.0,0.219523,0.230355,32.0,135.0,0.0,19.0,fitness,(0.017063369725793167),fitnesses,(12.329327567304226,0.9296953623784406,456.2911465295463,)
	2972.0,525.0,3463.0,0.125836,0.160352,191.0,47.0,183.0,20.0,fitness,(0.03873113968082048),fitnesses,(31.945763308534048,1.053798823195294,375.261185966651,)
	1837.0,3079.0,1370.0,0.05412,0.018493,36.0,152.0,70.0,21.0,fitness,(0.05115092252142543),fitnesses,(57.34014844383091,-0.3194249831792621,299.49760906128574,)
	535.0,2323.0,4361.0,0.235782,0.204883,56.0,146.0,175.0,22.0,fitness,(0.020985897250927525),fitnesses,(24.564992446142185,0.18320062199818776,541.110141519654,)
	2031.0,4269.0,724.0,0.124129,0.084101,29.0,7.0,50.0,23.0,fitness,(0.029162009921668557),fitnesses,(27.128252051946948,0.3641187967928659,160.743009820705,)
	2538.0,2965.0,2459.0,0.219927,0.047446,157.0,169.0,145.0,24.0,fitness,(0.024703843245071508),fitnesses,(32.02159748617116,0.1600602408674313,891.8356649773965,)
	20.0,2427.0,4043.0,0.171798,0.133375,189.0,181.0,1.0,25.0,fitness,(0.050457461004233886),fitnesses,(67.65245580055796,0.9870025128699031,2706.501992502311,)
	587.0,412.0,549.0,0.19559,0.007709,105.0,49.0,194.0,26.0,fitness,(0.1454296299274414),fitnesses,(134.5618418370994,1.2360012177569095,149.2224087227102,)
	4780.0,1618.0,4586.0,0.015079,0.235727,51.0,32.0,80.0,27.0,fitness,(0.0146178663356484),fitnesses,(10.407641282810557,1.285438873941794,864.4163686580096,)
	2745.0,3594.0,298.0,0.234859,0.122956,156.0,147.0,102.0,28.0,fitness,(0.005383895591901796),fitnesses,(9.610347523787892,-0.01777682597789451,404.868367210715,)
	3421.0,1250.0,876.0,0.12192,0.010008,181.0,122.0,39.0,29.0,fitness,(0.11640266445435701),fitnesses,(117.08017471054902,1.0764653307542016,1144.2163563734016,)
