Surrogate,generation,0,mu,100,lambda,25
	86.0,2806.0,1023.0,0.135048,0.196815,118.0,24.0,15.0,0.0,fitness,(-0.0016949771330824481),fitnesses,(36.80952600506198,1.2390345699709635,5089.484883785406,)
	1398.0,1331.0,4824.0,0.118795,0.01961,192.0,82.0,156.0,1.0,fitness,(0.1391589456002537),fitnesses,(132.52146698644617,1.3372134030154395,673.4655416346874,)
	4454.0,1527.0,3173.0,0.169,0.104655,103.0,196.0,32.0,2.0,fitness,(0.03447232985274151),fitnesses,(42.88234647708985,0.8269289295450554,1667.930591979889,)
	4570.0,686.0,4666.0,0.023189,0.105126,119.0,63.0,57.0,3.0,fitness,(0.012292948601342245),fitnesses,(13.563181758372151,1.0207547026769626,1147.778018379953,)
	4203.0,443.0,215.0,0.045254,0.100605,90.0,155.0,159.0,4.0,fitness,(0.03694572242530976),fitnesses,(32.71409111705826,1.148432124472839,725.2689936476886,)
	2658.0,3983.0,4514.0,0.061453,0.158379,48.0,33.0,12.0,5.0,fitness,(0.006247205209690326),fitnesses,(53.72183936526322,-0.02314203371960878,4724.321381837681,)
	759.0,4284.0,1231.0,0.172974,0.097501,169.0,39.0,186.0,6.0,fitness,(0.0642284735201872),fitnesses,(59.066686791356624,0.7381701119500629,221.99143906700613,)
	2793.0,4823.0,3973.0,0.028208,0.009526,178.0,76.0,191.0,7.0,fitness,(0.05248890093220139),fitnesses,(57.35528252479997,0.03610319114714526,522.741350407003,)
	3814.0,335.0,661.0,0.04664,0.025244,69.0,125.0,139.0,8.0,fitness,(0.0626170490104276),fitnesses,(57.1622307820313,1.166515284541051,621.0334617014221,)
	3286.0,4310.0,1518.0,0.031173,0.126034,122.0,179.0,181.0,9.0,fitness,(0.016636055618809965),fitnesses,(24.109245316925687,-0.19482457695902022,552.4943928525521,)
	1018.0,250.0,2406.0,0.004758,0.06134,23.0,176.0,188.0,10.0,fitness,(0.10865491771686407),fitnesses,(101.01047773208447,1.1847458720585298,420.3018735805686,)
	4018.0,2187.0,457.0,0.002669,0.007095,60.0,191.0,98.0,11.0,fitness,(0.07920154983478156),fitnesses,(76.90479465074807,1.0084724022657778,778.7968838624295,)
	26.0,4641.0,50.0,0.139941,0.045709,74.0,45.0,120.0,12.0,fitness,(0.08665693923025869),fitnesses,(76.82537500327308,1.1531609848575621,170.0045621590018,)
	46.0,1078.0,10.0,0.093283,0.152017,20.0,90.0,148.0,13.0,fitness,(0.06552785797725251),fitnesses,(59.98113928473523,0.7349814493572442,180.30958010551578,)
	912.0,2128.0,612.0,0.171373,0.098024,63.0,119.0,49.0,14.0,fitness,(0.045322547384088724),fitnesses,(39.29915819638487,0.7392977130926562,136.9587943222712,)
	157.0,1071.0,4550.0,0.076456,0.053402,43.0,102.0,11.0,15.0,fitness,(0.2473869273986836),fitnesses,(247.41836690765265,2.891482534994623,2894.6264858915292,)
	4011.0,4392.0,296.0,0.056057,0.140089,44.0,104.0,4.0,16.0,fitness,(-0.0007194744202304869),fitnesses,(-0.0849378285062587,0.08653208362104188,149.98574279346468,)
	1805.0,1137.0,2202.0,0.188744,0.194927,166.0,173.0,45.0,17.0,fitness,(0.013201135416718057),fitnesses,(15.130743345916887,0.8211487862336178,1014.1095791535008,)
	193.0,2526.0,2356.0,0.235615,0.073619,191.0,145.0,85.0,18.0,fitness,(0.08667972234962437),fitnesses,(83.38338055206782,1.11383573495731,784.2015552016549,)
	729.0,4184.0,4872.0,0.124595,0.044665,188.0,107.0,148.0,19.0,fitness,(0.1783763476710301),fitnesses,(175.95472877997352,0.8324298956806898,590.2680065750301,)
	4803.0,2020.0,4875.0,0.019074,0.089705,18.0,177.0,194.0,20.0,fitness,(0.010529498892061503),fitnesses,(8.321861378686394,0.9873192229784417,766.5554716409307,)
	2687.0,3184.0,3470.0,0.07222,0.043644,62.0,163.0,178.0,21.0,fitness,(0.012967789388810158),fitnesses,(18.85984955372778,-0.11528495345474259,473.9210630370196,)
	439.0,4726.0,956.0,0.073526,0.219543,16.0,101.0,83.0,22.0,fitness,(0.002078299070959938),fitnesses,(6.332478653523243,-0.09990969753072979,325.5082607256007,)
	1295.0,3405.0,2027.0,0.032398,0.15967,23.0,14.0,83.0,23.0,fitness,(0.018418802402736335),fitnesses,(11.312526064007635,0.8603262847445675,149.6986508716976,)
	2908.0,600.0,4403.0,0.055598,0.048832,188.0,115.0,77.0,24.0,fitness,(0.11938261834709528),fitnesses,(119.45752866447937,1.017911525398554,1025.4025571369634,)
	1328.0,3785.0,1278.0,0.019973,0.08836,107.0,162.0,138.0,25.0,fitness,(0.016732408773901957),fitnesses,(23.111524511680113,-0.2778817036015508,360.02987017626447,)
	2447.0,4577.0,4470.0,0.109922,0.024649,150.0,108.0,7.0,26.0,fitness,(0.10458760269359188),fitnesses,(127.03757435081286,-0.1274401655598978,2117.557000162201,)
	1853.0,351.0,3131.0,0.20259,0.000938,91.0,127.0,33.0,27.0,fitness,(0.12324032044180674),fitnesses,(142.27682542587607,1.087576413116315,2991.226911523247,)
	1423.0,2262.0,3302.0,0.247066,0.237065,47.0,61.0,88.0,28.0,fitness,(0.02548537015807244),fitnesses,(22.726060981107885,0.3194340136121895,43.50309591573403,)
	3766.0,878.0,3615.0,0.052729,0.059777,89.0,153.0,138.0,29.0,fitness,(0.059137201133642056),fitnesses,(57.28862629133597,1.0149452061701483,830.0877219395405,)
	1032.0,4161.0,2848.0,0.048965,0.2432,9.0,41.0,137.0,30.0,fitness,(-0.00310101101112507),fitnesses,(-0.27645730336811997,-0.038816586937640715,243.63878383805428,)
	2051.0,1893.0,4572.0,0.142041,0.172158,109.0,171.0,101.0,31.0,fitness,(0.010393155794996901),fitnesses,(12.756056799790162,0.5752211415786493,811.5112420579753,)
	3011.0,1127.0,107.0,0.129812,0.24464,63.0,48.0,138.0,32.0,fitness,(0.020294765856997583),fitnesses,(9.785682566491744,1.1633225283910227,112.41419934043881,)
	2099.0,3433.0,980.0,0.242862,0.013201,185.0,38.0,140.0,33.0,fitness,(0.10777504299224884),fitnesses,(92.5359437297342,1.6490715795970639,125.1616533455999,)
	335.0,909.0,1797.0,0.114029,0.020455,90.0,199.0,106.0,34.0,fitness,(0.22958026327683015),fitnesses,(222.30415517905428,1.2952209198652365,567.6101100876483,)
	453.0,3063.0,1818.0,0.091807,0.02298,142.0,87.0,89.0,35.0,fitness,(0.48354491258766247),fitnesses,(453.12015777929696,3.719590200169351,677.1147193328019,)
	1401.0,4611.0,4697.0,0.1671,0.10447,82.0,93.0,191.0,36.0,fitness,(0.03965418535428311),fitnesses,(41.79090160681216,0.2150338996709429,428.70552492384843,)
	3752.0,3235.0,4564.0,0.188703,0.138614,3.0,102.0,190.0,37.0,fitness,(0.019750180092667696),fitnesses,(15.070260369725633,0.8697254776781057,401.7335053838995,)
	1751.0,2687.0,120.0,0.135729,0.123374,150.0,96.0,62.0,38.0,fitness,(0.0069005866673263905),fitnesses,(10.443202326967722,-0.19748781160239043,156.77375436174265,)
	1136.0,3685.0,1416.0,0.224737,0.053109,15.0,40.0,184.0,39.0,fitness,(0.024599056749111205),fitnesses,(24.29629939351491,0.1531748925976611,122.8991570380318,)
	1444.0,1833.0,982.0,0.167025,0.06756,134.0,133.0,188.0,40.0,fitness,(0.024688534973206045),fitnesses,(31.72941349141784,-0.37130312122968184,332.7847305914978,)
	4356.0,2709.0,1937.0,0.240647,0.039414,71.0,116.0,196.0,41.0,fitness,(0.048652748779776905),fitnesses,(44.024231301254034,1.2769104674769223,814.0587196246348,)
	1737.0,1452.0,4317.0,0.050173,0.219068,106.0,116.0,155.0,42.0,fitness,(0.014474729167183394),fitnesses,(11.674675259973862,0.841670178938993,561.6647882180396,)
	2652.0,1210.0,599.0,0.230693,0.001066,83.0,198.0,3.0,43.0,fitness,(0.09974586034267804),fitnesses,(106.37167633890411,1.038357898798847,1700.9394984214534,)
	4696.0,2680.0,480.0,0.205948,0.004969,21.0,147.0,78.0,44.0,fitness,(0.015007444870379827),fitnesses,(16.873943961348,0.8600200292539902,1046.6699383508073,)
	3046.0,2438.0,3404.0,0.24575,0.046257,91.0,118.0,126.0,45.0,fitness,(0.042410646613884107),fitnesses,(42.477785310420614,0.8271580042602849,833.8718739139358,)
	4255.0,770.0,4322.0,0.229983,0.044666,24.0,89.0,178.0,46.0,fitness,(0.003325360700825463),fitnesses,(8.384535069825699,0.5894512615938484,1095.368698493872,)
	3165.0,2471.0,4051.0,0.031233,0.089069,65.0,118.0,38.0,47.0,fitness,(0.0038523954258694163),fitnesses,(-3.924079889787213,0.91318695024637,135.53941868070703,)
	1617.0,861.0,3521.0,0.160349,0.21106,61.0,61.0,113.0,48.0,fitness,(0.040724176222794575),fitnesses,(32.34267995964797,1.1388996465282517,300.75002021359046,)
	159.0,2573.0,249.0,0.039485,0.083102,36.0,120.0,57.0,49.0,fitness,(0.06074569402057302),fitnesses,(58.05480731643816,0.40437788591857804,135.28921550509233,)
	2305.0,3606.0,3696.0,0.171938,0.003675,69.0,48.0,67.0,50.0,fitness,(0.5310503037041902),fitnesses,(495.8002274203796,3.5409448655892892,15.93723720823167,)
	4486.0,425.0,653.0,0.059724,0.052623,169.0,146.0,188.0,51.0,fitness,(0.047735876621742),fitnesses,(44.37990120623865,1.1833541831309098,847.7566415805745,)
	3243.0,2261.0,4030.0,0.099394,0.001589,26.0,188.0,174.0,52.0,fitness,(0.05414176211497242),fitnesses,(54.708221722755994,0.9096189114743606,966.2648722527183,)
	3626.0,3291.0,2067.0,0.081314,0.235422,69.0,36.0,52.0,53.0,fitness,(0.020797700589834666),fitnesses,(13.994614487490875,0.7651782868655734,84.86967663119454,)
	864.0,3174.0,4360.0,0.172362,0.01839,91.0,90.0,196.0,54.0,fitness,(0.16878654442679714),fitnesses,(156.67545265195977,1.6952745981079722,484.1654206242392,)
	3281.0,3115.0,3972.0,0.185165,0.007457,145.0,67.0,3.0,55.0,fitness,(0.30782022725519936),fitnesses,(323.0702714634985,1.6003932864093409,3125.397707239252,)
	3399.0,3761.0,2937.0,0.224,0.171362,198.0,18.0,69.0,56.0,fitness,(0.000639594003152992),fitnesses,(17.9119288885601,0.5290596131633228,2256.2931017040332,)
	1588.0,3322.0,4629.0,0.120837,0.042016,177.0,64.0,130.0,57.0,fitness,(0.14947605522561938),fitnesses,(141.28686656578353,1.2722267054987186,453.3078395151343,)
	2243.0,1114.0,4108.0,0.163805,0.005423,117.0,74.0,18.0,58.0,fitness,(0.4316598280342469),fitnesses,(442.0160473566998,1.8662997610575385,2901.9216933028274,)
	342.0,2349.0,4409.0,0.091846,0.076113,74.0,127.0,27.0,59.0,fitness,(0.10936122212767237),fitnesses,(110.90396670739841,1.5395662127374405,1693.840670710044,)
	3657.0,29.0,2862.0,0.072278,0.110112,32.0,116.0,76.0,60.0,fitness,(0.044032733411698236),fitnesses,(38.865513999219736,1.0759493770335844,559.2274357857345,)
	3353.0,3976.0,461.0,0.012375,0.227063,95.0,167.0,131.0,61.0,fitness,(-0.011087554807685493),fitnesses,(-3.2293737210922364,-0.08118337364507937,704.6347350142462,)
	4912.0,3803.0,841.0,0.131068,0.040393,60.0,69.0,179.0,62.0,fitness,(0.028613131682074588),fitnesses,(23.068322121618465,0.9691675611827223,414.6866051371098,)
	3054.0,1582.0,2637.0,0.040878,0.115606,130.0,61.0,30.0,63.0,fitness,(0.03551652219949764),fitnesses,(42.59273922441883,1.1875321558149323,1895.1538583070503,)
	325.0,557.0,3468.0,0.089516,0.049253,99.0,43.0,77.0,64.0,fitness,(0.404017319181646),fitnesses,(376.88041930971565,3.9853797344958517,1271.68974730282,)
	3366.0,1548.0,1244.0,0.175372,0.227757,105.0,140.0,58.0,65.0,fitness,(0.013694898166387956),fitnesses,(10.260094863954226,0.8789823786569294,535.5020484135566,)
	1294.0,3759.0,626.0,0.209876,0.076597,176.0,30.0,140.0,66.0,fitness,(0.08553423515077359),fitnesses,(70.55756307005197,1.6699329315051605,172.26572343299844,)
	452.0,545.0,2521.0,0.200201,0.205951,84.0,73.0,122.0,67.0,fitness,(0.06106235555774462),fitnesses,(50.787956644054084,1.4219173176569593,394.47742628790576,)
	4621.0,637.0,3415.0,0.007282,0.094708,113.0,188.0,138.0,68.0,fitness,(0.02507515221887191),fitnesses,(25.062538315838218,0.9928027441934313,991.5413538900623,)
	3800.0,1401.0,1.0,0.248614,0.109473,72.0,198.0,45.0,69.0,fitness,(0.012133599007502022),fitnesses,(14.869675993980172,0.8837833996014952,1157.3910982493103,)
	617.0,3493.0,3003.0,0.195148,0.161183,96.0,8.0,81.0,70.0,fitness,(0.080164416778428),fitnesses,(80.1345620725394,1.9832819645288515,1980.296493939991,)
	1695.0,2133.0,386.0,0.231931,0.098606,54.0,148.0,11.0,71.0,fitness,(0.018105682084176032),fitnesses,(21.115359041995838,0.1519472252472887,452.9149210292693,)
	28.0,2864.0,3532.0,0.079378,0.014891,185.0,56.0,85.0,72.0,fitness,(0.4410394089023378),fitnesses,(432.2358133950521,3.022344841391571,2141.985290663009,)
	620.0,1835.0,2142.0,0.093774,0.048436,48.0,128.0,191.0,73.0,fitness,(0.12325872465951504),fitnesses,(120.38805805903382,0.5431578922154997,256.0912321673772,)
