Iteration,0,Predator,2397,Prey,4991,Grass,4419
Iteration,1,Predator,2741,Prey,2628,Grass,920
Iteration,2,Predator,3120,Prey,2317,Grass,819
Iteration,3,Predator,3562,Prey,2019,Grass,747
Iteration,4,Predator,4022,Prey,1694,Grass,697
Iteration,5,Predator,4496,Prey,1366,Grass,660
Iteration,6,Predator,4963,Prey,1048,Grass,624
Iteration,7,Predator,5357,Prey,802,Grass,604
Iteration,8,Predator,5742,Prey,598,Grass,589
Iteration,9,Predator,5978,Prey,436,Grass,575
Iteration,10,Predator,6082,Prey,316,Grass,567
Iteration,11,Predator,6081,Prey,207,Grass,562
Iteration,12,Predator,5932,Prey,139,Grass,562
Iteration,13,Predator,5613,Prey,83,Grass,561
Iteration,14,Predator,5215,Prey,59,Grass,561
Iteration,15,Predator,4678,Prey,41,Grass,559
Iteration,16,Predator,4125,Prey,27,Grass,559
Iteration,17,Predator,3690,Prey,20,Grass,559
Iteration,18,Predator,3255,Prey,16,Grass,559
Iteration,19,Predator,2797,Prey,13,Grass,559
Iteration,20,Predator,2321,Prey,13,Grass,559
Iteration,21,Predator,1907,Prey,14,Grass,559
Iteration,22,Predator,1561,Prey,16,Grass,559
Iteration,23,Predator,1234,Prey,14,Grass,558
Iteration,24,Predator,993,Prey,14,Grass,558
Iteration,25,Predator,800,Prey,13,Grass,558
Iteration,26,Predator,646,Prey,11,Grass,558
Iteration,27,Predator,546,Prey,11,Grass,558
Iteration,28,Predator,451,Prey,12,Grass,558
Iteration,29,Predator,344,Prey,12,Grass,558
Iteration,30,Predator,280,Prey,11,Grass,558
Iteration,31,Predator,205,Prey,11,Grass,558
Iteration,32,Predator,177,Prey,11,Grass,558
Iteration,33,Predator,140,Prey,13,Grass,558
Iteration,34,Predator,113,Prey,12,Grass,558
Iteration,35,Predator,92,Prey,13,Grass,558
Iteration,36,Predator,57,Prey,12,Grass,555
Iteration,37,Predator,44,Prey,11,Grass,555
Iteration,38,Predator,33,Prey,11,Grass,555
Iteration,39,Predator,22,Prey,11,Grass,555
Iteration,40,Predator,16,Prey,12,Grass,555
Iteration,41,Predator,8,Prey,10,Grass,555
Iteration,42,Predator,5,Prey,11,Grass,555
Iteration,43,Predator,5,Prey,12,Grass,555
Iteration,44,Predator,7,Prey,12,Grass,555
Iteration,45,Predator,5,Prey,11,Grass,555
Iteration,46,Predator,4,Prey,14,Grass,555
Iteration,47,Predator,0,Prey,12,Grass,555
Iteration,48,Predator,0,Prey,13,Grass,554
Iteration,49,Predator,0,Prey,9,Grass,554
Iteration,50,Predator,0,Prey,10,Grass,554
Iteration,51,Predator,0,Prey,8,Grass,554
Iteration,52,Predator,0,Prey,9,Grass,554
Iteration,53,Predator,0,Prey,9,Grass,554
Iteration,54,Predator,0,Prey,11,Grass,554
Iteration,55,Predator,0,Prey,12,Grass,554
Iteration,56,Predator,0,Prey,13,Grass,554
Iteration,57,Predator,0,Prey,11,Grass,553
Iteration,58,Predator,0,Prey,10,Grass,553
Iteration,59,Predator,0,Prey,10,Grass,553
Iteration,60,Predator,0,Prey,11,Grass,553
Iteration,61,Predator,0,Prey,12,Grass,553
Iteration,62,Predator,0,Prey,13,Grass,553
Iteration,63,Predator,0,Prey,15,Grass,552
Iteration,64,Predator,0,Prey,15,Grass,552
Iteration,65,Predator,0,Prey,16,Grass,552
Iteration,66,Predator,0,Prey,17,Grass,552
Iteration,67,Predator,0,Prey,16,Grass,552
Iteration,68,Predator,0,Prey,17,Grass,552
Iteration,69,Predator,0,Prey,18,Grass,552
Iteration,70,Predator,0,Prey,20,Grass,550
Iteration,71,Predator,0,Prey,20,Grass,550
Iteration,72,Predator,0,Prey,24,Grass,550
Iteration,73,Predator,0,Prey,26,Grass,549
Iteration,74,Predator,0,Prey,28,Grass,548
Iteration,75,Predator,0,Prey,31,Grass,548
Iteration,76,Predator,0,Prey,29,Grass,548
Iteration,77,Predator,0,Prey,31,Grass,548
Iteration,78,Predator,0,Prey,34,Grass,545
Iteration,79,Predator,0,Prey,35,Grass,545
Iteration,80,Predator,0,Prey,32,Grass,545
Iteration,81,Predator,0,Prey,34,Grass,545
Iteration,82,Predator,0,Prey,38,Grass,545
Iteration,83,Predator,0,Prey,39,Grass,543
Iteration,84,Predator,0,Prey,40,Grass,543
Iteration,85,Predator,0,Prey,42,Grass,543
Iteration,86,Predator,0,Prey,42,Grass,542
Iteration,87,Predator,0,Prey,46,Grass,542
Iteration,88,Predator,0,Prey,44,Grass,540
Iteration,89,Predator,0,Prey,50,Grass,539
Iteration,90,Predator,0,Prey,52,Grass,538
Iteration,91,Predator,0,Prey,51,Grass,537
Iteration,92,Predator,0,Prey,50,Grass,537
Iteration,93,Predator,0,Prey,54,Grass,535
Iteration,94,Predator,0,Prey,55,Grass,535
Iteration,95,Predator,0,Prey,57,Grass,535
Iteration,96,Predator,0,Prey,60,Grass,532
Iteration,97,Predator,0,Prey,59,Grass,532
Iteration,98,Predator,0,Prey,62,Grass,531
Iteration,99,Predator,0,Prey,60,Grass,531
Iteration,100,Predator,0,Prey,69,Grass,530
Iteration,101,Predator,0,Prey,71,Grass,4027
Iteration,102,Predator,0,Prey,76,Grass,4050
Iteration,103,Predator,0,Prey,79,Grass,4110
Iteration,104,Predator,0,Prey,80,Grass,4156
Iteration,105,Predator,0,Prey,87,Grass,4182
Iteration,106,Predator,0,Prey,95,Grass,4207
Iteration,107,Predator,0,Prey,106,Grass,4210
Iteration,108,Predator,0,Prey,113,Grass,4212
Iteration,109,Predator,0,Prey,122,Grass,4210
Iteration,110,Predator,0,Prey,130,Grass,4206
Iteration,111,Predator,0,Prey,138,Grass,4182
Iteration,112,Predator,0,Prey,145,Grass,4169
Iteration,113,Predator,0,Prey,163,Grass,4161
Iteration,114,Predator,0,Prey,178,Grass,4123
Iteration,115,Predator,0,Prey,196,Grass,4108
Iteration,116,Predator,0,Prey,215,Grass,4078
Iteration,117,Predator,0,Prey,234,Grass,4044
Iteration,118,Predator,0,Prey,245,Grass,4022
Iteration,119,Predator,0,Prey,264,Grass,4002
Iteration,120,Predator,0,Prey,287,Grass,3980
Iteration,121,Predator,0,Prey,311,Grass,3945
Iteration,122,Predator,0,Prey,336,Grass,3917
Iteration,123,Predator,0,Prey,374,Grass,3876
Iteration,124,Predator,0,Prey,401,Grass,3807
Iteration,125,Predator,0,Prey,436,Grass,3761
Iteration,126,Predator,0,Prey,463,Grass,3703
Iteration,127,Predator,0,Prey,511,Grass,3654
Iteration,128,Predator,0,Prey,548,Grass,3574
Iteration,129,Predator,0,Prey,597,Grass,3514
Iteration,130,Predator,0,Prey,658,Grass,3440
Iteration,131,Predator,0,Prey,714,Grass,3375
Iteration,132,Predator,0,Prey,782,Grass,3296
Iteration,133,Predator,0,Prey,859,Grass,3209
Iteration,134,Predator,0,Prey,921,Grass,3125
Iteration,135,Predator,0,Prey,1002,Grass,3046
Iteration,136,Predator,0,Prey,1083,Grass,2937
Iteration,137,Predator,0,Prey,1178,Grass,2836
Iteration,138,Predator,0,Prey,1289,Grass,2743
Iteration,139,Predator,0,Prey,1412,Grass,2633
Iteration,140,Predator,0,Prey,1545,Grass,2516
Iteration,141,Predator,0,Prey,1672,Grass,2381
Iteration,142,Predator,0,Prey,1820,Grass,2228
Iteration,143,Predator,0,Prey,1974,Grass,2079
Iteration,144,Predator,0,Prey,2145,Grass,1941
Iteration,145,Predator,0,Prey,2336,Grass,1811
Iteration,146,Predator,0,Prey,2530,Grass,1654
Iteration,147,Predator,0,Prey,2760,Grass,1532
Iteration,148,Predator,0,Prey,2967,Grass,1388
