gen	nevals	avg      	std      	min       	max     	p-avg  	p-std  	p-min   	p-max  	s-avg   	s-std   	s-min     	s-max  	t-avg  	t-std  	t-min   	t-max  
0  	100   	0.0524803	0.0768146	-0.0330061	0.540196	51.7758	77.7353	-4.72984	569.04 	0.845622	0.891315	-0.612634 	4.23283	775.177	1301.17	76.4379 	9546.81
1  	25    	0.0681093	0.0855212	0.0129853 	0.540196	65.9948	88.4617	8.08374 	569.04 	1.0083  	0.901171	-0.612634 	4.23283	796.859	1321.62	76.4379 	9546.81
2  	25    	0.0720439	0.0842725	0.0177418 	0.540196	69.4376	87.6426	10.7186 	569.04 	1.0745  	0.854225	-0.612634 	4.23283	813.871	1332.35	76.4379 	9546.81
3  	25    	0.0769265	0.0862797	0.0212862 	0.540196	73.8789	89.2552	14.1229 	569.04 	1.10776 	0.863027	-0.612634 	4.23283	802.993	1332.83	76.4379 	9546.81
4  	25    	0.0827106	0.0863586	0.0242966 	0.540196	79.1546	89.228 	14.1229 	569.04 	1.14552 	0.850508	-0.612634 	4.23283	789.927	1337.55	76.4379 	9546.81
5  	25    	0.0902533	0.0880938	0.0281371 	0.540196	87.2018	91.7535	20.6163 	569.04 	1.15666 	0.846187	-0.384602 	4.23283	851.509	1398.35	36.1935 	9546.81
6  	25    	0.0951436	0.087916 	0.0321935 	0.540196	92.2624	91.2709	21.2694 	569.04 	1.16548 	0.850531	-0.343576 	4.23283	877.357	1433.8 	36.1935 	9546.81
7  	25    	0.10192  	0.0908385	0.0357197 	0.540196	99.0481	93.4204	26.5941 	569.04 	1.23295 	0.855641	-0.343576 	4.23283	945.759	1535.38	36.1935 	9546.81
8  	25    	0.10499  	0.0900892	0.0364022 	0.540196	101.711	92.7503	26.9366 	569.04 	1.22022 	0.859086	-0.343576 	4.23283	892.321	1427.73	36.1935 	9546.81
9  	25    	0.108381 	0.0888059	0.0385472 	0.540196	105.424	91.3194	32.0246 	569.04 	1.22531 	0.852351	-0.343576 	4.23283	929.629	1441.2 	36.1935 	9546.81
10 	25    	0.119116 	0.0925817	0.0434495 	0.540196	115.982	94.8801	35.547  	569.04 	1.32637 	0.859915	-0.343576 	4.23283	1012.9 	1474.46	36.1935 	9546.81
11 	25    	0.123397 	0.0905847	0.048753  	0.540196	121.1  	92.9718	42.7997 	569.04 	1.31104 	0.877246	-0.43546  	4.23283	1081.29	1583.03	36.1935 	9546.81
12 	25    	0.133953 	0.0976118	0.0520057 	0.540196	131.351	99.4682	43.3145 	569.04 	1.34513 	0.881462	-0.43546  	4.23283	1084.95	1558.02	-18.8089	9546.81
13 	25    	0.142214 	0.0974626	0.0613698 	0.540196	139.957	98.5915	46.7292 	569.04 	1.3562  	0.896865	-0.43546  	4.23283	1130.43	1587.97	-192.317	9546.81
14 	25    	0.15596  	0.100691 	0.0655969 	0.540196	153.356	101.261	54.3162 	569.04 	1.38345 	0.917237	-0.43546  	4.23283	1123.05	1630.4 	-192.317	9546.81
15 	25    	0.158403 	0.0995578	0.0676037 	0.540196	155.799	100.092	58.3592 	569.04 	1.40184 	0.894304	-0.343576 	4.23283	1141.45	1626.15	-192.317	9546.81
16 	25    	0.170232 	0.101045 	0.0752289 	0.540196	167.889	103.014	63.6321 	569.04 	1.4655  	0.906553	-0.343576 	4.23283	1231.17	1725.66	-192.317	9546.81
17 	25    	0.177754 	0.0988658	0.0796966 	0.540196	174.94 	100.606	69.8957 	569.04 	1.47814 	0.924192	-0.343576 	4.23283	1196.7 	1705.01	-192.317	9546.81
18 	25    	0.188049 	0.0976798	0.0846476 	0.540196	185.084	100.701	71.6076 	569.04 	1.55852 	0.892366	-0.343576 	4.23283	1262.03	1775.87	-192.317	9546.81
19 	25    	0.198507 	0.0922916	0.0976987 	0.540196	195.439	94.8041	85.8903 	569.04 	1.58921 	0.922005	-0.343576 	4.23283	1282.47	1784.48	-192.317	9546.81
20 	25    	0.207355 	0.0893818	0.104136  	0.540196	204.701	92.6473	99.4148 	569.04 	1.65504 	0.955806	-0.343576 	4.23283	1389.62	1947.9 	-24.5123	9546.81
21 	25    	0.219151 	0.0945937	0.119048  	0.625378	216.437	103.18 	99.4148 	729.562	1.72324 	0.919799	-0.343576 	4.23283	1451.81	2119.22	-24.5123	11259.8
22 	25    	0.226336 	0.0903338	0.129447  	0.625378	223.368	99.5109	109.856 	729.562	1.72586 	0.927734	-0.343576 	4.23283	1429.05	2087.01	-24.5123	11259.8
