Surrogate,generation,0,mu,100,lambda,25
	877.0,4603.0,114.0,0.124885,0.092417,50.0,149.0,138.0,0.0,fitness,(0.004105072004374391),fitnesses,(9.65155446214024,-0.38341823092914074,171.2300148474442,)
	4890.0,2458.0,850.0,0.229363,0.226938,86.0,170.0,199.0,1.0,fitness,(0.017115575642310053),fitnesses,(6.788271424359241,1.2631879791259457,230.45755733086466,)
	4251.0,707.0,3027.0,0.171014,0.153694,12.0,32.0,85.0,2.0,fitness,(0.04243502891620581),fitnesses,(35.882184036159295,1.1250869209786232,469.8024329739715,)
	950.0,80.0,3626.0,0.231179,0.172554,20.0,113.0,115.0,3.0,fitness,(0.03949281118530968),fitnesses,(36.47551705265398,0.7455672866448275,443.83787337925753,)
	4494.0,4546.0,3955.0,0.012859,0.018713,1.0,90.0,86.0,4.0,fitness,(0.0137928903147627),fitnesses,(18.541251903178434,0.25920014268738684,734.03630152896,)
	4234.0,2564.0,4851.0,0.124489,0.152357,180.0,11.0,186.0,5.0,fitness,(0.03636347145692759),fitnesses,(34.082576182659004,1.1728385072008798,944.7489797740208,)
	4943.0,3352.0,2186.0,0.103883,0.233258,112.0,140.0,70.0,6.0,fitness,(0.01937772033284292),fitnesses,(12.816891617861156,0.9534167344061081,297.33386290793135,)
	461.0,298.0,2740.0,0.140849,0.055663,36.0,109.0,92.0,7.0,fitness,(0.13252882679445385),fitnesses,(123.92657590020286,1.6951669341019011,834.9418446768043,)
	412.0,4639.0,2714.0,0.0406,0.072179,169.0,198.0,55.0,8.0,fitness,(0.024131768883684117),fitnesses,(35.59265390095634,0.1295141515133397,1275.6026532405622,)
	2126.0,448.0,3356.0,0.231747,0.03084,2.0,39.0,28.0,9.0,fitness,(0.22246787614117441),fitnesses,(193.50951351119144,4.03476695164817,1138.930688649875,)
	1174.0,1637.0,1629.0,0.052541,0.182499,138.0,30.0,104.0,10.0,fitness,(0.042349684351350475),fitnesses,(40.1539169609908,1.2405607322446341,1020.9839932086661,)
	2687.0,4723.0,2543.0,0.183188,0.004997,39.0,52.0,106.0,11.0,fitness,(0.08050246795066014),fitnesses,(80.92077358441715,0.5510878314040912,592.9183947797925,)
	1713.0,1901.0,4179.0,0.151628,0.105437,163.0,92.0,49.0,12.0,fitness,(0.023716241834683845),fitnesses,(33.8880945754685,0.5693853280029381,1586.5706020814034,)
	3422.0,3288.0,2515.0,0.105141,0.02052,52.0,184.0,182.0,13.0,fitness,(0.03680472515838251),fitnesses,(33.059677559563696,0.6557229274003885,281.2181675185072,)
	1807.0,3552.0,292.0,0.195397,0.12585,41.0,176.0,54.0,14.0,fitness,(0.015594385690921895),fitnesses,(17.89351455285734,-0.03207708148728527,197.83580470625918,)
	4685.0,2531.0,3829.0,0.15528,0.24592,69.0,174.0,120.0,15.0,fitness,(0.020470393317748303),fitnesses,(13.818505923826526,0.9774214199995653,312.2326806073875,)
	1432.0,2934.0,878.0,0.01838,0.153343,28.0,144.0,5.0,16.0,fitness,(0.016444834204028955),fitnesses,(23.413721424680567,-0.1153754339094514,581.5132881557098,)
	1299.0,3559.0,1721.0,0.213091,0.221111,19.0,186.0,102.0,17.0,fitness,(0.009013958023745432),fitnesses,(10.256088923694657,-0.004555383924244077,119.65770607067847,)
	1772.0,1013.0,4568.0,0.087156,0.021326,1.0,83.0,124.0,18.0,fitness,(0.19017634282019624),fitnesses,(184.6154549644249,1.4801149467552404,924.0261611781083,)
	3960.0,3573.0,4931.0,0.186087,0.052392,150.0,17.0,80.0,19.0,fitness,(0.1070326572178959),fitnesses,(106.73173890392057,1.5191719638030645,1489.0801324055321,)
	4629.0,3099.0,2186.0,0.128949,0.01831,70.0,174.0,13.0,20.0,fitness,(0.050687756852614674),fitnesses,(48.971994299515046,0.8911891626402234,719.6129073302607,)
	4433.0,4206.0,2745.0,0.09932,0.222607,76.0,98.0,168.0,21.0,fitness,(0.01726319374840595),fitnesses,(11.305630636213856,0.7231845846406821,127.42827342147253,)
	3503.0,177.0,2049.0,0.146377,0.055512,132.0,176.0,89.0,22.0,fitness,(0.05348751838890951),fitnesses,(49.97293733315122,1.1216401618603276,770.1820562844993,)
	799.0,4294.0,2767.0,0.195053,0.215571,112.0,34.0,188.0,23.0,fitness,(0.02976140795640492),fitnesses,(29.543516087891685,0.324941395390895,303.15220853957175,)
	2688.0,4943.0,1895.0,0.04129,0.143144,122.0,161.0,12.0,24.0,fitness,(-0.009881428469005304),fitnesses,(0.03501589493392818,-0.24040626075358157,751.2381756403415,)
	922.0,2988.0,574.0,0.157732,0.138589,69.0,22.0,126.0,25.0,fitness,(0.031604845218572875),fitnesses,(31.583388238974255,0.33850713107586883,336.36143311600665,)
	279.0,4392.0,4309.0,0.093505,0.174053,93.0,163.0,130.0,26.0,fitness,(0.02520744224305206),fitnesses,(30.904039613230637,-0.045827350201631534,523.832386816226,)
	1305.0,2709.0,3140.0,0.064016,0.046575,2.0,162.0,109.0,27.0,fitness,(0.07928610949260556),fitnesses,(80.97482589556311,0.30429484508364496,473.1664853794003,)
	4358.0,2664.0,1407.0,0.017144,0.127752,143.0,60.0,66.0,28.0,fitness,(0.013625593996200773),fitnesses,(13.482549358418233,0.9156396347290248,901.3351709507705,)
	728.0,2264.0,3877.0,0.178412,0.200371,143.0,20.0,27.0,29.0,fitness,(0.08649274853001912),fitnesses,(86.42725893073356,1.620255646111082,1613.7066861825274,)
	3391.0,1030.0,3452.0,0.062017,0.154987,68.0,166.0,167.0,30.0,fitness,(0.02126765165432291),fitnesses,(16.530153504886336,0.7725452750551542,298.79546011149677,)
	724.0,3842.0,473.0,0.008377,0.185449,81.0,152.0,99.0,31.0,fitness,(0.010654639967121838),fitnesses,(14.936683164851383,-0.12226208649106395,305.9422332818907,)
	3369.0,3155.0,15.0,0.231737,0.021111,18.0,159.0,123.0,32.0,fitness,(0.019346259169949257),fitnesses,(18.353366934188337,0.36095701089878424,261.6677873226923,)
	4242.0,4263.0,3000.0,0.072948,0.078955,159.0,103.0,43.0,33.0,fitness,(-0.0010348574290618712),fitnesses,(7.2967537261020485,0.2845613836223823,1117.7224991387743,)
	3726.0,745.0,1418.0,0.245069,0.237573,77.0,198.0,124.0,34.0,fitness,(0.029322951041464877),fitnesses,(21.56469538635545,1.1036991002489374,327.8735347379946,)
