Surrogate,generation,0,mu,100,lambda,25
	2120.0,3341.0,2843.0,0.119688,0.246589,36.0,177.0,192.0,0.0,fitness,(0.007556209913135711),fitnesses,(4.534824761781208,0.3988594311364328,96.72091600098251,)
	4977.0,122.0,3045.0,0.023093,0.179504,50.0,94.0,194.0,1.0,fitness,(0.026233591463051126),fitnesses,(18.462820459542026,1.1332631281274472,356.18602777653746,)
	4990.0,1840.0,2633.0,0.180124,0.226904,172.0,48.0,28.0,2.0,fitness,(0.019773319418544193),fitnesses,(17.62326592426117,1.1766861204495351,961.6807710212328,)
	1165.0,4381.0,2188.0,0.206197,0.075898,43.0,87.0,87.0,3.0,fitness,(0.035578405321679434),fitnesses,(34.07352794459194,0.5917543247558984,441.2665870471487,)
	2427.0,3930.0,1575.0,0.229859,0.044189,62.0,164.0,76.0,4.0,fitness,(0.031034046915827607),fitnesses,(33.95355170234555,0.07842329186512373,370.3737705169174,)
	1584.0,555.0,352.0,0.229989,0.186831,38.0,84.0,117.0,5.0,fitness,(0.038058021294037604),fitnesses,(34.870834693171396,0.49790714390346325,179.18848381684256,)
	313.0,2880.0,3226.0,0.041539,0.204374,17.0,195.0,119.0,6.0,fitness,(0.03086637745828458),fitnesses,(31.69741005361669,0.14767427289586496,230.77753242907565,)
	4637.0,2364.0,504.0,0.041802,0.189693,190.0,105.0,113.0,7.0,fitness,(0.01494322924336788),fitnesses,(10.740657858141862,0.8790299808722462,458.77284234964407,)
	2668.0,4744.0,1967.0,0.055385,0.111844,198.0,109.0,45.0,8.0,fitness,(-0.018947992688494023),fitnesses,(-4.2179192843618685,-0.2754510162623756,1197.5563241508398,)
	102.0,727.0,2426.0,0.071457,0.208049,84.0,68.0,192.0,9.0,fitness,(0.092528059407702),fitnesses,(83.99431908271178,1.2967189909530434,443.3449584540203,)
	2926.0,1400.0,585.0,0.067494,0.109941,3.0,58.0,65.0,10.0,fitness,(0.03124454178973761),fitnesses,(27.43664379312834,0.7620434625879344,381.2536629270077,)
	2308.0,3586.0,4363.0,0.121456,0.12077,29.0,66.0,31.0,11.0,fitness,(0.01858977411874336),fitnesses,(24.05943655353436,0.42293900299021947,969.9052464693194,)
	2272.0,624.0,4917.0,0.077189,0.115817,59.0,159.0,60.0,12.0,fitness,(0.029441558970271786),fitnesses,(31.697251313329748,0.8463596362996442,1071.9288706054404,)
	2115.0,2935.0,3011.0,0.245038,0.183634,4.0,157.0,37.0,13.0,fitness,(0.008968562165957225),fitnesses,(9.995265985785393,0.1746832031205048,277.35358510332145,)
	629.0,1756.0,2949.0,0.007104,0.055527,20.0,166.0,148.0,14.0,fitness,(0.1345790855693955),fitnesses,(133.73663032734984,0.63388242707158,549.6369028670138,)
	2470.0,746.0,3925.0,0.049003,0.140551,90.0,142.0,154.0,15.0,fitness,(0.036404890572945256),fitnesses,(34.74758163145921,0.7205589290849688,554.8280349363645,)
	198.0,796.0,2373.0,0.194728,0.108305,17.0,140.0,131.0,16.0,fitness,(0.0749043828316224),fitnesses,(69.85644024446518,0.8153160162267337,310.52175751101106,)
	3904.0,3785.0,2647.0,0.158512,0.037908,123.0,149.0,193.0,17.0,fitness,(0.029864342549454345),fitnesses,(27.451923141116612,0.5670881293787388,325.8461885449655,)
	1490.0,3322.0,4138.0,0.207273,0.09061,189.0,26.0,89.0,18.0,fitness,(0.10931274966632092),fitnesses,(106.0477143985318,1.9134039495080843,1586.9004227291719,)
	4993.0,4610.0,2678.0,0.122356,0.178615,91.0,83.0,25.0,19.0,fitness,(0.018793347996648755),fitnesses,(19.50928399671265,0.44807239056456366,519.6659905709533,)
	2908.0,3938.0,2538.0,0.12458,0.081427,182.0,148.0,47.0,20.0,fitness,(-0.019741138384148933),fitnesses,(-10.560644591114123,0.11995702898077042,1038.0064082842514,)
	2847.0,3351.0,4867.0,0.177549,0.147963,103.0,94.0,168.0,21.0,fitness,(0.020044446903173835),fitnesses,(22.73018095232287,0.1380214815168649,406.5948864317681,)
	1836.0,4967.0,3201.0,0.010366,0.206301,122.0,91.0,193.0,22.0,fitness,(-0.012407387387869596),fitnesses,(-7.543261176692158,-0.08309434427273929,403.31827684500445,)
	1291.0,4155.0,1733.0,0.215205,0.123176,6.0,51.0,147.0,23.0,fitness,(0.016271078026056065),fitnesses,(18.63833009509402,-0.09227241925232127,144.45278765147452,)
	1199.0,4915.0,1913.0,0.071615,0.009286,117.0,106.0,60.0,24.0,fitness,(0.16942084129457968),fitnesses,(178.67458658041886,0.3174076074276244,1242.7821360115438,)
	4714.0,3434.0,156.0,0.190421,0.229,75.0,127.0,189.0,25.0,fitness,(0.013252594320378362),fitnesses,(3.7858021765131373,1.0713281741585212,124.6489597719987,)
	2738.0,1910.0,4798.0,0.238712,0.16207,188.0,87.0,44.0,26.0,fitness,(0.006781780087497389),fitnesses,(16.87032301159299,0.44284409054133317,1451.6983829508933,)
	2138.0,699.0,2036.0,0.047561,0.23083,196.0,108.0,113.0,27.0,fitness,(0.024873044364491698),fitnesses,(24.681539981565965,0.9007186839463543,881.5682456537813,)
	765.0,4390.0,3480.0,0.198306,0.187962,81.0,21.0,67.0,28.0,fitness,(0.03897310343383402),fitnesses,(36.734871396011165,1.0947237542534185,870.9005504711328,)
	2261.0,2077.0,3987.0,0.07484,0.163561,144.0,47.0,157.0,29.0,fitness,(0.050814104563969564),fitnesses,(48.43574571834629,1.1254898997694303,887.6540152071024,)
	1375.0,768.0,4095.0,0.126449,0.176101,87.0,154.0,22.0,30.0,fitness,(0.025470033824807305),fitnesses,(30.016363355563985,0.6275306964659599,1082.1636495416276,)
	3117.0,4093.0,899.0,0.021805,0.007466,47.0,111.0,73.0,31.0,fitness,(0.025930083890190803),fitnesses,(32.9580865021465,-0.06715023992517895,635.6500212703909,)
	606.0,2931.0,2343.0,0.213985,0.174606,127.0,159.0,1.0,32.0,fitness,(0.021095214360476178),fitnesses,(27.29410063146448,0.23245452574241976,852.3431528412503,)
	3016.0,4351.0,244.0,0.043783,0.046798,19.0,178.0,83.0,33.0,fitness,(0.004779157637769345),fitnesses,(6.881672686219825,0.07492963901136206,285.18114385641,)
	3186.0,3417.0,627.0,0.101384,0.070363,77.0,165.0,171.0,34.0,fitness,(0.016931395260919958),fitnesses,(13.875885591858182,0.4591865140067329,153.63554710055524,)
	1868.0,2327.0,2998.0,0.234862,0.039143,138.0,19.0,120.0,35.0,fitness,(0.17635169879839857),fitnesses,(153.42000738463065,3.384169063346222,1090.9999219694319,)
	3352.0,614.0,4938.0,0.134672,0.064916,82.0,186.0,62.0,36.0,fitness,(0.03487938056403715),fitnesses,(35.19103345348668,1.0331667962102467,1064.332085155199,)
	3695.0,353.0,1094.0,0.219382,0.196043,72.0,85.0,173.0,37.0,fitness,(0.02788351032929702),fitnesses,(20.55400856116884,0.9746037042685329,241.65352745571468,)
	3385.0,2175.0,261.0,0.241356,0.237783,66.0,13.0,121.0,38.0,fitness,(0.02195731812139072),fitnesses,(16.337662757663857,0.757795116754606,195.82958038191973,)
	2487.0,3586.0,4897.0,0.07562,0.223581,78.0,15.0,157.0,39.0,fitness,(0.01944300444001956),fitnesses,(18.43881405451701,0.7406445390167979,640.2255004665429,)
	800.0,1116.0,4620.0,0.027862,0.04563,69.0,55.0,174.0,40.0,fitness,(0.28145178957227596),fitnesses,(275.9132581231398,1.7588782343557512,1205.0250894421433,)
	1142.0,2546.0,581.0,0.155195,0.107698,49.0,174.0,107.0,41.0,fitness,(0.028040183961849752),fitnesses,(28.51221222772768,0.11793448694319932,165.13731353099197,)
	1775.0,139.0,392.0,0.025967,0.212682,89.0,104.0,11.0,42.0,fitness,(0.034591895674934495),fitnesses,(34.4458195849505,0.897627101363088,883.0194923646891,)
	2623.0,4579.0,3066.0,0.010347,0.186338,55.0,188.0,107.0,43.0,fitness,(0.01489558503425379),fitnesses,(17.190348460387895,0.004289931626530952,233.76627423994142,)
	433.0,1781.0,1926.0,0.151079,0.123483,17.0,167.0,69.0,44.0,fitness,(0.06375800208879034),fitnesses,(62.55878286440912,0.45531419289200165,335.3922704538791,)
	304.0,3805.0,4823.0,0.083919,0.013392,151.0,20.0,85.0,45.0,fitness,(0.5616289905916086),fitnesses,(550.8931047167082,3.2617079659310715,2188.1193784410193,)
	3800.0,4684.0,1754.0,0.187591,0.180552,117.0,49.0,158.0,46.0,fitness,(0.013556921942959755),fitnesses,(12.049773524235654,0.3298465166615247,179.1316747891145,)
	1511.0,3912.0,2722.0,0.241316,0.022879,168.0,0.0,166.0,47.0,fitness,(0.23054962142145444),fitnesses,(209.30614317848315,3.1347153076118133,1010.3674833146829,)
	2875.0,2579.0,1440.0,0.198364,0.066543,1.0,12.0,50.0,48.0,fitness,(0.0448249372255776),fitnesses,(27.10500652151781,2.2704691146525655,498.4760442465864,)
	1386.0,1022.0,2349.0,0.029857,0.065588,39.0,124.0,117.0,49.0,fitness,(0.13044863677032836),fitnesses,(128.0617509376766,0.8802261400780369,641.5375568128586,)
	3593.0,3189.0,3067.0,0.242206,0.093261,75.0,79.0,134.0,50.0,fitness,(0.01866992930855822),fitnesses,(16.810984477697883,0.49983543209831754,313.9409490122837,)
	826.0,2343.0,4360.0,0.012692,0.217296,8.0,11.0,117.0,51.0,fitness,(0.025289491941347463),fitnesses,(24.82867046796479,0.9718719445433674,925.7897972051003,)
	2902.0,320.0,3505.0,0.040181,0.183427,108.0,131.0,169.0,52.0,fitness,(0.02642933440107061),fitnesses,(23.70647631169082,0.7890282578092959,516.7424488713174,)
	2408.0,4262.0,28.0,0.154882,0.10758,52.0,128.0,96.0,53.0,fitness,(0.0011992272457162917),fitnesses,(5.310862180872322,-0.2645695344317516,146.59395908385142,)
	351.0,3825.0,4585.0,0.180615,0.099939,74.0,146.0,61.0,54.0,fitness,(0.05240690027093719),fitnesses,(57.33057058313246,0.43804276445138773,930.4097956709151,)
	2858.0,61.0,970.0,0.173232,0.005973,185.0,195.0,61.0,55.0,fitness,(0.09225618510273767),fitnesses,(92.85859055763265,1.0579212473137618,1118.1617928032604,)
	1774.0,3548.0,3909.0,0.105289,0.075236,13.0,187.0,178.0,56.0,fitness,(0.01752632964907809),fitnesses,(17.792380146447933,0.2083275494503726,234.93259918735689,)
	1820.0,4057.0,3993.0,0.230591,0.190842,53.0,160.0,84.0,57.0,fitness,(0.005616127057451566),fitnesses,(9.118719097896534,-0.0567266624820412,293.53254156245544,)
	1612.0,2959.0,2585.0,0.078886,0.059596,124.0,45.0,147.0,58.0,fitness,(0.09680381768077882),fitnesses,(92.31846412699922,1.3899052741240432,941.369918746083,)
	1189.0,4786.0,2270.0,0.083713,0.236194,116.0,67.0,144.0,59.0,fitness,(-0.0008466644275826581),fitnesses,(3.7333608334435846,-0.07622260356795281,381.7799225346714,)
	1088.0,2774.0,2795.0,0.206506,0.224136,34.0,173.0,63.0,60.0,fitness,(0.016380570932477606),fitnesses,(16.858572948658725,0.17201881550683815,219.81901712495048,)
	3081.0,2601.0,1789.0,0.210417,0.212113,164.0,63.0,96.0,61.0,fitness,(0.007767275566400503),fitnesses,(7.922541213075204,0.465949200230083,481.4757648975533,)
	2156.0,2894.0,2676.0,0.101661,0.171392,5.0,83.0,66.0,62.0,fitness,(0.013622779266109991),fitnesses,(14.913378010913634,0.16494062761700362,294.00050209736787,)
	130.0,2683.0,4456.0,0.198407,0.234461,45.0,47.0,180.0,63.0,fitness,(0.05193328257544111),fitnesses,(49.129906084402236,0.6205124603019081,340.1748111980204,)
	946.0,1352.0,2301.0,0.024663,0.100839,187.0,53.0,63.0,64.0,fitness,(0.11748374091748215),fitnesses,(118.95942486188402,1.7036043490142128,1851.1727434543984,)
	1185.0,2100.0,3946.0,0.00191,0.107812,175.0,160.0,43.0,65.0,fitness,(0.027706312151497426),fitnesses,(40.34244210524113,0.44937190643768626,1712.9849018120572,)
	844.0,771.0,1465.0,0.176523,0.007614,92.0,48.0,155.0,66.0,fitness,(0.18672619816201808),fitnesses,(172.42658819705466,2.156946007341487,726.9850108451468,)
	2377.0,2338.0,526.0,0.118266,0.202477,48.0,89.0,119.0,67.0,fitness,(0.016742242984019762),fitnesses,(13.785114292583563,0.3599971603640774,64.28429122045743,)
	1799.0,3548.0,4159.0,0.1492,0.018043,144.0,71.0,54.0,68.0,fitness,(0.3410941051331027),fitnesses,(336.04165541695835,2.1788676701817753,1673.622698567343,)
	2218.0,3826.0,1665.0,0.11668,0.136173,156.0,190.0,176.0,69.0,fitness,(0.0153855002007352),fitnesses,(15.053441506208301,0.22479930464761483,191.5934351949252,)
	4631.0,1407.0,4309.0,0.107222,0.072862,186.0,19.0,65.0,70.0,fitness,(0.10052445825504515),fitnesses,(101.58296955268433,1.723888514490647,1829.7396442545662,)
	2169.0,625.0,4213.0,0.007396,0.210593,147.0,162.0,110.0,71.0,fitness,(0.023212769955578763),fitnesses,(24.69993068187128,0.8062513825469977,954.967455176249,)
	3620.0,4166.0,2403.0,0.235888,0.248745,81.0,35.0,125.0,72.0,fitness,(0.014032566780108887),fitnesses,(12.262486688713548,0.38678033358768393,209.77232444815004,)
	2576.0,4457.0,3766.0,0.105419,0.036523,86.0,99.0,22.0,73.0,fitness,(0.04044016679020203),fitnesses,(51.61360021228375,0.1787514208582659,1296.0947630664377,)
	4707.0,155.0,60.0,0.163354,0.1856,146.0,68.0,73.0,74.0,fitness,(0.01997067949625608),fitnesses,(16.101719287097342,0.9734923141229722,586.5962932070985,)
	1522.0,2954.0,3762.0,0.129195,0.044718,150.0,1.0,87.0,75.0,fitness,(0.34595362266299573),fitnesses,(323.74546804099555,3.9727562487811494,1751.9407865811338,)
	3416.0,1689.0,3221.0,0.209575,0.131859,48.0,187.0,183.0,76.0,fitness,(0.030913129980526786),fitnesses,(24.856706647857376,0.9054396011017887,299.79726783484733,)
	3933.0,2601.0,4191.0,0.183697,0.080415,57.0,99.0,150.0,77.0,fitness,(0.02411647272285452),fitnesses,(22.225768796112295,0.5518974711541436,362.82707847992094,)
	4980.0,165.0,2010.0,0.059565,0.10081,160.0,180.0,7.0,78.0,fitness,(0.045205700051779034),fitnesses,(44.403716262389,1.2994510460110336,1219.25266707203,)
