Surrogate,generation,0,mu,100,lambda,25
	2138.0,4276.0,870.0,0.051598,0.240983,60.0,151.0,148.0,0.0,fitness,(0.006957470025140793),fitnesses,(9.050032092601771,-0.14340429809227773,65.85190865382006,)
	2719.0,2161.0,1539.0,0.23623,0.118455,188.0,43.0,5.0,1.0,fitness,(0.058141426801410254),fitnesses,(61.92657912230363,0.999263256122899,1377.7784882122362,)
	2110.0,474.0,760.0,0.084213,0.241694,127.0,84.0,86.0,2.0,fitness,(0.02116068784084628),fitnesses,(18.960418378546976,0.7812024286529992,561.1754824230686,)
	3058.0,2474.0,3792.0,0.143524,0.184818,182.0,178.0,148.0,3.0,fitness,(0.015557822668124202),fitnesses,(13.944626883489684,0.6300626729676615,468.74309450420975,)
	2230.0,1769.0,163.0,0.054724,0.141935,111.0,94.0,50.0,4.0,fitness,(0.01860574719627757),fitnesses,(21.453214658827466,0.38376969431701546,668.5164405720053,)
	2572.0,3017.0,853.0,0.076227,0.193899,180.0,88.0,52.0,5.0,fitness,(0.0067346981703154205),fitnesses,(13.436824112005297,0.1500608627756838,820.2734569446715,)
	2124.0,1491.0,3802.0,0.21913,0.234113,73.0,14.0,133.0,6.0,fitness,(0.04809996210776146),fitnesses,(42.35614020702851,1.070041749445637,495.6595593723419,)
	4518.0,621.0,510.0,0.087845,0.063983,12.0,92.0,107.0,7.0,fitness,(0.04286378051115024),fitnesses,(35.6702176354917,1.009035049155664,289.67876158981045,)
	4699.0,4918.0,864.0,0.240942,0.090201,147.0,21.0,100.0,8.0,fitness,(0.029405623931314955),fitnesses,(30.848566671087095,0.33724812033321394,481.542394310428,)
	4395.0,3883.0,1656.0,0.101585,0.209888,55.0,96.0,195.0,9.0,fitness,(0.012686723983656487),fitnesses,(5.545937284461257,0.7909346876616205,76.85601774209748,)
	4195.0,3470.0,1348.0,0.133776,0.010174,13.0,176.0,57.0,10.0,fitness,(0.042108255019527564),fitnesses,(39.51913071498727,0.6430831846193559,384.17075416532646,)
	1599.0,2120.0,2597.0,0.193815,0.030013,71.0,28.0,93.0,11.0,fitness,(0.20597982162370657),fitnesses,(176.8268304661472,3.880084174345121,964.7850585891848,)
	3521.0,4038.0,1907.0,0.233696,0.131983,117.0,191.0,183.0,12.0,fitness,(0.015694653480970808),fitnesses,(13.606314016711618,0.46935928965925594,260.5253432333368,)
