Surrogate,generation,0,mu,100,lambda,25
	1210.0,4958.0,3080.0,0.044769,0.224855,140.0,102.0,173.0,0.0,fitness,(-0.005143320505104123),fitnesses,(0.0,-0.07521409167569135,439.1179588347209,)
	3739.0,228.0,761.0,0.195614,0.232668,137.0,39.0,57.0,1.0,fitness,(0.003653687687164942),fitnesses,(0.0,1.0351344000370297,669.7656313205355,)
	2943.0,538.0,2963.0,0.240151,0.083175,121.0,130.0,16.0,2.0,fitness,(-0.002086316885540033),fitnesses,(0.0,0.9474911415297688,1156.122830083772,)
	887.0,2982.0,216.0,0.029948,0.236933,145.0,106.0,90.0,3.0,fitness,(-0.004498367251069448),fitnesses,(0.0,0.08323005324705661,533.0667783540014,)
	3855.0,520.0,2219.0,0.171024,0.032666,1.0,89.0,174.0,4.0,fitness,(0.006347641016447679),fitnesses,(0.0,0.9283947091272905,293.6306074825225,)
	1085.0,4453.0,4529.0,0.072127,0.160751,25.0,154.0,129.0,5.0,fitness,(-0.005337253119280105),fitnesses,(0.0,-0.17415942113464108,359.5658907933694,)
	1613.0,2660.0,4390.0,0.199244,0.148455,57.0,197.0,134.0,6.0,fitness,(-2.7488644715924736e-05),fitnesses,(0.0,0.3307011903951426,333.45005486673506,)
	4011.0,4732.0,2653.0,0.206484,0.072556,116.0,117.0,176.0,7.0,fitness,(-0.0015848971634681009),fitnesses,(0.0,0.12312082889601916,281.61054524282923,)
	1783.0,1031.0,2952.0,0.109066,0.140387,46.0,183.0,26.0,8.0,fitness,(0.0004032033528682229),fitnesses,(0.0,0.7083662541656924,668.0459188788701,)
	4665.0,495.0,1412.0,0.136211,0.020851,183.0,164.0,91.0,9.0,fitness,(0.002659128232831964),fitnesses,(0.0,1.1990305632820866,933.1177399988902,)
	2256.0,751.0,1707.0,0.022456,0.064792,138.0,113.0,127.0,10.0,fitness,(1.0024867932215495),fitnesses,(1.0,1.1339938754279801,885.3145532730326,)
	4536.0,1612.0,2587.0,0.064763,0.148882,179.0,138.0,40.0,11.0,fitness,(0.00047177256769632796),fitnesses,(0.0,1.1059440239005751,1058.7667671309423,)
	3339.0,4288.0,1384.0,0.07602,0.210865,43.0,51.0,140.0,12.0,fitness,(0.0010868706486480814),fitnesses,(0.0,0.22729213455884886,118.60506969404071,)
	1595.0,947.0,3847.0,0.213565,0.236364,128.0,154.0,26.0,13.0,fitness,(-0.002574479936087252),fitnesses,(0.0,0.6509119525975086,908.3599462062336,)
	4217.0,53.0,4660.0,0.103124,0.053772,22.0,10.0,149.0,14.0,fitness,(0.008750675573610405),fitnesses,(0.0,1.7795899876987242,904.5224303376838,)
	24.0,4082.0,4393.0,0.058313,0.21828,132.0,63.0,180.0,15.0,fitness,(-0.0029477313366659715),fitnesses,(0.0,0.5187584548167297,813.5315884833267,)
	3497.0,64.0,974.0,0.130234,0.141078,103.0,196.0,29.0,16.0,fitness,(0.004881392597575747),fitnesses,(0.0,1.1041674544219704,616.0281946643956,)
	3167.0,4927.0,152.0,0.137291,0.176918,26.0,16.0,192.0,17.0,fitness,(-0.0013537308806369098),fitnesses,(0.0,-0.05872932616274145,76.64376190094953,)
	910.0,2506.0,1613.0,0.017765,0.134394,43.0,118.0,148.0,18.0,fitness,(-0.0002290288456344605),fitnesses,(0.0,0.25893970754764367,281.84259211108974,)
	1039.0,35.0,2293.0,0.133623,0.022491,137.0,8.0,172.0,19.0,fitness,(1.0132214152100063),fitnesses,(1.0,2.523494896771637,1201.353375771014,)
	2083.0,1556.0,4494.0,0.077123,0.186385,86.0,154.0,83.0,20.0,fitness,(-0.00196465640126883),fitnesses,(0.0,0.5249172128795588,721.3828530064418,)
	4858.0,219.0,3914.0,0.079175,0.119966,111.0,57.0,103.0,21.0,fitness,(1.0000202187060605),fitnesses,(1.0,1.0657753613659389,1063.7534907598902,)
