Surrogate,generation,0,mu,100,lambda,25
	1770.0,2941.0,4690.0,0.060144,0.22446,124.0,79.0,42.0,0.0,fitness,(-0.0103138372484612),fitnesses,(0.0,0.29454779149149535,1325.9315163376152,)
	991.0,3738.0,4178.0,0.028357,0.002955,143.0,108.0,128.0,1.0,fitness,(0.9966750042103544),fitnesses,(1.0,1.1726860812221502,1505.1856601866996,)
	458.0,1301.0,2889.0,0.078842,0.214712,119.0,144.0,39.0,2.0,fitness,(-0.003145403510645954),fitnesses,(0.0,0.6715086470753383,986.0489981399336,)
	2456.0,1081.0,3131.0,0.161263,0.159773,82.0,67.0,179.0,3.0,fitness,(0.004793946897950604),fitnesses,(0.0,0.7643363119197351,284.94162212467467,)
	2279.0,2943.0,2571.0,0.095346,0.119809,172.0,47.0,136.0,4.0,fitness,(0.00038087788432885315),fitnesses,(0.0,0.9621498453170838,924.0620568841985,)
	107.0,3423.0,681.0,0.181717,0.195259,197.0,98.0,195.0,5.0,fitness,(-0.0011822196129442492),fitnesses,(0.0,0.19531388829220186,313.53584958662674,)
	4091.0,3999.0,3475.0,0.148292,0.194143,145.0,151.0,7.0,6.0,fitness,(-0.0025333034592685275),fitnesses,(0.0,0.5138518027362853,767.182148663138,)
	684.0,2901.0,4111.0,0.063563,0.162709,19.0,20.0,22.0,7.0,fitness,(-0.0009841326886289824),fitnesses,(0.0,1.297631747107467,1396.045015970365,)
	4065.0,1738.0,2717.0,0.085985,0.119225,33.0,20.0,193.0,8.0,fitness,(0.010012879249460841),fitnesses,(0.0,1.218501758185859,217.2138332397749,)
	2243.0,4917.0,2542.0,0.18316,0.221505,174.0,94.0,112.0,9.0,fitness,(-0.007155620802366521),fitnesses,(0.0,-0.270567919909751,444.99416032690107,)
	976.0,3883.0,3703.0,0.066182,0.119801,136.0,157.0,59.0,10.0,fitness,(-0.010969962204614409),fitnesses,(0.0,0.024732972754473236,1121.729193215914,)
	980.0,3676.0,1988.0,0.117968,0.230181,195.0,72.0,36.0,11.0,fitness,(-0.01145448855462175),fitnesses,(0.0,0.049597105255320524,1195.0459607174953,)
	3299.0,629.0,2400.0,0.2079,0.17229,189.0,166.0,36.0,12.0,fitness,(-0.0008487373906321885),fitnesses,(0.0,0.8732831237252497,958.1568627884685,)
	4105.0,3695.0,344.0,0.055324,0.226639,183.0,33.0,43.0,13.0,fitness,(-0.004116831470747729),fitnesses,(0.0,0.437293984167551,848.9771312423238,)
	2453.0,4114.0,490.0,0.104288,0.11317,164.0,81.0,96.0,14.0,fitness,(-0.008030080592481201),fitnesses,(0.0,-0.19862634898497156,604.3817102631484,)
	3293.0,232.0,4899.0,0.216083,0.082556,79.0,111.0,95.0,15.0,fitness,(-0.0013981599382583611),fitnesses,(0.0,0.8284849381013233,968.3009319271594,)
	2680.0,4361.0,4911.0,0.177702,0.026444,51.0,193.0,182.0,16.0,fitness,(-0.002753153791891229),fitnesses,(0.0,0.1666135908246595,441.9289700137824,)
	1095.0,2745.0,4629.0,0.00112,0.094336,161.0,27.0,48.0,17.0,fitness,(0.9909791088488337),fitnesses,(1.0,1.3883623426679592,2290.451457784577,)
