Surrogate,generation,0,mu,100,lambda,25
	4160.0,4728.0,2787.0,0.091642,0.073298,162.0,70.0,108.0,0.0,fitness,(-0.0057347545858913804),fitnesses,(0.0,0.24803335076201488,821.5088093511529,)
	4572.0,4001.0,2833.0,0.104525,0.001459,19.0,113.0,108.0,1.0,fitness,(0.0008322492649596577),fitnesses,(0.0,0.5074531437533117,424.22821725734593,)
	2600.0,4701.0,4975.0,0.114358,0.219285,7.0,7.0,34.0,2.0,fitness,(-0.0073786994237458655),fitnesses,(0.0,0.16136016137271814,899.2301037473046,)
	964.0,4148.0,2039.0,0.220995,0.081279,46.0,140.0,179.0,3.0,fitness,(-0.0027423007029061266),fitnesses,(0.0,-0.08194466369084093,192.2854065997717,)
	3725.0,4866.0,4781.0,0.175193,0.093195,15.0,145.0,149.0,4.0,fitness,(-0.002531116575077322),fitnesses,(0.0,0.03029103045860668,283.4026879663389,)
	4911.0,3882.0,47.0,0.135246,0.028823,118.0,92.0,38.0,5.0,fitness,(-0.00032064362603344016),fitnesses,(0.0,0.5826072020663592,614.6715646697032,)
	3597.0,2088.0,2190.0,0.108744,0.20619,164.0,35.0,99.0,6.0,fitness,(0.0020950415551809175),fitnesses,(0.0,0.9765813511146959,767.0771955966042,)
	3101.0,706.0,95.0,0.121744,0.071306,33.0,69.0,5.0,7.0,fitness,(0.008863396581586648),fitnesses,(0.0,1.6294703788965854,743.1307207379207,)
	94.0,2103.0,36.0,0.14041,0.177338,185.0,121.0,150.0,8.0,fitness,(-0.00040394104379073634),fitnesses,(0.0,0.37093627750533764,411.3303818844112,)
	4465.0,462.0,961.0,0.232079,0.043928,18.0,147.0,191.0,9.0,fitness,(0.008085206474211954),fitnesses,(0.0,1.1404909460771904,331.97029865599507,)
	4502.0,23.0,4311.0,0.226385,0.13404,136.0,74.0,98.0,10.0,fitness,(-0.0012344180121934643),fitnesses,(0.0,0.8974271297330456,1020.8689309523919,)
	2549.0,2794.0,1947.0,0.092946,0.138105,44.0,70.0,88.0,11.0,fitness,(0.0008443589371535582),fitnesses,(0.0,0.39811377413981475,313.6778804244589,)
	2534.0,62.0,1263.0,0.143314,0.127778,39.0,89.0,114.0,12.0,fitness,(0.005552847098662723),fitnesses,(0.0,0.8670501370560418,311.7654271897695,)
	4714.0,3344.0,300.0,0.164404,0.231531,169.0,57.0,56.0,13.0,fitness,(0.0025534435681617155),fitnesses,(0.0,0.7159014520011118,460.5570951849402,)
	3440.0,167.0,1935.0,0.180484,0.183722,50.0,160.0,24.0,14.0,fitness,(0.004233018261294371),fitnesses,(0.0,0.9536417491645856,530.3399230351484,)
	3897.0,1983.0,4248.0,0.208788,0.232846,41.0,5.0,198.0,15.0,fitness,(0.007900852506377232),fitnesses,(0.0,1.0810355586938065,290.9503080560832,)
	1670.0,1631.0,2111.0,0.133659,0.246085,141.0,87.0,154.0,16.0,fitness,(0.003212316366116028),fitnesses,(0.0,0.6669872383345142,345.7556017229114,)
	1451.0,1544.0,2083.0,0.068986,0.16301,198.0,58.0,7.0,17.0,fitness,(-0.008361162516702969),fitnesses,(0.0,1.0036439233198702,1839.7601749901671,)
	2232.0,4660.0,1367.0,0.229191,0.127903,192.0,171.0,28.0,18.0,fitness,(-0.008515624606992952),fitnesses,(0.0,-0.1339059273094791,717.656533389816,)
	1729.0,2911.0,3349.0,0.183285,0.110267,182.0,33.0,194.0,19.0,fitness,(0.005686139529853065),fitnesses,(0.0,1.3433881032988364,774.7741503135298,)
