Surrogate,generation,0,mu,100,lambda,25
	2309.0,4567.0,3803.0,0.164667,0.072738,112.0,141.0,10.0,0.0,fitness,(-0.012069237105182503),fitnesses,(0.0,-0.07429693751504933,1132.626773003201,)
	4483.0,2714.0,586.0,0.245397,0.191102,45.0,195.0,190.0,1.0,fitness,(0.008226181132414252),fitnesses,(0.0,1.0501650076895415,227.54689444811615,)
	2311.0,654.0,3014.0,0.24541,0.087746,84.0,190.0,99.0,2.0,fitness,(0.0032502299066169485),fitnesses,(0.0,0.9027193914763701,577.6964008146753,)
	2006.0,4020.0,2429.0,0.029415,0.168211,181.0,115.0,53.0,3.0,fitness,(-0.012442267901526815),fitnesses,(0.0,-0.11383678409177048,1130.390006060911,)
	2204.0,3553.0,4625.0,0.1883,0.219117,87.0,82.0,96.0,4.0,fitness,(-0.004441513866762804),fitnesses,(0.0,0.06443454347298053,508.5859301492609,)
	2260.0,3298.0,3307.0,0.178529,0.079699,24.0,15.0,91.0,5.0,fitness,(0.014185626322631473),fitnesses,(0.0,2.0869126248764194,668.349992613272,)
	4283.0,2748.0,1055.0,0.145864,0.170064,75.0,124.0,32.0,6.0,fitness,(0.004765236567662593),fitnesses,(0.0,0.7793123282808886,302.7886715146293,)
	3339.0,601.0,1283.0,0.180148,0.064105,25.0,158.0,36.0,7.0,fitness,(0.0061142968440021555),fitnesses,(0.0,1.099714319078209,488.2846346779935,)
	1320.0,1104.0,2120.0,0.11937,0.106623,169.0,68.0,148.0,8.0,fitness,(1.0034460811372294),fitnesses,(1.0,1.255590705214229,910.9825914912931,)
	2368.0,693.0,633.0,0.204054,0.099709,1.0,42.0,107.0,9.0,fitness,(0.006684249702553019),fitnesses,(0.0,0.8948455950602594,226.42062480495755,)
	3648.0,794.0,3738.0,0.07534,0.171548,2.0,157.0,111.0,10.0,fitness,(0.00476546085717473),fitnesses,(0.0,0.8017309050532159,325.1848193357429,)
	2905.0,2203.0,3868.0,0.128245,0.028712,164.0,112.0,178.0,11.0,fitness,(-0.0016151869266817732),fitnesses,(0.0,0.6909134193362437,852.432112004421,)
	1127.0,2616.0,4612.0,0.054116,0.245967,176.0,97.0,131.0,12.0,fitness,(-0.006035314930936084),fitnesses,(0.0,0.44221733496140136,1045.7488280550097,)
	1579.0,1965.0,3814.0,0.074271,0.198711,193.0,39.0,148.0,13.0,fitness,(-2.5624267308141033e-05),fitnesses,(0.0,1.200034773190695,1202.5971999215092,)
	1153.0,881.0,4140.0,0.097033,0.0707,62.0,135.0,169.0,14.0,fitness,(0.004460109852439369),fitnesses,(0.0,1.0569769442082626,610.9659589643255,)
	632.0,3200.0,4488.0,0.14004,0.017662,99.0,82.0,147.0,15.0,fitness,(0.007820544916999052),fitnesses,(0.0,1.8960531604821012,1113.9986687821959,)
	67.0,2995.0,1357.0,0.103763,0.013795,161.0,67.0,27.0,16.0,fitness,(1.0110465511772881),fitnesses,(1.0,2.9691907115600706,1864.5355938312582,)
	1123.0,4999.0,4373.0,0.172786,0.129292,115.0,161.0,195.0,17.0,fitness,(-0.004702191148358001),fitnesses,(0.0,-0.10702677278110238,363.19234205469763,)
	1031.0,103.0,2680.0,0.062276,0.051436,54.0,69.0,35.0,18.0,fitness,(1.0110202964962236),fitnesses,(1.0,2.6088590948371375,1506.8294452147875,)
	1904.0,2437.0,477.0,0.127477,0.036175,62.0,47.0,78.0,19.0,fitness,(0.00447333661516609),fitnesses,(0.0,1.1307827642508725,683.4491027342636,)
	3114.0,219.0,3593.0,0.003642,0.084113,71.0,90.0,155.0,20.0,fitness,(1.003017640580978),fitnesses,(1.0,1.1014059897791928,799.6419316813874,)
	1352.0,4588.0,2485.0,0.127873,0.032253,103.0,110.0,42.0,21.0,fitness,(-0.004780588277125813),fitnesses,(0.0,0.6528231602844127,1130.881987996994,)
	1271.0,4069.0,4061.0,0.119708,0.002591,45.0,174.0,107.0,22.0,fitness,(-0.002890361075712622),fitnesses,(0.0,0.456642750184434,745.6788577556962,)
	2270.0,1816.0,3284.0,0.10104,0.214212,192.0,98.0,55.0,23.0,fitness,(-0.005265698333775535),fitnesses,(0.0,0.7131949172226552,1239.7647506002086,)
	1509.0,3427.0,3120.0,0.014841,0.032967,16.0,141.0,100.0,24.0,fitness,(-0.007182842826779201),fitnesses,(0.0,-0.0035880026626252492,714.6962800152947,)
	4837.0,4667.0,4333.0,0.162511,0.218785,159.0,147.0,3.0,25.0,fitness,(-0.0032876032990615768),fitnesses,(0.0,0.523700555006793,852.4608849129506,)
	1110.0,2942.0,20.0,0.193404,0.152511,96.0,79.0,55.0,26.0,fitness,(-0.0016339533910685136),fitnesses,(0.0,0.2351039572636678,398.4992963705191,)
	4986.0,510.0,4619.0,0.098332,0.193096,76.0,113.0,162.0,27.0,fitness,(0.0049635129755010695),fitnesses,(0.0,1.0008941880462463,504.54289049613936,)
	2839.0,894.0,320.0,0.023297,0.17558,41.0,153.0,183.0,28.0,fitness,(0.007544100676792216),fitnesses,(0.0,0.8589369305658524,104.52686288663085,)
	4721.0,4759.0,4331.0,0.23753,0.067012,157.0,132.0,64.0,29.0,fitness,(-0.006500417875352613),fitnesses,(0.0,0.2521880145180794,902.2298020533406,)
	3630.0,2412.0,1218.0,0.032488,0.106578,192.0,177.0,0.0,30.0,fitness,(-0.005461399076270018),fitnesses,(0.0,0.6381074330129409,1184.2473406399426,)
	4047.0,3643.0,3727.0,0.221464,0.166691,129.0,63.0,192.0,31.0,fitness,(0.002860264723350785),fitnesses,(0.0,0.5780727604588871,292.0462881238086,)
	3110.0,2838.0,2763.0,0.125382,0.105174,36.0,8.0,75.0,32.0,fitness,(0.011133337677577848),fitnesses,(0.0,1.8164733039458814,703.1395361880965,)
	987.0,1998.0,3800.0,0.23851,0.089221,87.0,2.0,151.0,33.0,fitness,(0.019642019233412977),fitnesses,(0.0,2.8106128624670674,846.4109391257697,)
	3306.0,3287.0,2630.0,0.019067,0.077668,130.0,175.0,38.0,34.0,fitness,(-0.005870822318422911),fitnesses,(0.0,0.3756557018559804,962.7379336982714,)
	2607.0,4694.0,3212.0,0.245332,0.048511,116.0,84.0,83.0,35.0,fitness,(-0.0031185487598210304),fitnesses,(0.0,0.446569761796929,758.424637779032,)
	4898.0,1675.0,3018.0,0.247667,0.06229,186.0,136.0,29.0,36.0,fitness,(-0.0007358353235336589),fitnesses,(0.0,1.1283057481013632,1201.889280454729,)
	624.0,2919.0,43.0,0.061982,0.154614,79.0,111.0,130.0,37.0,fitness,(-0.0031726926611860716),fitnesses,(0.0,-0.09099880563753394,226.2704604810732,)
	965.0,591.0,613.0,0.157102,0.110136,37.0,199.0,137.0,38.0,fitness,(0.0048099597280364705),fitnesses,(0.0,0.702087454489438,221.09148168579097,)
	115.0,234.0,3786.0,0.136323,0.17443,43.0,41.0,18.0,39.0,fitness,(1.0093689865944466),fitnesses,(1.0,2.3616774738772346,1424.7788144325677,)
	2341.0,4423.0,2266.0,0.155054,0.043252,152.0,69.0,20.0,40.0,fitness,(0.9922254509225517),fitnesses,(1.0,0.6166117548315715,1394.0666625763945,)
	492.0,2746.0,3050.0,0.180834,0.052616,152.0,187.0,143.0,41.0,fitness,(-0.0007024268515978312),fitnesses,(0.0,0.6356708271284061,705.913512288189,)
	2838.0,3246.0,2462.0,0.082578,0.248179,64.0,133.0,92.0,42.0,fitness,(0.001646838061939027),fitnesses,(0.0,0.31323651828663834,148.55271209273562,)
	446.0,335.0,390.0,0.155478,0.149403,105.0,20.0,24.0,43.0,fitness,(0.013331471241073886),fitnesses,(0.0,2.5459211133075215,1212.773989200133,)
	3239.0,836.0,2823.0,0.01699,0.197137,65.0,75.0,98.0,44.0,fitness,(0.002663503111353097),fitnesses,(0.0,0.8989162365166853,632.5659253813756,)
	3828.0,583.0,2254.0,0.181184,0.089432,0.0,5.0,164.0,45.0,fitness,(0.009586011677185417),fitnesses,(0.0,1.239092175968055,280.49100824951347,)
	3393.0,4248.0,4728.0,0.102466,0.162553,119.0,43.0,58.0,46.0,fitness,(-0.008117635175787882),fitnesses,(0.0,0.3464861709184655,1158.2496884972536,)
	2166.0,4766.0,1451.0,0.188149,0.009702,102.0,25.0,12.0,47.0,fitness,(1.0066200965067493),fitnesses,(1.0,1.978574247296555,1316.5645966216239,)
	3594.0,3506.0,2253.0,0.146406,0.111277,108.0,26.0,37.0,48.0,fitness,(0.0012940648003409976),fitnesses,(0.0,1.0698608295807448,940.454349546645,)
	3982.0,3098.0,3491.0,0.213778,0.13947,3.0,90.0,51.0,49.0,fitness,(0.0021170890371579876),fitnesses,(0.0,0.5430431832439636,331.33427952816487,)
	1592.0,1927.0,2168.0,0.012062,0.089725,124.0,70.0,138.0,50.0,fitness,(1.0011038458113164),fitnesses,(1.0,1.0526379573890485,942.2533762574128,)
	1501.0,1308.0,643.0,0.228513,0.146471,103.0,195.0,17.0,51.0,fitness,(0.0005655610481987991),fitnesses,(0.0,0.5823987134628633,525.8426086429834,)
	3640.0,4421.0,2821.0,0.094944,0.192348,149.0,70.0,74.0,52.0,fitness,(-0.0062745966490845165),fitnesses,(0.0,0.061002312558837486,688.4619774672891,)
	4723.0,2388.0,3466.0,0.141073,0.061572,9.0,178.0,144.0,53.0,fitness,(0.006571804856203229),fitnesses,(0.0,0.993502326910954,336.3218412906311,)
	2551.0,1942.0,4571.0,0.137044,0.055424,37.0,60.0,115.0,54.0,fitness,(0.004736474247974959),fitnesses,(0.0,1.3151800045178157,841.5325797203199,)
	2168.0,798.0,2778.0,0.104302,0.025267,5.0,98.0,179.0,55.0,fitness,(0.004143034298639465),fitnesses,(0.0,0.7654571032214609,351.1536733575144,)
	1184.0,1653.0,157.0,0.196923,0.064844,122.0,116.0,135.0,56.0,fitness,(0.0024671791511196133),fitnesses,(0.0,0.5867479089051025,340.02999379314116,)
	3970.0,35.0,3379.0,0.107469,0.033899,179.0,166.0,7.0,57.0,fitness,(-0.007349145451283408),fitnesses,(0.0,1.0305951151258417,1765.5096602541823,)
	140.0,3725.0,1678.0,0.040445,0.20597,27.0,182.0,179.0,58.0,fitness,(-0.0019714187543872982),fitnesses,(0.0,-0.0910306028245457,106.11127261418413,)
	2872.0,975.0,1720.0,0.085155,0.046394,197.0,109.0,34.0,59.0,fitness,(0.9939404262668015),fitnesses,(1.0,1.0037992918406866,1609.7566651605446,)
	4274.0,1929.0,4539.0,0.065484,0.227899,90.0,74.0,173.0,60.0,fitness,(0.005138527535741641),fitnesses,(0.0,0.9236642057515765,409.8114521774124,)
	1076.0,2750.0,3837.0,0.09706,0.217274,52.0,1.0,71.0,61.0,fitness,(0.0033369751389529315),fitnesses,(0.0,1.3727597879765137,1039.0622740812205,)
	3736.0,1430.0,671.0,0.058031,0.075814,56.0,125.0,98.0,62.0,fitness,(0.004831912455594555),fitnesses,(0.0,0.7795373258118167,296.34608025236116,)
	199.0,1991.0,4075.0,0.001945,0.134362,50.0,198.0,58.0,63.0,fitness,(-0.004992804591964535),fitnesses,(0.0,0.46514916177587734,964.4296209723308,)
	3352.0,3680.0,869.0,0.071392,0.046649,85.0,119.0,57.0,64.0,fitness,(-0.00432384040394998),fitnesses,(0.0,0.1252629614585616,557.6470018535596,)
	1855.0,858.0,4940.0,0.06281,0.237598,103.0,33.0,60.0,65.0,fitness,(-0.0007707009319340603),fitnesses,(0.0,1.385667462064815,1462.737555258221,)
	4393.0,1715.0,3129.0,0.048061,0.236175,132.0,199.0,38.0,66.0,fitness,(0.003970138177493225),fitnesses,(0.0,1.0458801520491807,648.8663342998583,)
	4403.0,702.0,894.0,0.111839,0.024869,115.0,127.0,186.0,67.0,fitness,(0.008118862387375667),fitnesses,(0.0,1.1753186687757553,363.4324300381886,)
	3797.0,3079.0,3923.0,0.102887,0.054627,143.0,185.0,137.0,68.0,fitness,(0.0004938008311667838),fitnesses,(0.0,0.6759179030773127,626.5378199606342,)
