Surrogate,generation,0,mu,100,lambda,25
	2005.0,4254.0,764.0,0.227,0.108484,82.0,185.0,87.0,0.0,fitness,(-0.0024504426934365458),fitnesses,(0.0,-0.0012259566796439902,243.8183126640106,)
	1185.0,1929.0,2786.0,0.189852,0.074475,20.0,194.0,71.0,1.0,fitness,(0.00217302928664493),fitnesses,(0.0,0.6482286944496768,430.9257657851838,)
	2933.0,387.0,985.0,0.150756,0.210975,154.0,18.0,104.0,2.0,fitness,(0.0038685556152112457),fitnesses,(0.0,1.114308587304126,727.4530257830015,)
	4889.0,778.0,3210.0,0.106102,0.13408,192.0,151.0,41.0,3.0,fitness,(0.00045206831467481737),fitnesses,(0.0,1.2685979261614124,1223.3910946939307,)
	3197.0,1398.0,3407.0,0.091583,0.131925,53.0,76.0,130.0,4.0,fitness,(0.0028796071560118885),fitnesses,(0.0,0.719040183848749,431.07946824756016,)
	4786.0,3121.0,4402.0,0.167058,0.199842,69.0,77.0,37.0,5.0,fitness,(0.0008582193616754321),fitnesses,(0.0,0.7169155442512852,631.093608083742,)
	1430.0,3511.0,477.0,0.137779,0.072703,130.0,41.0,4.0,6.0,fitness,(0.9990190906248799),fitnesses,(1.0,1.2323090123030032,1330.3999498150065,)
	2551.0,47.0,1326.0,0.105451,0.032254,190.0,95.0,144.0,7.0,fitness,(1.0012395233203193),fitnesses,(1.0,1.1669442440991582,1042.9919120672369,)
	4543.0,4552.0,3123.0,0.118125,0.165754,81.0,116.0,164.0,8.0,fitness,(0.004481144548229749),fitnesses,(0.0,0.6107641591336422,162.64970431066732,)
	752.0,1799.0,1087.0,0.196318,0.206812,110.0,70.0,9.0,9.0,fitness,(-0.0007260462823862604),fitnesses,(0.0,0.7757340056289566,848.3386338675825,)
	3594.0,4618.0,3454.0,0.050032,0.069434,148.0,170.0,57.0,10.0,fitness,(-0.00782307702185802),fitnesses,(0.0,0.16797868407754651,950.2863862633485,)
	3123.0,494.0,3764.0,0.134504,0.178056,36.0,175.0,129.0,11.0,fitness,(0.006072368240165271),fitnesses,(0.0,0.9592956119496245,352.0587879330974,)
	4048.0,4685.0,4374.0,0.074796,0.149505,134.0,60.0,182.0,12.0,fitness,(-0.0005296479348107621),fitnesses,(0.0,0.44150232535849815,494.4671188395743,)
	1381.0,4609.0,1169.0,0.233636,0.147107,17.0,74.0,27.0,13.0,fitness,(-0.0035716485010382736),fitnesses,(0.0,-0.023741102808542757,333.42374729528456,)
	1375.0,1076.0,3678.0,0.087545,0.235769,49.0,167.0,105.0,14.0,fitness,(0.0032710025473364083),fitnesses,(0.0,0.6851846146302621,358.0843598966213,)
	607.0,439.0,4047.0,0.114298,0.087798,7.0,16.0,196.0,15.0,fitness,(0.008859024578818413),fitnesses,(0.0,1.5548065015370518,668.9040436552106,)
	143.0,321.0,4044.0,0.200835,0.00674,120.0,19.0,139.0,16.0,fitness,(1.0170813288369454),fitnesses,(1.0,3.2847925955119974,1576.6597118174527,)
