Surrogate,generation,0,mu,100,lambda,25
	2837.0,2477.0,776.0,0.043889,0.04805,164.0,159.0,33.0,0.0,fitness,(-0.005826463604771778),fitnesses,(0.0,0.48921162339293883,1071.8579838701166,)
	656.0,4403.0,3264.0,0.021319,0.076805,174.0,60.0,197.0,1.0,fitness,(0.9970928666101422),fitnesses,(1.0,0.82960131117008,1120.3146501558563,)
	2335.0,977.0,3711.0,0.217723,0.200724,196.0,6.0,22.0,2.0,fitness,(0.9942638795739377),fitnesses,(1.0,1.2037183508859708,1777.330393492203,)
	4929.0,3760.0,1294.0,0.205488,0.143363,37.0,10.0,45.0,3.0,fitness,(0.008119706718230464),fitnesses,(0.0,1.1537946869395737,341.8240151165272,)
	3236.0,7.0,4741.0,0.061962,0.089917,177.0,0.0,186.0,4.0,fitness,(1.0029980013960498),fitnesses,(1.0,1.834543583749768,1534.7434441448033,)
	2604.0,2669.0,560.0,0.202216,0.24327,5.0,166.0,106.0,5.0,fitness,(0.0029895984658626657),fitnesses,(0.0,0.3923389528940033,93.3791063077367,)
	932.0,1394.0,4838.0,0.095623,0.240623,77.0,131.0,172.0,6.0,fitness,(0.002041774905900495),fitnesses,(0.0,0.6239811444794776,419.80365388942806,)
	725.0,87.0,1234.0,0.042881,0.052185,172.0,128.0,54.0,7.0,fitness,(0.9984362162719264),fitnesses,(1.0,1.4200922361202968,1576.4706089276615,)
	2082.0,13.0,4414.0,0.106082,0.067999,58.0,170.0,59.0,8.0,fitness,(-0.0013379635596469652),fitnesses,(0.0,0.9847086387650889,1118.5049947297853,)
	4246.0,1786.0,2294.0,0.225315,0.100687,197.0,190.0,62.0,9.0,fitness,(0.0019228268640051234),fitnesses,(0.0,1.0176985754418517,825.4158890413393,)
	4006.0,3667.0,1881.0,0.11927,0.236104,80.0,76.0,50.0,10.0,fitness,(0.0033983213473807844),fitnesses,(0.0,0.6444914942148016,304.65935947672307,)
	4086.0,4683.0,723.0,0.017363,0.005825,171.0,40.0,144.0,11.0,fitness,(0.9965295754834216),fitnesses,(1.0,0.5523006166683753,899.3430683262195,)
	2771.0,816.0,374.0,0.205773,0.131623,186.0,195.0,154.0,12.0,fitness,(0.004055013427109056),fitnesses,(0.0,0.822438681211877,416.93733850097135,)
	4847.0,1641.0,4016.0,0.216696,0.165285,100.0,23.0,186.0,13.0,fitness,(0.005589658491149346),fitnesses,(0.0,0.9987562934189205,439.7904443039859,)
	507.0,3605.0,4321.0,0.148745,0.170477,12.0,88.0,26.0,14.0,fitness,(-0.005859493865339193),fitnesses,(0.0,0.27275386674035085,858.7032532742701,)
	3029.0,4257.0,4294.0,0.134517,0.152826,176.0,145.0,186.0,15.0,fitness,(-0.00300342840014699),fitnesses,(0.0,0.1296387988141323,429.98163882883125,)
