Surrogate,generation,0,mu,100,lambda,25
	989.0,4511.0,4762.0,0.24198,0.151784,162.0,72.0,144.0,0.0,fitness,(-0.009838774677870274),fitnesses,(0.0,0.0056571697415706695,989.534637528598,)
	4073.0,1394.0,2520.0,0.241478,0.134572,190.0,24.0,149.0,1.0,fitness,(0.003611109383475612),fitnesses,(0.0,1.1579410982873422,796.8301599397809,)
	1215.0,4712.0,4792.0,0.164225,0.008213,166.0,79.0,60.0,2.0,fitness,(1.0064279350312395),fitnesses,(1.0,1.0062663721281735,363.4728690042312,)
	679.0,1742.0,2935.0,0.106266,0.080009,152.0,178.0,180.0,3.0,fitness,(-0.0014968038204418283),fitnesses,(0.0,0.21433875511827544,364.01913716245826,)
	964.0,2177.0,101.0,0.053202,0.115902,130.0,71.0,81.0,4.0,fitness,(0.0027867127895956434),fitnesses,(0.0,0.45768623412077225,179.0149551612079,)
	3759.0,4644.0,4903.0,0.176949,0.160071,131.0,78.0,139.0,5.0,fitness,(-0.002660614510583818),fitnesses,(0.0,-0.07247857726999178,193.58287378838995,)
	4123.0,588.0,2746.0,0.062631,0.065171,24.0,168.0,12.0,6.0,fitness,(-0.002166512142233356),fitnesses,(0.0,0.8542536447216945,1070.9048589450301,)
	2801.0,1510.0,4764.0,0.001969,0.124816,110.0,146.0,61.0,7.0,fitness,(0.005602984920705748),fitnesses,(0.0,0.8019876128715696,241.6891208009948,)
	629.0,3978.0,1461.0,0.208346,0.024545,188.0,15.0,77.0,8.0,fitness,(1.0287552474323187),fitnesses,(1.0,4.346102882696211,1470.578139464339,)
	2963.0,2197.0,3616.0,0.043933,0.153055,30.0,98.0,115.0,9.0,fitness,(0.007768189484136408),fitnesses,(0.0,0.8640491147807605,87.23016636711964,)
	2541.0,8.0,4294.0,0.035775,0.13241,150.0,22.0,25.0,10.0,fitness,(0.9113753249450414),fitnesses,(1.0,1.1307364167175658,9993.203922213434,)
	742.0,3891.0,3756.0,0.132231,0.241462,184.0,49.0,149.0,11.0,fitness,(-0.006991732834025188),fitnesses,(0.0,-0.06854853770631252,630.6247456962062,)
	306.0,2871.0,2328.0,0.127426,0.085353,160.0,110.0,108.0,12.0,fitness,(0.0064962872484798624),fitnesses,(0.0,1.30252300857841,652.8942837304238,)
