Surrogate,generation,0,mu,100,lambda,25
	1540.0,2073.0,3886.0,0.029271,0.123399,164.0,75.0,100.0,0.0,fitness,(-0.012534926675696353),fitnesses,(0.0,0.2794139692689036,1532.9066368385388,)
	1528.0,465.0,1922.0,0.242434,0.041307,16.0,166.0,15.0,1.0,fitness,(-0.007795284912890624),fitnesses,(0.0,1.0767519307023175,1856.2804219913796,)
	4409.0,4630.0,3604.0,0.104383,0.051123,14.0,135.0,16.0,2.0,fitness,(-0.006731742537997922),fitnesses,(0.0,-0.029436815974067346,643.7374378257248,)
	3445.0,3200.0,4502.0,0.12054,0.049234,74.0,36.0,66.0,3.0,fitness,(0.00789582179906979),fitnesses,(0.0,1.2762635139522935,486.6813340453145,)
	4953.0,3194.0,3171.0,0.097294,0.150911,144.0,20.0,135.0,4.0,fitness,(0.006640887440822609),fitnesses,(0.0,1.0317826147740847,367.69387069182386,)
	3663.0,1263.0,1049.0,0.191584,0.014472,129.0,7.0,14.0,5.0,fitness,(1.0327811144841625),fitnesses,(1.0,6.344491762474067,3066.3803140578248,)
	3533.0,868.0,2696.0,0.064245,0.100364,197.0,197.0,23.0,6.0,fitness,(-0.002764825049689966),fitnesses,(0.0,1.042683998532194,1319.1665035011906,)
	647.0,2228.0,2923.0,0.011244,0.014261,60.0,27.0,87.0,7.0,fitness,(0.9790960292423747),fitnesses,(1.0,-0.060575376700744574,2029.8216990617805,)
	3259.0,2996.0,4629.0,0.232933,0.058116,153.0,56.0,2.0,8.0,fitness,(0.9824617256830681),fitnesses,(1.0,1.3404891940207124,3094.316625713905,)
	1584.0,2829.0,3519.0,0.182174,0.105965,86.0,100.0,24.0,9.0,fitness,(-0.003770577318175327),fitnesses,(0.0,-0.3408529502479396,36.204781569593095,)
	2519.0,3635.0,4417.0,0.068312,0.061845,94.0,152.0,16.0,10.0,fitness,(-0.002661937711914471),fitnesses,(0.0,0.009894003128730275,276.08777432017735,)
	2253.0,3046.0,374.0,0.032618,0.08995,125.0,16.0,161.0,11.0,fitness,(-0.0004949775176281285),fitnesses,(0.0,0.2588538164550375,308.35156821785034,)
	1593.0,4814.0,1180.0,0.048461,0.166418,102.0,159.0,13.0,12.0,fitness,(-0.0012903843139219465),fitnesses,(0.0,0.09469340654274357,223.7318379349382,)
	4621.0,2755.0,3028.0,0.079284,0.129601,125.0,98.0,137.0,13.0,fitness,(0.004561439106032718),fitnesses,(0.0,0.8754204715079785,419.2765609047067,)
