10,comparison_ga_discrete_total_time,3:33:37.689392,start,2019-04-07 17:46:45.581292,finish,2019-04-07 21:20:23.270684
10,comparison_ga_cont_total_time,6:36:39.369726,start,2019-04-08 11:45:05.305826,finish,2019-04-08 18:21:44.675552
1,comparison_ga_cont_total_time,0:46:12.637362,start,2019-04-08 19:06:08.339376,finish,2019-04-08 19:52:20.976738
